active_uid
1.67797072E8
1.6764152E8
1.67708256E8
1.67973328E8
1.67867392E8
1.6778728E8
1.68236032E8
1.6758928E8
1.67668928E8
1.67781792E8
1.67678048E8
1.6785536E8
1.6790176E8
1.68014416E8
1.679292E8
1.67636336E8
1.67670256E8
1.67700752E8
1.67635776E8
1.67948E8
1.67645808E8
1.67987648E8
1.6778944E8
1.68004112E8
1.6794736E8
1.68000304E8
1.6797104E8
1.678772E8
1.67846464E8
1.67917104E8
1.67583056E8
1.67590224E8
1.61846384E8
1.67688192E8
1.6782416E8
1.67924496E8
1.68030816E8
1.67858432E8
1.6789176E8
1.67947952E8
1.6795896E8
1.67732608E8
1.67890592E8
1.68598736E8
1.67656496E8
1.6768672E8
1.67696464E8
1.67952688E8
1.67712992E8
1.67709152E8
1.67834832E8
1.67710208E8
1.67804864E8
1.6799216E8
1.67932368E8
1.6760728E8
1.68263904E8
1.67861072E8
1.67764624E8
1.678764E8
1.6794256E8
1.67699936E8
1.6771248E8
1.67943952E8
1.67901664E8
1.67994304E8
1.67649904E8
1.678984E8
1.67680816E8
1.67680688E8
1.680136E8
1.67891632E8
1.67926384E8
1.67711984E8
1.6784872E8
1.67637328E8
1.67783808E8
1.67764496E8
1.67716336E8
1.67917888E8
1.67773568E8
1.67789808E8
6.948396E7
1.68017424E8
1.67991344E8
1.67976336E8
1.67818352E8
1.67667216E8
1.67653152E8
1.6781144E8
1.67920832E8
1.67910032E8
1.6798168E8
1.67960912E8
1.68058192E8
1.67653808E8
1.680284E8
1.6789616E8
1.67789744E8
1.67742288E8
1.67728944E8
1.68315936E8
1.6822248E8
1.68516336E8
1.68274304E8
1.68138928E8
1.68511584E8
1.68332912E8
1.68200368E8
1.68619152E8
1.68461104E8
1.68196464E8
1.6815744E8
1.68431904E8
1.68274128E8
1.68465072E8
1.68438256E8
1.68343232E8
1.68151536E8
1.68170432E8
1.68497216E8
1.68318096E8
1.68177344E8
1.6826024E8
1.68443248E8
1.68285824E8
1.68087696E8
1.68202976E8
1.6805944E8
1.68336032E8
1.68362384E8
1.68472832E8
1.68350048E8
1.6843448E8
1.68225328E8
1.6822112E8
1.68281904E8
1.68478256E8
1.6836352E8
1.68480336E8
