uid,freq_play_last_30_days,avg_playtime_last_30_days,freq_play_last_21_days,avg_playtime_last_21_days,freq_play_last_14_days,avg_playtime_last_14_days,freq_play_last_7_days,avg_playtime_last_7_days,freq_play_last_3_days,avg_playtime_last_3_days,freq_play_last_1_days,avg_playtime_last_1_days,Churn,device
167682896,182.0,218.67582417582418,161.0,227.48447204968943,97.0,230.41237113402062,,,,,,,1,ip
167683184,870.0,224.4183908045977,532.0,210.16729323308272,348.0,203.39080459770116,226.0,205.92477876106196,103.0,211.18446601941747,30.0,223.2,0,both
167683200,183.0,165.97814207650273,151.0,176.19867549668874,144.0,176.07638888888889,85.0,167.63529411764705,28.0,164.21428571428572,21.0,155.0952380952381,0,ar
167683552,633.0,150.51974723538706,464.0,165.34913793103448,332.0,185.09036144578315,205.0,186.02926829268293,48.0,213.52083333333334,,,0,both
167683664,985.0,67.85989847715736,755.0,60.71788079470198,486.0,59.03086419753087,62.0,117.7741935483871,10.0,167.5,,,0,both
167683712,156.0,100.40322996794872,46.0,120.52173913043478,23.0,131.1304347826087,,,,,,,1,both
167683728,743.0,206.79811574697175,361.0,205.84764542936287,179.0,208.83240223463687,94.0,213.0744680851064,62.0,209.20967741935485,52.0,200.8653846153846,0,both
167683760,497.0,322.9517102615694,380.0,299.4315789473684,375.0,301.336,293.0,279.6552901023891,173.0,328.0635838150289,55.0,305.8545454545455,0,ar
167684624,979.0,129.53217568947906,679.0,131.71428571428572,457.0,139.14442013129104,223.0,128.92376681614348,61.0,137.1639344262295,19.0,214.52631578947367,0,ar
167684784,393.0,156.86513994910942,371.0,160.5309973045822,265.0,135.49056603773585,36.0,293.75,10.0,415.5,10.0,415.5,0,both
167684992,1128.0,223.979609929078,623.0,228.4446227929374,433.0,240.0623556581986,124.0,254.00806451612902,5.0,214.6,,,0,both
167685040,591.0,190.6869712351946,393.0,173.79643765903307,205.0,166.17073170731706,19.0,188.47368421052633,9.0,193.44444444444446,9.0,193.44444444444446,0,both
167685360,1365.0,228.04293279413923,969.0,234.7364326769866,591.0,234.12013536379018,126.0,228.87301587301587,35.0,193.77142857142857,8.0,217.75,0,both
167686080,1351.0,154.7438934122872,846.0,152.81796690307328,625.0,151.0912,225.0,182.66222222222223,124.0,195.57258064516128,29.0,279.48275862068965,0,both
167686512,12.0,230.91666666666666,12.0,230.91666666666666,12.0,230.91666666666666,12.0,230.91666666666666,,,,,1,ar
167686768,452.0,218.08185840707964,322.0,223.8198757763975,273.0,224.25274725274724,165.0,224.5090909090909,163.0,226.11656441717793,85.0,191.69411764705882,0,ar
167686896,93.0,189.8709677419355,88.0,186.85227272727272,48.0,173.72916666666666,33.0,145.6969696969697,33.0,145.6969696969697,26.0,117.11538461538461,0,both
167687328,772.0,166.36917098445596,505.0,177.72277227722773,203.0,176.6551724137931,,,,,,,0,ar
167687408,61.0,181.7704918032787,31.0,168.80645161290323,12.0,132.41666666666666,5.0,18.4,2.0,11.0,,,0,ar
167687776,15.0,103.93333333333334,4.0,102.75,4.0,102.75,1.0,148.0,1.0,148.0,,,0,ar
167687792,28.0,65.46428571428571,,,,,,,,,,,0,ar
167688304,11.0,36.72727272727273,2.0,84.5,2.0,84.5,2.0,84.5,2.0,84.5,2.0,84.5,1,ar
167688320,112.0,176.00892857142858,81.0,157.1604938271605,75.0,147.98666666666668,61.0,135.5737704918033,46.0,135.52173913043478,6.0,230.33333333333334,0,ar
167688928,2.0,193.5,2.0,193.5,2.0,193.5,2.0,193.5,2.0,193.5,,,0,ip
167689024,18.0,167.83333333333334,18.0,167.83333333333334,11.0,179.27272727272728,,,,,,,0,ar
167689760,328.0,162.72865853658536,304.0,161.77631578947367,210.0,122.46190476190476,193.0,114.25906735751295,12.0,116.58333333333333,,,1,ar
167690112,,,,,,,,,,,,,1,ar
167690208,550.0,168.28363636363636,494.0,167.42105263157896,391.0,156.91048593350385,169.0,209.15976331360946,75.0,213.48,42.0,234.6904761904762,0,ar
167690896,265.0,184.04150943396226,69.0,106.20289855072464,12.0,108.83333333333333,1.0,174.0,1.0,174.0,1.0,174.0,0,both
167691040,23.0,118.91304347826087,,,,,,,,,,,1,ar
167691424,980.0,157.4673469387755,736.0,155.0733695652174,360.0,164.74722222222223,75.0,162.46666666666667,46.0,176.93478260869566,,,0,ip
167691440,1833.0,223.25259138025095,520.0,236.23653846153846,240.0,179.02916666666667,202.0,174.96534653465346,68.0,137.33823529411765,56.0,119.46428571428571,0,both
167691872,477.0,168.48008385744234,270.0,160.62222222222223,226.0,156.96902654867256,114.0,187.359649122807,63.0,163.46031746031747,47.0,151.93617021276594,0,both
167691888,58.0,30.603448275862068,1.0,4.0,,,,,,,,,1,ar
167691904,139.0,123.70503597122303,83.0,109.3855421686747,67.0,124.14925373134328,15.0,106.93333333333334,3.0,44.333333333333336,,,0,ar
167691968,377.0,86.19471736870027,78.0,107.09964805128206,51.0,108.60338329411765,13.0,242.76923076923077,,,,,0,both
167692160,1028.0,183.21984435797665,453.0,211.65562913907286,375.0,211.808,61.0,205.62295081967213,42.0,205.52380952380952,8.0,225.625,0,both
167692208,89.0,117.6067415730337,74.0,133.02702702702703,31.0,130.8709677419355,14.0,151.0,,,,,1,ar
167692528,161.0,154.32298136645963,108.0,168.2685185185185,101.0,167.87128712871288,79.0,173.45569620253164,40.0,215.875,7.0,245.71428571428572,0,ar
167692608,557.0,176.0394973070018,429.0,177.56410256410257,274.0,163.64963503649636,58.0,183.25862068965517,24.0,157.75,24.0,157.75,0,ar
167693344,514.0,223.74124513618676,321.0,226.53271028037383,185.0,192.47027027027028,48.0,190.35416666666666,5.0,101.2,4.0,94.75,0,ar
167693472,187.0,169.6524064171123,149.0,175.4765100671141,67.0,224.02985074626866,23.0,263.0869565217391,13.0,141.46153846153845,1.0,174.0,0,both
167693776,195.0,46.5025641025641,123.0,33.1219512195122,108.0,30.046296296296298,99.0,28.98989898989899,,,,,1,ip
167694592,698.0,161.53295128939828,618.0,165.6925566343042,474.0,163.4620253164557,284.0,160.1232394366197,247.0,163.38056680161944,184.0,166.2554347826087,0,both
167695056,109.0,134.93577981651376,49.0,132.83673469387756,4.0,141.5,,,,,,,0,ar
167695840,648.0,205.16512345679013,128.0,132.5234375,106.0,127.87735849056604,69.0,132.56521739130434,15.0,176.0,11.0,205.0,0,ar
167695920,151.0,156.91390728476821,110.0,170.12727272727273,89.0,163.17977528089887,44.0,197.02272727272728,14.0,205.21428571428572,,,0,both
167696064,181.0,192.23204419889504,156.0,185.08333333333334,109.0,220.6697247706422,14.0,240.42857142857142,,,,,0,ar
167696144,2655.0,212.6527306967985,2108.0,213.0426944971537,1051.0,229.91912464319697,228.0,169.81140350877192,55.0,126.49090909090908,25.0,165.6,0,ar
167696352,120.0,152.26666666666668,52.0,150.0,38.0,156.92105263157896,11.0,206.63636363636363,,,,,0,ar
167696976,146.0,189.8972602739726,57.0,183.3684210526316,18.0,162.61111111111111,11.0,203.54545454545453,,,,,0,both
167698048,795.0,190.35220125786162,418.0,207.94258373205741,299.0,185.23411371237458,182.0,160.85714285714286,178.0,162.56179775280899,17.0,141.23529411764707,0,both
167698672,249.0,179.570281124498,73.0,119.73972602739725,73.0,119.73972602739725,15.0,120.33333333333333,8.0,151.625,8.0,151.625,0,both
167699120,39.0,195.3846153846154,36.0,199.13888888888889,13.0,153.46153846153845,10.0,139.0,,,,,0,ar
167699568,249.0,194.59437751004015,144.0,167.95138888888889,115.0,179.69565217391303,6.0,55.833333333333336,,,,,0,ar
167700144,520.0,198.52307692307693,303.0,206.81848184818483,303.0,206.81848184818483,205.0,215.45365853658538,93.0,241.6451612903226,,,0,ar
167700304,893.0,155.89137737961926,619.0,164.95476575121162,402.0,158.09452736318408,118.0,157.95762711864407,43.0,158.8139534883721,43.0,158.8139534883721,0,ar
167700640,29.0,250.0344827586207,,,,,,,,,,,1,ar
167700960,356.0,194.43539325842696,64.0,198.421875,39.0,201.82051282051282,5.0,85.8,,,,,0,ar
167701152,73.0,71.08088698630137,68.0,56.76330514705882,64.0,53.484375,17.0,67.23529411764706,17.0,67.23529411764706,4.0,183.25,0,both
167701312,22.0,162.04545454545453,22.0,162.04545454545453,22.0,162.04545454545453,,,,,,,1,ar
167701424,1391.0,183.06398274622575,1187.0,183.45408593091827,723.0,198.21991701244812,159.0,216.33333333333334,24.0,189.08333333333334,,,0,ar
167702048,201.0,131.15422885572139,150.0,124.94,55.0,143.54545454545453,9.0,189.44444444444446,9.0,189.44444444444446,,,0,ar
167702480,186.0,194.58602150537635,129.0,200.3953488372093,60.0,173.55,11.0,45.63636363636363,11.0,45.63636363636363,,,0,both
167702832,630.0,129.06507936507936,407.0,132.3022113022113,299.0,117.32441471571906,103.0,113.07766990291262,16.0,210.3125,,,0,both
167703360,360.0,202.68333333333334,207.0,227.2173913043478,165.0,254.56363636363636,119.0,279.4453781512605,103.0,263.0873786407767,84.0,300.6547619047619,0,both
167703440,79.0,15.050632911392405,78.0,14.628205128205128,,,,,,,,,1,both
167703600,2.0,100.5,,,,,,,,,,,1,both
167703856,166.0,80.8132530120482,74.0,95.71621621621621,30.0,131.36666666666667,19.0,118.73684210526316,4.0,44.0,1.0,123.0,0,ar
167704176,111.0,111.8018018018018,100.0,109.28,71.0,73.28169014084507,60.0,62.833333333333336,38.0,70.36842105263158,4.0,12.0,0,ar
167704352,393.0,173.86513994910942,334.0,168.7574850299401,231.0,152.98701298701297,54.0,208.90740740740742,33.0,256.54545454545456,4.0,264.0,0,ar
167704864,55.0,111.18181818181819,21.0,151.57142857142858,11.0,108.72727272727273,11.0,108.72727272727273,11.0,108.72727272727273,,,1,both
167705392,91.0,112.95604395604396,76.0,113.36842105263158,24.0,81.375,,,,,,,0,ar
167706128,60.0,206.28333333333333,29.0,207.75862068965517,11.0,236.0,,,,,,,1,both
167706384,479.0,149.88726513569938,270.0,129.15925925925927,239.0,137.35564853556485,124.0,140.7741935483871,39.0,119.43589743589743,28.0,109.82142857142857,0,ar
167706608,638.0,223.3228840125392,373.0,228.63270777479892,229.0,221.04366812227073,134.0,206.6417910447761,77.0,196.0,9.0,188.11111111111111,0,ar
167706656,461.0,158.31670281995662,237.0,143.27426160337552,149.0,143.7986577181208,51.0,71.6470588235294,26.0,59.65384615384615,8.0,99.5,0,both
167707040,2.0,153.0,2.0,153.0,2.0,153.0,1.0,279.0,1.0,279.0,,,1,ar
167707296,502.0,149.0378486055777,205.0,145.88780487804877,40.0,93.975,,,,,,,0,both
167707328,388.0,189.10824742268042,41.0,163.0,25.0,189.6,4.0,158.75,4.0,158.75,4.0,158.75,0,ar
167707424,1389.0,181.22390208783298,622.0,190.66077170418006,399.0,174.1704260651629,147.0,187.2721088435374,80.0,230.6625,68.0,245.0735294117647,0,ar
167707552,340.0,172.70294117647057,171.0,178.02923976608187,121.0,170.0495867768595,76.0,163.3684210526316,42.0,155.5,38.0,149.60526315789474,0,ar
167707776,417.0,132.29496402877697,190.0,171.05789473684212,103.0,192.67961165048544,59.0,149.4915254237288,50.0,158.4,,,0,ar
167708176,506.0,179.87944664031622,317.0,190.46056782334384,179.0,202.40782122905028,115.0,204.66086956521738,77.0,210.0,39.0,231.71794871794873,0,both
167708304,804.0,198.23383084577114,477.0,197.43815513626834,292.0,195.84931506849315,155.0,211.8,71.0,204.80281690140845,6.0,167.66666666666666,0,both
167708544,82.0,193.32926829268294,56.0,196.67857142857142,12.0,192.33333333333334,2.0,159.5,,,,,0,ar
167708832,414.0,172.46376811594203,267.0,176.18352059925093,122.0,181.37704918032787,45.0,202.0888888888889,34.0,199.7941176470588,18.0,180.77777777777777,0,ar
167708880,147.0,114.9795918367347,46.0,65.19565217391305,46.0,65.19565217391305,,,,,,,1,ar
167709168,26.0,227.76923076923077,26.0,227.76923076923077,7.0,107.85714285714286,4.0,71.75,1.0,1.0,1.0,1.0,0,ar
167709440,26.0,141.71130807692307,,,,,,,,,,,1,both
167709856,444.0,142.82784574144145,303.0,156.0513647168317,132.0,157.53030303030303,86.0,132.77906976744185,,,,,0,both
167710464,406.0,195.47783251231527,282.0,190.19148936170214,154.0,196.57142857142858,78.0,214.60256410256412,15.0,211.4,6.0,208.5,0,ar
167710496,731.0,284.37482900136797,536.0,288.76679104477614,470.0,254.30212765957447,194.0,237.71134020618555,128.0,249.109375,14.0,141.14285714285714,0,ar
167710832,127.0,157.75828251968503,19.0,170.3684210526316,17.0,165.41176470588235,,,,,,,0,both
167711072,739.0,150.08389715832206,522.0,180.34291187739464,374.0,172.98395721925132,247.0,186.79757085020242,68.0,140.48529411764707,20.0,182.75,0,both
167711712,24.0,97.08333333333333,2.0,195.5,1.0,196.0,,,,,,,0,ar
167711920,21.0,202.85714285714286,,,,,,,,,,,1,ar
167711952,53.0,241.66037735849056,10.0,161.7,4.0,66.5,,,,,,,1,ar
167712032,5.0,182.6,,,,,,,,,,,0,ar
167712064,552.0,139.92753623188406,442.0,155.24886877828055,340.0,163.46470588235294,145.0,153.5448275862069,64.0,164.015625,19.0,143.8421052631579,0,both
167712176,18.0,184.94444444444446,18.0,184.94444444444446,17.0,186.2941176470588,11.0,167.27272727272728,11.0,167.27272727272728,9.0,168.88888888888889,0,ar
167712448,6.0,249.0,6.0,249.0,,,,,,,,,1,ar
167712960,281.0,246.22419928825622,185.0,234.23243243243243,176.0,232.8181818181818,118.0,230.01694915254237,81.0,232.14814814814815,11.0,145.63636363636363,0,both
167712976,569.0,91.89279437609842,459.0,76.28322440087146,277.0,45.73646209386282,20.0,183.5,4.0,186.0,4.0,186.0,0,both
167712992,866.0,187.06581986143186,105.0,167.97142857142856,84.0,162.52380952380952,59.0,144.27118644067798,29.0,114.17241379310344,21.0,61.76190476190476,0,both
167713808,85.0,205.43529411764706,47.0,191.72340425531914,37.0,227.27027027027026,8.0,89.0,1.0,270.0,1.0,270.0,0,ar
167714160,82.0,172.0121951219512,52.0,152.48076923076923,48.0,155.52083333333334,29.0,163.31034482758622,22.0,150.5,18.0,168.94444444444446,0,ar
167714672,232.0,123.42241379310344,177.0,125.44632768361582,75.0,121.38666666666667,32.0,76.53125,,,,,1,ar
167714752,247.0,105.03238866396761,93.0,160.58064516129033,74.0,159.78378378378378,68.0,168.2941176470588,68.0,168.2941176470588,,,0,both
167714992,9.0,300.77777777777777,2.0,261.0,2.0,261.0,2.0,261.0,,,,,1,both
167715648,717.0,232.8647140864714,329.0,247.04863221884497,235.0,252.06382978723406,95.0,259.22105263157897,52.0,262.36538461538464,52.0,262.36538461538464,0,ar
167715872,56.0,236.51785714285714,36.0,246.16666666666666,23.0,248.2173913043478,9.0,199.66666666666666,1.0,231.0,1.0,231.0,0,both
167716688,111.0,94.92792792792793,69.0,76.72463768115942,32.0,92.3125,,,,,,,0,both
167717264,617.0,127.98618604538088,441.0,128.54756641723355,259.0,115.43427332046332,49.0,153.0612244897959,22.0,144.1818181818182,19.0,142.6315789473684,0,both
167717776,52.0,131.57692307692307,39.0,150.6153846153846,36.0,151.33333333333334,6.0,82.16666666666667,6.0,82.16666666666667,6.0,82.16666666666667,1,both
167718064,345.0,112.37101449275362,100.0,159.35,96.0,159.91666666666666,53.0,189.83018867924528,5.0,206.8,,,0,ar
167718240,498.0,161.7449799196787,185.0,158.4972972972973,77.0,184.53246753246754,68.0,189.0,65.0,190.5076923076923,,,0,both
167718464,238.0,133.1479556117647,154.0,124.85852880259742,119.0,93.28750786218488,98.0,78.84911668979592,98.0,78.84911668979592,18.0,134.94444444444446,0,both
167718624,2769.0,177.00144456482485,1975.0,178.7579746835443,1222.0,169.8960720130933,661.0,180.96671709531014,251.0,132.11155378486055,195.0,122.94358974358974,0,both
167719248,378.0,178.36772486772486,150.0,135.82,117.0,102.7948717948718,58.0,115.72413793103448,21.0,125.33333333333333,13.0,103.3076923076923,0,both
167719600,1145.0,237.1414847161572,838.0,238.65393794749403,71.0,179.5211267605634,9.0,122.55555555555556,2.0,261.0,,,0,both
167719616,1156.0,206.09429065743944,595.0,218.58487394957984,552.0,220.08152173913044,346.0,237.42485549132948,213.0,238.3755868544601,,,0,ar
167719632,664.0,185.21987951807228,559.0,185.40787119856887,434.0,179.47465437788017,85.0,240.71764705882353,4.0,185.25,4.0,185.25,0,both
167719808,386.0,206.05818123316067,305.0,206.69330477377048,241.0,217.29235666390042,154.0,244.83414257142857,65.0,278.0842956769231,13.0,343.15384615384613,0,both
167719824,213.0,123.65727699530517,54.0,108.79629629629629,26.0,119.11538461538461,26.0,119.11538461538461,21.0,118.28571428571429,1.0,96.0,0,ar
167719872,1233.0,266.3065693430657,778.0,228.8740359897172,410.0,221.13658536585365,155.0,246.54193548387096,88.0,228.95454545454547,12.0,106.5,0,both
167719984,134.0,112.06716417910448,32.0,127.09375,27.0,132.4814814814815,27.0,132.4814814814815,24.0,134.08333333333334,18.0,121.22222222222223,1,both
167720192,246.0,232.53658536585365,54.0,200.57407407407408,13.0,76.07692307692308,13.0,76.07692307692308,,,,,1,both
167720272,237.0,67.28270042194093,56.0,65.48214285714286,,,,,,,,,0,ar
167720992,144.0,174.47222222222223,88.0,175.73863636363637,68.0,170.5441176470588,5.0,208.6,,,,,0,ar
167721168,356.0,244.76123595505618,264.0,250.18939393939394,165.0,253.93939393939394,102.0,255.38235294117646,29.0,258.7931034482759,10.0,279.1,0,both
167721760,422.0,171.62322274881515,321.0,167.22429906542055,194.0,166.34536082474227,62.0,194.5483870967742,37.0,166.9189189189189,7.0,162.28571428571428,0,ar
167721792,32.0,99.5625,23.0,81.69565217391305,22.0,77.31818181818181,,,,,,,1,ar
167721840,46.0,52.71739130434783,,,,,,,,,,,0,ar
167721872,63.0,124.39682539682539,37.0,110.5945945945946,23.0,46.17391304347826,,,,,,,1,ar
167721888,1243.0,210.91150442477877,737.0,205.16689280868385,567.0,202.52380952380952,465.0,228.3956989247312,176.0,235.17613636363637,,,0,ar
167722032,19.0,91.10526315789474,,,,,,,,,,,1,both
167722384,67.0,113.25373134328358,40.0,129.325,21.0,75.57142857142857,,,,,,,1,ar
167722464,854.0,210.03512880562062,590.0,201.79322033898305,432.0,206.8587962962963,210.0,170.04761904761904,120.0,124.11666666666666,43.0,98.6046511627907,0,both
167722736,608.0,187.20559210526315,313.0,197.43450479233226,158.0,162.40506329113924,57.0,170.19298245614036,33.0,187.21212121212122,7.0,278.0,0,both
167722928,417.0,178.52997601918466,344.0,174.0639534883721,259.0,165.13899613899613,54.0,151.27777777777777,43.0,138.3953488372093,,,0,ar
167723040,83.0,184.32530120481928,75.0,180.28,64.0,197.125,26.0,198.96153846153845,26.0,198.96153846153845,,,0,both
167723056,1112.0,153.50359712230215,827.0,156.19226118500603,488.0,160.67008196721312,274.0,166.7992700729927,211.0,182.17061611374407,33.0,234.4848484848485,0,both
167723168,13.0,200.3846153846154,7.0,187.57142857142858,1.0,239.0,,,,,,,1,ar
167723280,268.0,154.84701492537314,202.0,168.2970297029703,15.0,179.06666666666666,4.0,426.5,,,,,0,ar
167723344,1036.0,290.2084942084942,758.0,306.1055408970976,440.0,355.95681818181816,221.0,398.841628959276,56.0,428.35714285714283,18.0,354.77777777777777,0,both
167723536,291.0,169.5807560137457,237.0,167.0253164556962,230.0,167.80869565217392,72.0,187.79166666666666,55.0,185.0909090909091,35.0,158.17142857142858,0,both
167723792,270.0,240.9925925925926,192.0,249.03125,144.0,249.01388888888889,80.0,250.8625,66.0,249.28787878787878,21.0,261.4761904761905,0,both
167724768,230.0,113.74782608695652,128.0,126.859375,103.0,131.32038834951456,54.0,143.5,18.0,58.27777777777778,14.0,53.714285714285715,0,ar
167724864,182.0,112.68131868131869,154.0,107.24025974025975,136.0,94.25735294117646,84.0,73.54761904761905,73.0,80.20547945205479,5.0,106.6,0,both
167725104,1.0,214.0,,,,,,,,,,,0,ar
167725344,995.0,222.53869346733669,644.0,194.45962732919256,349.0,212.17765042979943,151.0,215.39735099337747,54.0,223.96296296296296,3.0,166.0,0,both
167726000,65.0,104.29230769230769,46.0,87.30434782608695,39.0,86.38461538461539,8.0,141.75,,,,,1,both
167726416,376.0,211.25797872340425,334.0,215.00898203592814,170.0,236.39411764705883,40.0,227.7,40.0,227.7,,,1,ar
167726464,243.0,198.38683127572017,167.0,202.5988023952096,144.0,207.70833333333334,123.0,212.6178861788618,28.0,168.85714285714286,1.0,175.0,0,ar
167727280,738.0,665.8265582655827,522.0,683.6034482758621,291.0,747.4982817869416,98.0,1204.3775510204082,45.0,1193.7777777777778,23.0,1036.3478260869565,0,ar
167727744,3067.0,161.48483860449952,2342.0,152.27369769427838,1731.0,132.92836510687465,297.0,243.4814814814815,276.0,248.7463768115942,102.0,240.57843137254903,0,both
167727952,3017.0,227.5681140205502,2039.0,233.7591956841589,1249.0,238.73899119295436,384.0,232.6328125,135.0,227.71851851851852,10.0,183.5,0,ar
167728512,3338.0,185.20701018573996,2315.0,182.4924406047516,1422.0,193.5295358649789,248.0,213.6451612903226,47.0,158.51063829787233,34.0,176.6764705882353,0,both
167728592,1153.0,204.20294882914138,785.0,189.38471337579617,553.0,168.53164556962025,390.0,143.95384615384614,231.0,166.017316017316,,,0,both
167728752,807.0,131.3903345724907,448.0,111.87946428571429,365.0,111.23013698630137,81.0,185.8395061728395,12.0,150.58333333333334,12.0,150.58333333333334,0,both
167729600,3003.0,236.23643023643024,2593.0,236.04627844195912,2282.0,234.76730937773883,1175.0,230.7004255319149,327.0,255.0611620795107,128.0,248.546875,0,ar
167729616,323.0,180.74303405572755,160.0,137.2625,114.0,114.7280701754386,21.0,122.61904761904762,21.0,122.61904761904762,20.0,127.85,0,ar
167729936,19.0,97.21052631578948,15.0,106.2,9.0,60.55555555555556,9.0,60.55555555555556,8.0,34.625,8.0,34.625,1,ar
167729968,488.0,231.76434426229508,328.0,229.8262195121951,89.0,219.26966292134833,14.0,145.35714285714286,13.0,138.92307692307693,,,0,ar
167730720,107.0,195.00934579439252,90.0,188.37777777777777,43.0,170.72093023255815,20.0,194.8,10.0,277.2,1.0,227.0,0,both
167730816,742.0,239.61725067385444,613.0,243.05709624796086,210.0,241.2095238095238,110.0,230.0909090909091,58.0,242.22413793103448,,,0,ar
167730880,1950.0,219.06102564102565,1398.0,218.94921316165951,1164.0,219.72594501718214,678.0,235.06784660766962,345.0,235.00289855072464,19.0,176.26315789473685,0,both
167730960,12.0,170.33333333333334,12.0,170.33333333333334,2.0,131.5,,,,,,,0,ar
167731232,440.0,111.34772727272727,287.0,77.47386759581882,266.0,74.0187969924812,250.0,68.416,23.0,203.82608695652175,16.0,210.625,0,ar
167731296,305.0,124.12459016393443,233.0,107.55793991416309,117.0,114.3076923076923,37.0,151.21621621621622,5.0,217.8,5.0,217.8,0,ar
167731488,748.0,151.03342245989305,496.0,142.87701612903226,334.0,132.311377245509,60.0,174.66666666666666,17.0,136.41176470588235,5.0,63.6,0,both
167731744,51.0,121.7843137254902,16.0,113.75,,,,,,,,,1,both
167731776,227.0,184.75330396475772,133.0,174.593984962406,96.0,152.85416666666666,10.0,203.1,6.0,202.5,,,0,both
167732256,499.0,199.2364729458918,227.0,175.58590308370043,184.0,166.5326086956522,134.0,172.26865671641792,130.0,172.8923076923077,77.0,200.23376623376623,0,ar
167732656,61.0,1272.6065573770493,59.0,1270.4406779661017,44.0,1244.1136363636363,36.0,1024.2777777777778,22.0,900.6363636363636,5.0,1163.8,0,both
167732768,195.0,248.76923076923077,68.0,241.16176470588235,,,,,,,,,0,both
167733680,1230.0,218.94146341463414,791.0,233.92541087231353,582.0,214.39518900343643,148.0,227.03378378378378,18.0,122.83333333333333,8.0,116.125,0,both
167733776,497.0,162.80691156740443,224.0,153.76354932589285,2.0,214.5,,,,,,,0,both
167734512,14.0,143.92857142857142,7.0,131.42857142857142,7.0,131.42857142857142,5.0,182.4,2.0,140.0,,,0,both
167734576,534.0,221.8052434456929,173.0,290.7456647398844,,,,,,,,,0,ar
167734800,395.0,153.55949367088607,182.0,174.78021978021977,48.0,105.02083333333333,41.0,109.63414634146342,20.0,46.0,20.0,46.0,0,both
167734992,829.0,163.28137825090468,614.0,161.371335504886,384.0,129.5546875,151.0,162.64238410596028,41.0,166.9268292682927,10.0,145.3,0,both
167735456,585.0,102.11794871794872,523.0,102.11089866156787,374.0,111.06417112299465,93.0,143.3548387096774,26.0,138.0,16.0,132.9375,0,ar
167736176,915.0,154.49945355191258,370.0,117.21351351351352,143.0,130.08391608391608,6.0,234.83333333333334,,,,,1,ar
167736224,218.0,201.70642201834863,53.0,199.22641509433961,22.0,221.95454545454547,,,,,,,0,both
167736736,158.0,125.4367088607595,2.0,1212.5,2.0,1212.5,1.0,26.0,,,,,1,ar
167737248,714.0,189.7549019607843,526.0,183.3384030418251,326.0,195.30674846625766,134.0,208.96268656716418,60.0,218.43333333333334,19.0,218.94736842105263,0,ar
167737328,411.0,159.50851581508516,260.0,135.5346153846154,144.0,142.35416666666666,,,,,,,0,ar
167737472,155.0,178.5225806451613,113.0,173.63716814159292,98.0,167.10204081632654,45.0,225.9111111111111,31.0,217.74193548387098,5.0,248.0,0,both
167738592,739.0,137.1637347767253,500.0,150.414,376.0,156.56648936170214,114.0,163.41228070175438,67.0,152.46268656716418,26.0,122.34615384615384,0,both
167738736,413.0,172.409200968523,352.0,171.88352272727272,212.0,154.23584905660377,212.0,154.23584905660377,6.0,121.83333333333333,,,0,both
167739104,1047.0,212.51480420248328,422.0,205.39810426540285,148.0,195.45945945945945,30.0,135.6,8.0,142.125,3.0,179.66666666666666,0,ar
167739248,519.0,182.15799614643547,342.0,198.64619883040936,250.0,191.416,195.0,189.65128205128204,87.0,217.632183908046,36.0,197.52777777777777,0,both
167739792,55.0,234.05454545454546,23.0,260.5652173913044,2.0,74.0,2.0,74.0,,,,,1,ar
167740288,455.0,239.34945054945055,301.0,247.17607973421926,181.0,244.40883977900552,88.0,240.97727272727272,42.0,244.28571428571428,14.0,239.07142857142858,0,ar
167740384,213.0,108.2300469483568,77.0,136.0,19.0,161.1578947368421,3.0,179.33333333333334,1.0,164.0,1.0,164.0,0,ar
167740752,424.0,95.4504716981132,201.0,100.53731343283582,70.0,106.64285714285714,2.0,134.0,,,,,0,ar
167740928,38.0,150.23684210526315,16.0,252.6875,16.0,252.6875,16.0,252.6875,,,,,0,ar
167741152,4.0,152.75,,,,,,,,,,,0,ar
167741648,253.0,213.90951695098815,231.0,220.90522852207792,179.0,215.03970831620111,143.0,209.0357188013986,21.0,228.3860851714286,,,0,both
167741824,34.0,77.17647058823529,1.0,1.0,1.0,1.0,,,,,,,0,ar
167742048,67.0,137.28358208955223,35.0,198.0857142857143,19.0,213.89473684210526,9.0,205.33333333333334,,,,,0,ar
167742192,358.0,200.41061452513966,233.0,203.51931330472104,213.0,201.92488262910797,140.0,219.55,43.0,194.2093023255814,11.0,164.9090909090909,0,ar
167742240,956.0,42.97384937238494,451.0,43.98447893569845,219.0,50.68493150684932,78.0,30.26923076923077,19.0,61.63157894736842,,,0,ar
167742512,313.0,107.56010365495209,104.0,104.83954273076922,14.0,222.5,10.0,192.7,2.0,201.0,2.0,201.0,0,both
167742912,1280.0,183.54140625,1042.0,184.85988483685222,492.0,181.83333333333334,274.0,186.43795620437956,132.0,160.63636363636363,37.0,223.2972972972973,0,ar
167743072,410.0,198.44390243902438,196.0,236.1377551020408,86.0,240.54651162790697,62.0,247.24193548387098,30.0,257.23333333333335,30.0,257.23333333333335,0,ar
167743088,56.0,80.42857142857143,39.0,70.64102564102564,39.0,70.64102564102564,4.0,68.0,,,,,0,ar
167743328,994.0,142.29400886317907,675.0,152.2,319.0,149.3166144200627,243.0,138.02057613168725,75.0,152.34666666666666,15.0,142.0,0,both
167744000,621.0,175.62479871175523,525.0,174.9352380952381,472.0,174.52542372881356,272.0,207.63235294117646,48.0,210.85416666666666,18.0,237.61111111111111,0,both
