uid,freq_download_last_30_days,freq_download_last_21_days,freq_download_last_14_days,freq_download_last_7_days,freq_download_last_3_days,freq_download_last_1_days
167686768.0,8,6.0,6.0,6.0,6.0,6.0
167686896.0,7,7.0,7.0,,,
167687328.0,332,292.0,,,,
167687408.0,16,16.0,15.0,15.0,14.0,14.0
167687776.0,25,1.0,1.0,,,
167687792.0,1,,,,,
167688304.0,1,,,,,
167688928.0,3,,,,,
167689024.0,82,82.0,82.0,52.0,52.0,52.0
167689760.0,2,2.0,,,,
167690208.0,46,21.0,19.0,4.0,4.0,3.0
167690896.0,2,1.0,,,,
167691040.0,1,,,,,
167691424.0,22,9.0,7.0,3.0,2.0,2.0
167691440.0,37,33.0,,,,
167691872.0,64,10.0,10.0,10.0,10.0,2.0
167691904.0,115,100.0,98.0,2.0,2.0,2.0
167691968.0,17,14.0,,,,
167692160.0,32,,,,,
167692208.0,1,1.0,,,,
167692528.0,5,3.0,3.0,,,
167692608.0,15,4.0,4.0,1.0,1.0,1.0
167693344.0,81,57.0,10.0,1.0,1.0,1.0
167693472.0,92,92.0,48.0,7.0,7.0,7.0
167694592.0,14,5.0,5.0,5.0,4.0,4.0
167695056.0,1,,,,,
167695840.0,51,6.0,2.0,2.0,2.0,1.0
167696144.0,68,49.0,25.0,15.0,15.0,15.0
167696352.0,2,,,,,
167696976.0,2,2.0,,,,
167698048.0,32,2.0,1.0,1.0,1.0,
167698672.0,65,45.0,45.0,14.0,14.0,14.0
167699120.0,1,,,,,
167699568.0,3,3.0,2.0,2.0,2.0,2.0
167700144.0,42,24.0,24.0,2.0,2.0,2.0
167700304.0,20,7.0,2.0,1.0,1.0,1.0
167700960.0,12,1.0,1.0,1.0,1.0,1.0
167701152.0,6,6.0,6.0,,,
167701424.0,70,46.0,16.0,11.0,8.0,7.0
167702480.0,11,5.0,5.0,5.0,5.0,5.0
167702832.0,32,21.0,4.0,1.0,,
167703360.0,398,398.0,398.0,398.0,398.0,398.0
167703440.0,1,1.0,,,,
167703856.0,2,2.0,2.0,2.0,2.0,2.0
167704176.0,6,6.0,6.0,6.0,5.0,4.0
167704352.0,65,40.0,40.0,1.0,1.0,1.0
167704864.0,1,1.0,1.0,1.0,1.0,
167706384.0,65,40.0,38.0,32.0,30.0,26.0
167706608.0,101,72.0,62.0,62.0,62.0,22.0
167706656.0,17,4.0,3.0,3.0,3.0,
167707296.0,21,15.0,7.0,6.0,6.0,6.0
167707328.0,27,22.0,,,,
167707424.0,110,70.0,70.0,69.0,66.0,66.0
167707552.0,2,1.0,,,,
167707776.0,37,22.0,17.0,,,
167708176.0,19,6.0,4.0,4.0,4.0,3.0
167708304.0,31,2.0,2.0,,,
167708544.0,7,5.0,5.0,5.0,5.0,4.0
167708832.0,107,106.0,105.0,101.0,100.0,31.0
167709168.0,3,3.0,2.0,2.0,1.0,1.0
167709856.0,25,24.0,,,,
167710464.0,66,7.0,3.0,3.0,,
167710496.0,39,18.0,18.0,8.0,8.0,8.0
167710832.0,43,39.0,39.0,39.0,39.0,39.0
167711072.0,79,58.0,23.0,8.0,6.0,4.0
167711712.0,3,1.0,1.0,1.0,1.0,1.0
167712064.0,15,10.0,10.0,10.0,6.0,5.0
167712976.0,2,1.0,1.0,1.0,,
167712992.0,12,2.0,2.0,2.0,,
167713808.0,16,16.0,16.0,16.0,16.0,16.0
167714160.0,26,26.0,26.0,4.0,2.0,1.0
167714672.0,6,2.0,1.0,,,
167714752.0,22,12.0,12.0,12.0,12.0,
167714992.0,3,1.0,1.0,1.0,1.0,1.0
167715648.0,78,32.0,17.0,17.0,17.0,17.0
167715872.0,2,1.0,1.0,1.0,1.0,1.0
167716688.0,12,12.0,12.0,12.0,12.0,12.0
167717264.0,10,5.0,4.0,,,
167717776.0,12,12.0,10.0,10.0,10.0,10.0
167718064.0,79,38.0,38.0,,,
167718240.0,11,3.0,,,,
167718464.0,54,7.0,7.0,6.0,6.0,
167718624.0,55,32.0,32.0,30.0,30.0,30.0
167719600.0,41,11.0,2.0,2.0,2.0,2.0
167719616.0,2,,,,,
167719632.0,98,93.0,89.0,8.0,6.0,6.0
167719808.0,8,8.0,2.0,2.0,2.0,2.0
167719824.0,5,1.0,1.0,1.0,1.0,
167719872.0,240,31.0,10.0,1.0,1.0,1.0
167719984.0,87,82.0,82.0,82.0,82.0,65.0
167720272.0,35,13.0,8.0,8.0,8.0,8.0
167720992.0,7,1.0,1.0,,,
167721168.0,7,3.0,,,,
167721760.0,16,15.0,15.0,15.0,15.0,15.0
167721840.0,3,,,,,
167721872.0,4,2.0,2.0,,,
167721888.0,11,2.0,2.0,2.0,1.0,1.0
167722032.0,22,,,,,
167722384.0,1,1.0,1.0,,,
167722736.0,26,2.0,2.0,2.0,1.0,1.0
167722928.0,5,2.0,1.0,,,
167723040.0,22,21.0,7.0,5.0,5.0,5.0
167723056.0,26,10.0,9.0,7.0,3.0,3.0
167723344.0,87,87.0,53.0,,,
167723536.0,627,560.0,560.0,466.0,466.0,466.0
167724768.0,1,1.0,,,,
167724864.0,3,3.0,3.0,3.0,3.0,2.0
167725104.0,1,,,,,
167725344.0,732,58.0,58.0,34.0,31.0,30.0
167726000.0,29,27.0,27.0,4.0,,
167726416.0,4,4.0,,,,
167726464.0,19,8.0,7.0,6.0,6.0,2.0
167727280.0,25,16.0,7.0,3.0,3.0,3.0
167727744.0,322,154.0,154.0,12.0,12.0,12.0
167727952.0,22,3.0,3.0,1.0,1.0,1.0
167728512.0,37,34.0,27.0,17.0,16.0,16.0
167728592.0,160,91.0,91.0,89.0,28.0,8.0
167728752.0,30,16.0,16.0,1.0,1.0,1.0
167729616.0,15,13.0,13.0,8.0,8.0,8.0
167729936.0,2,1.0,1.0,1.0,1.0,1.0
167729968.0,1,1.0,1.0,1.0,,
167730816.0,300,297.0,294.0,294.0,292.0,292.0
167730880.0,183,98.0,97.0,70.0,68.0,61.0
167730960.0,3,3.0,,,,
167731232.0,6,3.0,1.0,,,
167731296.0,16,12.0,7.0,2.0,1.0,1.0
167731488.0,111,73.0,55.0,11.0,11.0,11.0
167731744.0,4,3.0,,,,
167731776.0,6,3.0,2.0,,,
167732256.0,16,16.0,16.0,7.0,7.0,
167732656.0,187,186.0,186.0,186.0,111.0,111.0
167732768.0,3,3.0,3.0,3.0,3.0,3.0
167733680.0,76,3.0,2.0,,,
167733776.0,19,7.0,,,,
167734512.0,9,9.0,9.0,9.0,9.0,9.0
167734576.0,1,,,,,
167734800.0,14,5.0,2.0,1.0,1.0,1.0
167734992.0,115,86.0,65.0,18.0,13.0,13.0
167735456.0,20,17.0,17.0,,,
167736176.0,23,2.0,,,,
167736224.0,1,,,,,
167736736.0,2,,,,,
167737248.0,49,30.0,17.0,17.0,14.0,14.0
167737472.0,3,,,,,
167738592.0,11,9.0,6.0,,,
167738736.0,10,8.0,6.0,6.0,6.0,6.0
167739104.0,79,57.0,53.0,6.0,3.0,3.0
167739248.0,79,25.0,20.0,20.0,16.0,16.0
167739792.0,2,2.0,,,,
167740288.0,3,,,,,
167740384.0,68,7.0,1.0,1.0,1.0,1.0
167740752.0,40,10.0,2.0,,,
167740928.0,4,,,,,
167741152.0,16,16.0,16.0,16.0,16.0,16.0
167741648.0,11,5.0,4.0,3.0,3.0,1.0
167741824.0,1,1.0,1.0,,,
167742048.0,13,1.0,1.0,,,
167742512.0,10,10.0,3.0,3.0,3.0,3.0
167742912.0,53,51.0,40.0,39.0,30.0,30.0
167743072.0,52,31.0,27.0,27.0,27.0,27.0
167743328.0,76,71.0,63.0,63.0,11.0,11.0
167744000.0,9,9.0,9.0,6.0,,
167744016.0,23,22.0,12.0,12.0,11.0,8.0
167744032.0,15,10.0,10.0,5.0,5.0,5.0
167744464.0,6,3.0,3.0,,,
167744768.0,3,,,,,
167745760.0,43,20.0,16.0,14.0,14.0,14.0
167746080.0,9,3.0,1.0,,,
167746864.0,11,8.0,8.0,8.0,6.0,4.0
167746992.0,8,1.0,1.0,1.0,,
167747040.0,30,3.0,3.0,1.0,1.0,
167747200.0,6,6.0,6.0,2.0,2.0,2.0
167747312.0,9,1.0,,,,
167747344.0,11,7.0,7.0,1.0,,
167747552.0,40,27.0,2.0,1.0,1.0,1.0
167747568.0,5,3.0,3.0,3.0,3.0,3.0
167747696.0,13,13.0,13.0,9.0,3.0,2.0
167747744.0,2,2.0,2.0,,,
167748176.0,31,12.0,4.0,3.0,2.0,2.0
167748512.0,54,9.0,5.0,2.0,2.0,2.0
167748768.0,582,581.0,577.0,577.0,214.0,214.0
167748880.0,23,23.0,23.0,,,
167748928.0,6,3.0,2.0,,,
167749024.0,1,,,,,
167749104.0,13,1.0,1.0,1.0,1.0,
167749120.0,65,13.0,13.0,8.0,7.0,6.0
167749232.0,18,15.0,15.0,15.0,14.0,11.0
167749472.0,444,440.0,439.0,437.0,424.0,393.0
167749568.0,41,41.0,6.0,1.0,,
167749584.0,24,18.0,16.0,16.0,16.0,16.0
167749648.0,43,13.0,13.0,2.0,2.0,
167749888.0,131,74.0,48.0,40.0,38.0,37.0
167750256.0,119,87.0,83.0,38.0,14.0,7.0
167750528.0,43,34.0,32.0,32.0,32.0,2.0
167751248.0,124,105.0,42.0,4.0,1.0,1.0
167751664.0,17,11.0,1.0,1.0,1.0,1.0
167752000.0,36,33.0,28.0,12.0,10.0,10.0
167752016.0,2,,,,,
167752208.0,2,2.0,2.0,1.0,1.0,1.0
167752864.0,69,47.0,43.0,28.0,28.0,28.0
167752928.0,5,,,,,
167753376.0,83,26.0,25.0,25.0,25.0,25.0
167753680.0,9,6.0,4.0,2.0,2.0,2.0
167753696.0,31,21.0,21.0,,,
167754432.0,28,22.0,21.0,9.0,8.0,6.0
167754800.0,71,46.0,2.0,2.0,2.0,2.0
167755040.0,7,5.0,5.0,,,
167755152.0,9,9.0,9.0,9.0,9.0,9.0
167756016.0,31,8.0,3.0,3.0,1.0,1.0
167756448.0,6,3.0,3.0,,,
167756912.0,2,2.0,2.0,,,
167757008.0,3,3.0,3.0,,,
167757264.0,12,,,,,
167757312.0,93,74.0,65.0,2.0,1.0,1.0
167757472.0,36,22.0,14.0,10.0,9.0,6.0
167758384.0,70,30.0,18.0,5.0,,
167758544.0,37,23.0,4.0,4.0,4.0,4.0
167759008.0,8,2.0,1.0,,,
167759552.0,1,1.0,1.0,1.0,1.0,1.0
167759568.0,43,8.0,7.0,6.0,6.0,4.0
167759664.0,25,9.0,2.0,1.0,1.0,1.0
167759952.0,30,25.0,25.0,11.0,11.0,10.0
167760544.0,1,1.0,1.0,1.0,1.0,1.0
167760656.0,7,6.0,5.0,3.0,2.0,1.0
167760992.0,15,11.0,11.0,10.0,8.0,4.0
167762224.0,1,1.0,1.0,1.0,,
167762880.0,1,1.0,,,,
167763072.0,24,11.0,8.0,8.0,8.0,8.0
167763424.0,27,5.0,5.0,3.0,3.0,3.0
167763440.0,17,,,,,
167763584.0,383,370.0,15.0,10.0,7.0,5.0
167766224.0,45,42.0,33.0,11.0,10.0,10.0
167766560.0,53,53.0,53.0,53.0,53.0,52.0
167766608.0,94,82.0,82.0,43.0,43.0,
167767024.0,2,2.0,2.0,2.0,,
167767472.0,4,,,,,
167767936.0,43,43.0,29.0,1.0,1.0,1.0
167769056.0,1,,,,,
167769440.0,27,24.0,24.0,24.0,24.0,24.0
167770176.0,3,1.0,,,,
167770848.0,15,13.0,8.0,8.0,8.0,8.0
167770912.0,50,9.0,8.0,,,
167771760.0,4,2.0,2.0,,,
167771904.0,159,81.0,80.0,36.0,34.0,33.0
167772176.0,6,5.0,5.0,2.0,2.0,2.0
167773264.0,12,3.0,3.0,3.0,1.0,1.0
167773536.0,57,57.0,57.0,57.0,45.0,45.0
167773968.0,16,9.0,,,,
167774112.0,33,26.0,3.0,3.0,3.0,3.0
167774768.0,3,3.0,2.0,2.0,2.0,2.0
167774928.0,10,,,,,
167775248.0,2,2.0,,,,
167775616.0,71,66.0,22.0,19.0,18.0,17.0
167775856.0,7,7.0,3.0,1.0,1.0,
167775920.0,5,1.0,1.0,,,
167776048.0,49,20.0,20.0,19.0,,
167776224.0,2,1.0,1.0,1.0,1.0,1.0
167776304.0,44,17.0,17.0,,,
167776640.0,36,36.0,17.0,17.0,17.0,17.0
167776656.0,24,23.0,22.0,20.0,6.0,6.0
167777040.0,2,1.0,1.0,1.0,1.0,1.0
167777424.0,1,1.0,1.0,1.0,1.0,1.0
167777440.0,7,7.0,7.0,5.0,5.0,5.0
167777792.0,82,42.0,27.0,26.0,25.0,23.0
167778368.0,46,46.0,46.0,2.0,2.0,2.0
167780144.0,12,11.0,9.0,,,
167780288.0,28,26.0,13.0,12.0,,
167780336.0,1,,,,,
167781040.0,15,15.0,15.0,8.0,8.0,8.0
167781168.0,25,22.0,20.0,14.0,12.0,12.0
167781632.0,154,1.0,,,,
167781680.0,34,15.0,1.0,,,
167782592.0,31,9.0,4.0,1.0,1.0,1.0
167782704.0,233,194.0,133.0,61.0,61.0,61.0
167782720.0,11,9.0,9.0,9.0,9.0,9.0
167783104.0,65,34.0,24.0,18.0,18.0,18.0
167783488.0,18,5.0,5.0,,,
167783744.0,7,5.0,4.0,3.0,3.0,3.0
167783776.0,308,278.0,240.0,30.0,30.0,30.0
167784272.0,169,169.0,150.0,131.0,131.0,131.0
167784400.0,242,206.0,166.0,9.0,9.0,8.0
167784608.0,14,12.0,12.0,12.0,12.0,12.0
167785072.0,3,3.0,1.0,,,
167785104.0,57,40.0,19.0,15.0,11.0,2.0
167785136.0,137,133.0,127.0,122.0,48.0,48.0
167785600.0,29,20.0,16.0,12.0,10.0,9.0
167785648.0,11,9.0,,,,
167785904.0,101,70.0,22.0,4.0,4.0,4.0
167785952.0,1,1.0,1.0,1.0,1.0,1.0
167786112.0,2,,,,,
167786160.0,3,2.0,2.0,1.0,1.0,1.0
167786320.0,4,2.0,,,,
167786640.0,7,4.0,,,,
167787552.0,2,,,,,
167787888.0,19,18.0,18.0,1.0,1.0,1.0
167788992.0,26,26.0,20.0,11.0,11.0,11.0
167789712.0,9,9.0,9.0,2.0,,
167790272.0,3,,,,,
167790352.0,14,3.0,3.0,3.0,3.0,3.0
167790768.0,3,2.0,2.0,2.0,,
167790912.0,24,18.0,18.0,4.0,2.0,2.0
167791184.0,30,30.0,26.0,22.0,14.0,12.0
167792224.0,1,1.0,1.0,1.0,1.0,1.0
167792288.0,100,64.0,43.0,33.0,32.0,32.0
167792624.0,15,15.0,15.0,15.0,15.0,15.0
167792704.0,25,17.0,12.0,8.0,8.0,8.0
167792848.0,39,26.0,26.0,23.0,22.0,18.0
167793184.0,15,15.0,13.0,7.0,7.0,7.0
167793264.0,38,8.0,,,,
167793424.0,3,2.0,,,,
167793520.0,52,18.0,5.0,4.0,4.0,1.0
167793600.0,37,37.0,30.0,30.0,30.0,30.0
167793792.0,1,,,,,
167794640.0,14,1.0,,,,
167795232.0,52,35.0,30.0,6.0,5.0,4.0
167795408.0,3,2.0,1.0,,,
167795632.0,1,1.0,1.0,,,
167795696.0,9,8.0,8.0,7.0,2.0,2.0
167796800.0,58,58.0,36.0,23.0,18.0,16.0
167797184.0,6,,,,,
167797744.0,91,43.0,38.0,33.0,23.0,23.0
167798176.0,22,19.0,19.0,13.0,13.0,10.0
167798576.0,10,10.0,2.0,2.0,2.0,
167799264.0,44,43.0,17.0,16.0,12.0,11.0
167799376.0,34,,,,,
167799664.0,23,13.0,13.0,13.0,13.0,12.0
167800016.0,211,,,,,
167800048.0,26,26.0,20.0,1.0,,
167800064.0,14,,,,,
167800304.0,14,1.0,1.0,1.0,1.0,1.0
167800464.0,1,,,,,
167800624.0,34,9.0,9.0,,,
167800832.0,29,19.0,19.0,16.0,13.0,13.0
167801216.0,45,12.0,10.0,10.0,2.0,1.0
167802320.0,26,26.0,3.0,2.0,2.0,2.0
167803488.0,20,7.0,5.0,4.0,3.0,3.0
167803600.0,74,31.0,31.0,17.0,,
167803840.0,248,150.0,150.0,149.0,149.0,
167804144.0,27,25.0,25.0,25.0,25.0,25.0
167804464.0,2,1.0,1.0,1.0,1.0,
167804512.0,73,60.0,59.0,59.0,59.0,58.0
167804944.0,33,32.0,30.0,20.0,15.0,13.0
167805008.0,29,20.0,18.0,11.0,4.0,4.0
167805328.0,5,3.0,3.0,1.0,1.0,1.0
167805360.0,45,12.0,12.0,2.0,,
167805936.0,326,308.0,295.0,174.0,124.0,123.0
167806096.0,2,,,,,
167806352.0,48,6.0,5.0,2.0,1.0,1.0
167806576.0,20,13.0,4.0,,,
167806704.0,1,1.0,1.0,1.0,1.0,1.0
167808032.0,542,368.0,211.0,202.0,165.0,165.0
167808112.0,4,4.0,4.0,,,
167808976.0,1,,,,,
167809152.0,8,5.0,2.0,1.0,1.0,1.0
167809168.0,22,16.0,15.0,2.0,1.0,1.0
167809376.0,2,,,,,
167809600.0,3,3.0,3.0,1.0,1.0,
167809616.0,37,37.0,37.0,20.0,20.0,12.0
167810496.0,45,19.0,5.0,3.0,2.0,2.0
167810768.0,16,7.0,4.0,2.0,1.0,1.0
167810848.0,65,64.0,64.0,25.0,25.0,18.0
167811184.0,13,10.0,6.0,4.0,2.0,2.0
167811472.0,23,15.0,11.0,8.0,8.0,8.0
167811552.0,34,28.0,28.0,9.0,9.0,9.0
167811792.0,4,1.0,1.0,1.0,1.0,1.0
167811888.0,226,226.0,45.0,,,
167811904.0,92,35.0,26.0,24.0,23.0,21.0
167812240.0,13,4.0,4.0,2.0,2.0,2.0
167812624.0,3,,,,,
167813152.0,30,26.0,3.0,,,
167813984.0,16,15.0,14.0,1.0,,
167814496.0,13,3.0,2.0,,,
167814544.0,100,24.0,15.0,14.0,13.0,13.0
167814624.0,39,15.0,,,,
167815040.0,13,1.0,1.0,1.0,1.0,1.0
167815088.0,30,14.0,13.0,13.0,13.0,13.0
167815840.0,22,21.0,12.0,11.0,11.0,11.0
167817216.0,3,2.0,1.0,1.0,1.0,1.0
167817472.0,6,4.0,4.0,4.0,3.0,3.0
167818176.0,382,308.0,92.0,60.0,60.0,41.0
167818240.0,11,10.0,6.0,1.0,1.0,
167819536.0,15,7.0,7.0,4.0,3.0,3.0
167819696.0,7,7.0,1.0,1.0,,
167819808.0,163,27.0,5.0,,,
167820368.0,6,,,,,
167820496.0,20,20.0,13.0,3.0,2.0,2.0
167820672.0,9,8.0,8.0,6.0,,
167821552.0,21,11.0,10.0,2.0,2.0,2.0
167821936.0,29,18.0,16.0,16.0,16.0,13.0
167822048.0,1,,,,,
167822096.0,23,16.0,,,,
167822256.0,2,,,,,
167822480.0,194,178.0,56.0,56.0,56.0,
167823056.0,6,2.0,,,,
167823168.0,13,,,,,
167823232.0,15,15.0,,,,
167824304.0,4,3.0,2.0,2.0,1.0,1.0
167824624.0,30,30.0,30.0,30.0,30.0,30.0
167824880.0,13,12.0,9.0,8.0,8.0,3.0
167825008.0,39,15.0,15.0,12.0,8.0,7.0
167825056.0,1,1.0,1.0,1.0,,
167825936.0,50,11.0,6.0,5.0,5.0,4.0
167826368.0,40,7.0,1.0,1.0,1.0,
167827072.0,45,2.0,1.0,,,
167827472.0,48,1.0,,,,
167827920.0,8,1.0,1.0,1.0,,
167828272.0,15,8.0,4.0,4.0,2.0,2.0
167828432.0,1,1.0,1.0,,,
167828656.0,1,1.0,1.0,1.0,1.0,1.0
167828672.0,2908,2568.0,2145.0,1042.0,652.0,652.0
167829200.0,25,15.0,7.0,4.0,3.0,2.0
167829472.0,3,3.0,2.0,2.0,2.0,2.0
167829696.0,7,,,,,
167829728.0,791,665.0,3.0,2.0,,
167829840.0,272,139.0,130.0,5.0,5.0,5.0
167829936.0,1,,,,,
167829952.0,581,384.0,330.0,248.0,158.0,128.0
167831360.0,2,1.0,1.0,,,
167831584.0,2,,,,,
167831696.0,55,55.0,17.0,17.0,14.0,14.0
167832320.0,18,13.0,13.0,12.0,12.0,5.0
167832720.0,112,13.0,8.0,2.0,2.0,2.0
167833168.0,17,13.0,11.0,10.0,8.0,8.0
167833392.0,9,9.0,9.0,,,
167833520.0,55,21.0,5.0,3.0,3.0,3.0
167834288.0,6,3.0,1.0,,,
167834320.0,2040,1986.0,1967.0,1305.0,1302.0,642.0
167834400.0,16,8.0,8.0,2.0,1.0,1.0
167834512.0,3,2.0,2.0,2.0,2.0,2.0
167834976.0,26,12.0,12.0,12.0,2.0,2.0
167835264.0,5,,,,,
167837856.0,12,4.0,4.0,4.0,3.0,3.0
167837920.0,11,9.0,8.0,8.0,,
167838512.0,26,26.0,12.0,12.0,12.0,12.0
167838784.0,6,3.0,1.0,,,
167839104.0,192,151.0,151.0,151.0,150.0,149.0
167839296.0,14,,,,,
167839424.0,53,26.0,19.0,19.0,19.0,19.0
167839776.0,27,18.0,8.0,6.0,6.0,6.0
167840128.0,38,26.0,22.0,15.0,12.0,9.0
167840464.0,28,10.0,5.0,4.0,4.0,2.0
167840480.0,429,386.0,265.0,264.0,260.0,260.0
167840752.0,39,36.0,23.0,13.0,10.0,10.0
167841280.0,151,134.0,107.0,6.0,6.0,6.0
167841968.0,9,,,,,
167842240.0,9,5.0,5.0,3.0,1.0,1.0
167842416.0,143,128.0,61.0,48.0,48.0,44.0
167843152.0,34,33.0,33.0,11.0,7.0,
167843232.0,88,2.0,2.0,1.0,1.0,1.0
167843280.0,12,,,,,
167843536.0,411,411.0,165.0,144.0,144.0,144.0
167843600.0,118,49.0,32.0,22.0,20.0,20.0
167843888.0,22,22.0,7.0,7.0,7.0,
167844128.0,861,848.0,848.0,848.0,417.0,417.0
167844336.0,22,11.0,10.0,8.0,5.0,5.0
167844464.0,48,39.0,39.0,33.0,32.0,29.0
167845184.0,113,112.0,59.0,22.0,,
167845616.0,70,,,,,
167845648.0,24,10.0,9.0,9.0,9.0,9.0
167846080.0,10,4.0,4.0,2.0,2.0,2.0
167846208.0,3,2.0,1.0,,,
167846464.0,11,7.0,3.0,2.0,2.0,1.0
167846752.0,3,,,,,
167846848.0,135,90.0,74.0,39.0,25.0,25.0
167847088.0,8,,,,,
167847216.0,21,5.0,5.0,3.0,3.0,3.0
167847440.0,1,1.0,,,,
167847600.0,3,,,,,
167848048.0,6,6.0,6.0,,,
167848992.0,82,82.0,73.0,73.0,73.0,73.0
167849488.0,21,18.0,15.0,8.0,5.0,5.0
167849920.0,2,1.0,1.0,1.0,,
167850128.0,24,3.0,2.0,,,
167850560.0,1,,,,,
167850912.0,67,67.0,67.0,,,
167851728.0,34,,,,,
167852080.0,107,40.0,1.0,1.0,,
167852528.0,37,6.0,6.0,6.0,6.0,6.0
167852608.0,152,93.0,46.0,33.0,32.0,25.0
167853216.0,126,23.0,19.0,6.0,3.0,3.0
167854176.0,1,,,,,
167854960.0,8,7.0,,,,
167855536.0,177,42.0,12.0,2.0,2.0,2.0
167855632.0,2,2.0,2.0,,,
167856352.0,7,6.0,5.0,5.0,2.0,2.0
167856400.0,25,13.0,9.0,5.0,2.0,1.0
167856512.0,10,9.0,5.0,5.0,3.0,1.0
167856576.0,3,1.0,1.0,,,
167856608.0,16,15.0,12.0,2.0,2.0,2.0
167856976.0,162,104.0,2.0,2.0,2.0,2.0
167857136.0,144,52.0,52.0,52.0,,
167857312.0,455,56.0,48.0,40.0,26.0,26.0
167857568.0,126,103.0,50.0,18.0,18.0,16.0
167857776.0,10,9.0,6.0,2.0,2.0,2.0
167859920.0,171,71.0,1.0,1.0,1.0,1.0
167860064.0,29,27.0,25.0,5.0,2.0,2.0
167860144.0,32,28.0,,,,
167861664.0,16,8.0,4.0,4.0,1.0,1.0
167862400.0,35,12.0,3.0,1.0,1.0,1.0
167862736.0,88,85.0,85.0,79.0,10.0,10.0
167864224.0,50,16.0,10.0,10.0,3.0,3.0
167864528.0,2,2.0,,,,
167864864.0,89,22.0,13.0,7.0,,
167865040.0,39,30.0,14.0,14.0,3.0,3.0
167865632.0,24,12.0,6.0,,,
167866432.0,8,,,,,
167866448.0,4,,,,,
167867024.0,59,55.0,,,,
167867376.0,116,16.0,16.0,16.0,,
167867600.0,9,9.0,8.0,8.0,8.0,1.0
167867824.0,53,24.0,6.0,6.0,,
167867920.0,77,54.0,12.0,12.0,9.0,9.0
167867984.0,25,24.0,16.0,2.0,2.0,2.0
167868272.0,196,167.0,147.0,108.0,108.0,108.0
167868512.0,144,75.0,74.0,53.0,53.0,52.0
167868528.0,10,2.0,2.0,1.0,,
167869440.0,3,3.0,3.0,1.0,1.0,1.0
167869792.0,38,4.0,,,,
167870304.0,24,24.0,13.0,8.0,1.0,1.0
167870352.0,17,16.0,13.0,13.0,9.0,9.0
167870512.0,33,11.0,10.0,9.0,9.0,9.0
167870544.0,13,5.0,5.0,5.0,,
167870576.0,379,376.0,,,,
167870928.0,3,2.0,,,,
167871088.0,166,129.0,8.0,8.0,6.0,3.0
167871248.0,73,60.0,44.0,5.0,2.0,2.0
167871728.0,16,16.0,16.0,16.0,15.0,15.0
167871904.0,2,1.0,1.0,1.0,1.0,1.0
167871936.0,337,199.0,133.0,58.0,47.0,46.0
167871984.0,5,4.0,1.0,,,
167872064.0,27,3.0,1.0,,,
167872144.0,1,1.0,1.0,1.0,1.0,
167872320.0,211,210.0,207.0,207.0,207.0,207.0
167873072.0,12,9.0,3.0,3.0,2.0,2.0
167873264.0,44,6.0,4.0,3.0,3.0,3.0
167873408.0,37,37.0,37.0,36.0,36.0,36.0
167873728.0,160,29.0,29.0,19.0,19.0,19.0
167874928.0,213,211.0,168.0,,,
167875152.0,13,9.0,1.0,1.0,1.0,1.0
167876368.0,22,16.0,16.0,10.0,9.0,5.0
167876592.0,35,26.0,26.0,26.0,26.0,26.0
167876624.0,103,90.0,90.0,89.0,62.0,55.0
167876896.0,115,82.0,64.0,51.0,36.0,35.0
167877008.0,65,44.0,19.0,11.0,10.0,9.0
167877616.0,22,18.0,18.0,17.0,17.0,17.0
167877696.0,1,1.0,1.0,,,
167877776.0,216,33.0,27.0,24.0,4.0,4.0
167878112.0,6,4.0,4.0,3.0,3.0,3.0
167878256.0,7,7.0,7.0,,,
167879152.0,13,13.0,,,,
167879632.0,65,41.0,25.0,,,
167880336.0,18,8.0,7.0,1.0,1.0,1.0
167880496.0,3,3.0,3.0,,,
167880640.0,15,3.0,3.0,3.0,3.0,2.0
167880864.0,98,14.0,13.0,8.0,6.0,5.0
167881696.0,13,10.0,,,,
167881776.0,35,5.0,2.0,,,
167882192.0,53,31.0,27.0,4.0,2.0,1.0
167882816.0,42,41.0,41.0,41.0,41.0,41.0
167883520.0,84,15.0,15.0,15.0,15.0,12.0
167883872.0,57,26.0,23.0,23.0,23.0,23.0
167884352.0,6,2.0,,,,
167884544.0,26,4.0,3.0,1.0,1.0,1.0
167884672.0,4,4.0,2.0,1.0,1.0,1.0
167884688.0,145,90.0,87.0,75.0,74.0,74.0
167884768.0,32,10.0,5.0,2.0,2.0,2.0
167884816.0,8,4.0,3.0,1.0,,
167885760.0,108,72.0,72.0,67.0,49.0,34.0
167886032.0,51,47.0,47.0,40.0,34.0,34.0
167886224.0,2,1.0,,,,
167886288.0,23,2.0,,,,
167886400.0,55,38.0,30.0,11.0,5.0,5.0
167886544.0,21,9.0,8.0,1.0,1.0,1.0
167887152.0,26,,,,,
167887264.0,64,52.0,46.0,46.0,18.0,18.0
167887584.0,8,5.0,5.0,4.0,3.0,3.0
167887680.0,8,8.0,7.0,7.0,6.0,6.0
167887840.0,316,135.0,96.0,82.0,78.0,56.0
167887904.0,5,1.0,,,,
167887936.0,19,18.0,13.0,3.0,1.0,1.0
167888448.0,59,54.0,11.0,8.0,6.0,6.0
167889040.0,165,144.0,117.0,99.0,19.0,2.0
167889088.0,70,6.0,3.0,,,
167889216.0,22,11.0,11.0,8.0,4.0,4.0
167890000.0,5,5.0,5.0,5.0,5.0,5.0
167890160.0,7,7.0,7.0,,,
