uid,freq_download_last_30_days,freq_download_last_21_days,freq_download_last_14_days,freq_download_last_7_days,freq_download_last_3_days,freq_download_last_1_days
167890272.0,38,10.0,9.0,7.0,7.0,7.0
167890304.0,164,113.0,99.0,69.0,61.0,61.0
167890640.0,86,85.0,85.0,4.0,3.0,3.0
167891056.0,1,1.0,,,,
167891120.0,70,57.0,4.0,,,
167891376.0,29,1.0,1.0,1.0,1.0,1.0
167891616.0,1,,,,,
167892448.0,7,6.0,5.0,5.0,3.0,2.0
167892576.0,10,2.0,1.0,1.0,,
167892976.0,7,5.0,2.0,2.0,2.0,2.0
167893408.0,2,,,,,
167893664.0,29,29.0,29.0,29.0,29.0,29.0
167893680.0,20,12.0,8.0,3.0,,
167894144.0,21,20.0,10.0,7.0,1.0,1.0
167894992.0,1,1.0,,,,
167895312.0,94,46.0,36.0,28.0,27.0,27.0
167896192.0,39,26.0,18.0,14.0,12.0,12.0
167896400.0,57,34.0,31.0,13.0,11.0,7.0
167896496.0,50,30.0,19.0,13.0,8.0,6.0
167896768.0,95,36.0,33.0,31.0,20.0,20.0
167897024.0,1,1.0,1.0,1.0,1.0,
167897072.0,541,116.0,116.0,116.0,5.0,4.0
167897712.0,37,12.0,7.0,3.0,2.0,2.0
167897808.0,23,23.0,22.0,1.0,,
167897920.0,586,244.0,228.0,162.0,104.0,89.0
167897952.0,12,2.0,2.0,,,
167898736.0,368,334.0,249.0,28.0,26.0,26.0
167899152.0,6,4.0,2.0,1.0,1.0,1.0
167899200.0,54,23.0,3.0,3.0,,
167899456.0,98,31.0,24.0,11.0,11.0,11.0
167899632.0,22,18.0,8.0,8.0,5.0,5.0
167900496.0,1,,,,,
167900688.0,39,29.0,26.0,24.0,24.0,22.0
167900768.0,32,23.0,22.0,20.0,19.0,
167900832.0,10,1.0,1.0,1.0,1.0,1.0
167901088.0,7,5.0,5.0,5.0,3.0,3.0
167902448.0,47,6.0,6.0,6.0,6.0,6.0
167902496.0,7,2.0,2.0,,,
167903136.0,172,66.0,65.0,65.0,65.0,65.0
167903584.0,33,6.0,5.0,5.0,5.0,5.0
167904224.0,2,2.0,1.0,1.0,1.0,1.0
167905056.0,6,,,,,
167905248.0,13,7.0,1.0,,,
167905728.0,3,1.0,,,,
167906032.0,131,129.0,102.0,5.0,2.0,2.0
167906176.0,8,7.0,,,,
167906208.0,2,,,,,
167906800.0,2,,,,,
167906864.0,118,68.0,68.0,53.0,19.0,19.0
167906880.0,4,1.0,1.0,,,
167907184.0,52,37.0,36.0,14.0,5.0,5.0
167907424.0,6,2.0,2.0,,,
167908400.0,16,11.0,11.0,7.0,2.0,1.0
167908736.0,100,100.0,6.0,6.0,5.0,5.0
167909056.0,28,10.0,9.0,7.0,6.0,6.0
167909200.0,34,32.0,19.0,9.0,5.0,5.0
167909424.0,37,37.0,27.0,20.0,20.0,18.0
167909504.0,5,4.0,3.0,3.0,3.0,3.0
167909552.0,33,3.0,3.0,3.0,3.0,3.0
167909584.0,1,,,,,
167909744.0,106,33.0,32.0,15.0,12.0,12.0
167909984.0,104,23.0,16.0,16.0,15.0,15.0
167910368.0,11,11.0,2.0,2.0,2.0,2.0
167910832.0,70,45.0,45.0,3.0,3.0,3.0
167911248.0,15,4.0,3.0,3.0,3.0,2.0
167912016.0,37,9.0,,,,
167912144.0,7,1.0,1.0,,,
167912256.0,12,10.0,9.0,6.0,3.0,3.0
167913088.0,67,60.0,59.0,29.0,26.0,22.0
167913520.0,15,8.0,8.0,7.0,7.0,7.0
167913792.0,80,51.0,51.0,50.0,37.0,37.0
167914016.0,51,30.0,30.0,15.0,10.0,10.0
167914848.0,43,22.0,20.0,1.0,,
167915072.0,1,,,,,
167915120.0,81,27.0,,,,
167915456.0,27,9.0,5.0,4.0,3.0,3.0
167916032.0,43,1.0,1.0,,,
167916208.0,3,2.0,1.0,,,
167916688.0,47,25.0,24.0,4.0,4.0,4.0
167916928.0,9,,,,,
167917008.0,1,1.0,1.0,,,
167917856.0,26,26.0,26.0,26.0,26.0,26.0
167919120.0,937,554.0,405.0,355.0,253.0,202.0
167919344.0,4,1.0,1.0,1.0,1.0,1.0
167919568.0,31,16.0,8.0,8.0,8.0,8.0
167919696.0,27,16.0,5.0,4.0,,
167920256.0,11,10.0,,,,
167920672.0,15,13.0,2.0,2.0,2.0,1.0
167921216.0,2,,,,,
167921408.0,4,,,,,
167923072.0,108,32.0,26.0,13.0,10.0,10.0
167923488.0,2,2.0,2.0,2.0,2.0,2.0
167924240.0,50,35.0,26.0,26.0,26.0,26.0
167924768.0,11,10.0,1.0,1.0,1.0,1.0
167924896.0,1,1.0,,,,
167925792.0,102,18.0,9.0,5.0,2.0,2.0
167925920.0,10,8.0,6.0,6.0,6.0,6.0
167926544.0,135,17.0,16.0,13.0,6.0,3.0
167926560.0,44,40.0,39.0,36.0,9.0,4.0
167926992.0,27,3.0,3.0,3.0,3.0,3.0
167927024.0,25,14.0,6.0,4.0,2.0,1.0
167927056.0,89,70.0,43.0,38.0,18.0,18.0
167927408.0,10,5.0,2.0,,,
167927440.0,28,28.0,28.0,28.0,8.0,
167927712.0,71,70.0,69.0,68.0,44.0,35.0
167928176.0,37,14.0,11.0,1.0,1.0,
167928576.0,30,,,,,
167928832.0,47,7.0,7.0,6.0,5.0,5.0
167928912.0,7,7.0,5.0,5.0,5.0,5.0
167929168.0,28,23.0,10.0,6.0,6.0,6.0
167929824.0,1,1.0,,,,
167929968.0,1,1.0,1.0,1.0,1.0,1.0
167930048.0,46,14.0,11.0,3.0,3.0,3.0
167930640.0,130,97.0,31.0,27.0,23.0,18.0
167930880.0,5,5.0,5.0,5.0,,
167931136.0,15,3.0,3.0,1.0,1.0,1.0
167931744.0,13,5.0,5.0,1.0,1.0,1.0
167932240.0,23,,,,,
167932272.0,64,48.0,29.0,22.0,19.0,19.0
167932672.0,54,52.0,52.0,52.0,41.0,33.0
167932864.0,4,2.0,2.0,2.0,1.0,
167933312.0,23,2.0,2.0,2.0,2.0,2.0
167933520.0,8,1.0,1.0,1.0,1.0,
167933744.0,47,3.0,,,,
167934176.0,24,24.0,23.0,17.0,16.0,16.0
167934704.0,1,,,,,
167934800.0,39,10.0,9.0,8.0,2.0,2.0
167934912.0,2,2.0,2.0,2.0,2.0,2.0
167935408.0,25,12.0,11.0,11.0,7.0,5.0
167935584.0,18,,,,,
167935760.0,113,88.0,46.0,35.0,29.0,26.0
167935936.0,4,2.0,2.0,,,
167935968.0,4,3.0,1.0,1.0,1.0,1.0
167936640.0,88,58.0,57.0,55.0,53.0,53.0
167936768.0,143,99.0,74.0,72.0,69.0,69.0
167936784.0,10,10.0,9.0,7.0,4.0,4.0
167937200.0,1,,,,,
167937280.0,3,2.0,2.0,2.0,2.0,2.0
167937664.0,30,19.0,18.0,8.0,4.0,4.0
167937856.0,91,3.0,2.0,,,
167937920.0,210,148.0,136.0,95.0,95.0,69.0
167938592.0,70,59.0,49.0,45.0,30.0,
167938688.0,53,31.0,18.0,16.0,9.0,9.0
167938784.0,3,1.0,,,,
167938944.0,20,14.0,14.0,13.0,12.0,12.0
167939168.0,27,22.0,11.0,7.0,7.0,7.0
167940304.0,21,1.0,1.0,1.0,,
167940624.0,150,120.0,120.0,,,
167941088.0,11,9.0,5.0,5.0,5.0,5.0
167941344.0,7,7.0,7.0,7.0,,
167941728.0,2,2.0,2.0,1.0,1.0,1.0
167942080.0,2,1.0,1.0,1.0,,
167943520.0,53,5.0,3.0,2.0,2.0,2.0
167943664.0,30,25.0,18.0,17.0,11.0,11.0
167943904.0,34,15.0,10.0,1.0,,
167944432.0,6,6.0,6.0,4.0,4.0,4.0
167944560.0,48,48.0,38.0,37.0,37.0,37.0
167944784.0,25,7.0,5.0,5.0,3.0,2.0
167945104.0,36,34.0,33.0,13.0,13.0,13.0
167945200.0,17,13.0,12.0,10.0,8.0,8.0
167945264.0,45,39.0,23.0,16.0,9.0,6.0
167945904.0,10,,,,,
167946240.0,1,1.0,1.0,1.0,1.0,1.0
167946368.0,14,2.0,2.0,2.0,2.0,2.0
167946816.0,3,3.0,2.0,1.0,1.0,1.0
167947312.0,30,2.0,2.0,2.0,2.0,
167947472.0,15,15.0,,,,
167947616.0,2,2.0,2.0,2.0,2.0,2.0
167947888.0,2,2.0,,,,
167948032.0,9,4.0,3.0,3.0,,
167948368.0,22,12.0,11.0,11.0,,
167948464.0,7,1.0,1.0,,,
167949088.0,67,62.0,44.0,33.0,33.0,22.0
167949200.0,117,110.0,20.0,14.0,11.0,11.0
167949792.0,1,1.0,1.0,1.0,1.0,1.0
167949984.0,196,6.0,6.0,6.0,6.0,2.0
167950416.0,10,7.0,4.0,3.0,3.0,3.0
167950672.0,104,50.0,26.0,12.0,12.0,12.0
167951040.0,119,58.0,58.0,58.0,,
167951072.0,46,45.0,28.0,12.0,12.0,9.0
167951360.0,90,74.0,71.0,65.0,54.0,53.0
167952224.0,80,58.0,50.0,29.0,22.0,22.0
167952240.0,2095,1375.0,1110.0,958.0,735.0,717.0
167952512.0,144,39.0,36.0,16.0,14.0,14.0
167952608.0,30,24.0,21.0,13.0,12.0,11.0
167952624.0,14,12.0,,,,
167952800.0,16,15.0,10.0,9.0,9.0,9.0
167953024.0,11,10.0,10.0,10.0,10.0,10.0
167953552.0,43,1.0,1.0,1.0,,
167954000.0,1,1.0,1.0,1.0,1.0,1.0
167954080.0,250,239.0,239.0,239.0,239.0,239.0
167954096.0,3,2.0,2.0,,,
167954560.0,122,66.0,44.0,44.0,43.0,34.0
167954848.0,21,8.0,6.0,3.0,2.0,2.0
167956304.0,20,8.0,1.0,1.0,,
167956912.0,6,,,,,
167956960.0,49,21.0,17.0,12.0,12.0,12.0
167956976.0,14,5.0,3.0,,,
167957136.0,108,65.0,56.0,52.0,52.0,52.0
167957216.0,24,12.0,11.0,5.0,5.0,5.0
167957936.0,5,5.0,5.0,4.0,2.0,2.0
167957952.0,3,2.0,2.0,1.0,1.0,
167958128.0,123,64.0,17.0,5.0,4.0,4.0
167958288.0,14,12.0,1.0,1.0,1.0,1.0
167958448.0,49,15.0,,,,
167958544.0,11,1.0,1.0,1.0,,
167959248.0,48,37.0,33.0,28.0,21.0,21.0
167959280.0,76,26.0,5.0,2.0,2.0,2.0
167959472.0,10,9.0,9.0,3.0,3.0,3.0
167959504.0,25,25.0,10.0,9.0,9.0,9.0
167959536.0,1,1.0,1.0,1.0,1.0,1.0
167959744.0,32,4.0,4.0,3.0,3.0,
167959840.0,134,84.0,82.0,58.0,47.0,34.0
167959888.0,28,11.0,,,,
167959920.0,4,1.0,1.0,,,
167960304.0,2,,,,,
167960656.0,37,18.0,13.0,11.0,9.0,9.0
167960672.0,4,1.0,1.0,1.0,1.0,1.0
167960688.0,3,2.0,2.0,2.0,,
167961216.0,13,6.0,4.0,1.0,1.0,1.0
167961456.0,6,2.0,,,,
167961840.0,40,31.0,31.0,31.0,31.0,31.0
167961920.0,114,22.0,8.0,1.0,,
167962448.0,4,1.0,1.0,,,
167962544.0,77,49.0,44.0,1.0,1.0,1.0
167962688.0,31,21.0,21.0,19.0,19.0,13.0
167962944.0,54,37.0,37.0,37.0,36.0,36.0
167963328.0,18,15.0,5.0,5.0,5.0,5.0
167963632.0,50,48.0,48.0,48.0,48.0,48.0
167963680.0,14,10.0,10.0,10.0,10.0,7.0
167963792.0,15,9.0,4.0,1.0,1.0,1.0
167964576.0,73,36.0,8.0,4.0,4.0,3.0
167964816.0,23,15.0,7.0,4.0,4.0,4.0
167965392.0,37,29.0,25.0,24.0,10.0,10.0
167965760.0,37,6.0,6.0,4.0,1.0,1.0
167965968.0,70,45.0,44.0,33.0,31.0,30.0
167966160.0,20,5.0,3.0,2.0,2.0,1.0
167966272.0,4,2.0,1.0,,,
167966304.0,3,3.0,,,,
167966528.0,21,20.0,19.0,17.0,15.0,15.0
167966544.0,36,28.0,28.0,21.0,18.0,16.0
167966688.0,67,32.0,30.0,30.0,30.0,30.0
167966784.0,39,32.0,31.0,,,
167966912.0,228,226.0,225.0,216.0,73.0,72.0
167967152.0,327,45.0,37.0,22.0,22.0,22.0
167967184.0,2,1.0,1.0,,,
167967504.0,101,76.0,15.0,15.0,2.0,2.0
167967920.0,72,2.0,2.0,2.0,2.0,2.0
167968448.0,11,7.0,7.0,7.0,7.0,7.0
167968896.0,3,1.0,1.0,1.0,1.0,1.0
167968992.0,107,75.0,69.0,58.0,57.0,56.0
167969792.0,53,44.0,42.0,32.0,1.0,1.0
167969872.0,63,61.0,,,,
167970016.0,22,22.0,4.0,1.0,,
167970368.0,62,11.0,6.0,5.0,4.0,3.0
167971056.0,5,1.0,1.0,1.0,1.0,1.0
167971616.0,18,17.0,5.0,3.0,3.0,
167971776.0,195,41.0,41.0,40.0,40.0,39.0
167971792.0,25,2.0,,,,
167972032.0,20,4.0,4.0,2.0,2.0,2.0
167972800.0,8,4.0,,,,
167972880.0,27,16.0,11.0,5.0,5.0,5.0
167972960.0,6,6.0,5.0,4.0,3.0,3.0
167973024.0,2,,,,,
167973120.0,38,6.0,4.0,2.0,2.0,2.0
167973152.0,55,40.0,23.0,18.0,14.0,14.0
167973200.0,45,39.0,36.0,21.0,20.0,20.0
167974912.0,5,1.0,1.0,1.0,1.0,1.0
167975056.0,94,16.0,10.0,7.0,6.0,5.0
167975072.0,1,,,,,
167975296.0,131,31.0,29.0,25.0,25.0,25.0
167975312.0,24,24.0,4.0,,,
167975552.0,12,,,,,
167975792.0,24,12.0,11.0,11.0,6.0,6.0
167975904.0,85,7.0,4.0,4.0,4.0,4.0
167976240.0,26,14.0,14.0,5.0,1.0,1.0
167976304.0,79,63.0,61.0,3.0,3.0,2.0
167976800.0,44,36.0,,,,
167977312.0,94,59.0,52.0,46.0,46.0,46.0
167977648.0,29,21.0,18.0,2.0,2.0,2.0
167978288.0,2,2.0,,,,
167978944.0,3,1.0,1.0,1.0,1.0,1.0
167979168.0,45,1.0,1.0,1.0,1.0,1.0
167979360.0,36,18.0,18.0,14.0,12.0,5.0
167979696.0,19,19.0,1.0,1.0,1.0,1.0
167979792.0,31,21.0,15.0,15.0,15.0,15.0
167980064.0,1,,,,,
167980784.0,45,40.0,30.0,24.0,22.0,22.0
167981312.0,45,11.0,8.0,7.0,6.0,
167981392.0,28,17.0,8.0,8.0,7.0,7.0
167981808.0,1,1.0,1.0,1.0,1.0,1.0
167981936.0,28,26.0,22.0,19.0,19.0,19.0
167982560.0,44,34.0,25.0,23.0,20.0,20.0
167982672.0,37,36.0,36.0,36.0,,
167983216.0,67,23.0,23.0,17.0,17.0,17.0
167983424.0,12,11.0,10.0,,,
167983696.0,87,87.0,16.0,16.0,16.0,16.0
167984192.0,171,153.0,135.0,89.0,20.0,20.0
167984656.0,38,23.0,13.0,6.0,4.0,4.0
167984800.0,13,11.0,5.0,2.0,2.0,
167985488.0,8,6.0,1.0,1.0,1.0,1.0
167985648.0,105,94.0,49.0,31.0,31.0,31.0
167985760.0,650,606.0,477.0,362.0,319.0,277.0
167985792.0,66,27.0,12.0,1.0,1.0,1.0
167986400.0,42,24.0,15.0,12.0,4.0,2.0
167987088.0,32,31.0,24.0,23.0,23.0,23.0
167987504.0,23,15.0,6.0,5.0,4.0,4.0
167988528.0,49,46.0,38.0,33.0,33.0,33.0
167988560.0,6,6.0,6.0,,,
167988928.0,32,8.0,6.0,,,
167989136.0,360,147.0,130.0,96.0,77.0,77.0
167989360.0,93,,,,,
167989536.0,68,38.0,36.0,36.0,22.0,22.0
167990208.0,6,,,,,
167990256.0,42,37.0,37.0,5.0,4.0,3.0
167990752.0,36,15.0,15.0,14.0,14.0,10.0
167991584.0,20,8.0,3.0,3.0,3.0,3.0
167992720.0,27,18.0,9.0,5.0,4.0,3.0
167992752.0,22,10.0,10.0,10.0,10.0,10.0
167993312.0,50,13.0,1.0,,,
167993632.0,6,6.0,3.0,3.0,2.0,2.0
167993680.0,337,323.0,274.0,252.0,252.0,252.0
167993984.0,408,183.0,163.0,145.0,144.0,142.0
167994016.0,63,4.0,2.0,,,
167994144.0,44,24.0,9.0,9.0,9.0,4.0
167994464.0,74,52.0,48.0,4.0,4.0,4.0
167994512.0,18,2.0,2.0,2.0,,
167995408.0,84,42.0,39.0,32.0,31.0,31.0
167995504.0,68,53.0,42.0,33.0,28.0,27.0
167995696.0,6,1.0,,,,
167996352.0,54,54.0,53.0,41.0,41.0,39.0
167997152.0,32,23.0,18.0,10.0,8.0,5.0
167997216.0,82,16.0,9.0,2.0,1.0,1.0
167997456.0,31,,,,,
167997760.0,348,282.0,163.0,148.0,129.0,8.0
167998320.0,13,13.0,1.0,1.0,1.0,
167998704.0,32,22.0,20.0,9.0,9.0,7.0
167998880.0,49,27.0,24.0,22.0,22.0,21.0
167999680.0,8,1.0,1.0,1.0,1.0,1.0
167999856.0,399,348.0,106.0,73.0,67.0,65.0
168000080.0,124,46.0,37.0,35.0,34.0,6.0
168000224.0,59,49.0,49.0,49.0,49.0,49.0
168000464.0,14,11.0,8.0,8.0,2.0,2.0
168001216.0,80,16.0,2.0,,,
168001280.0,204,191.0,165.0,123.0,41.0,40.0
168001408.0,29,29.0,28.0,27.0,2.0,2.0
168001440.0,24,,,,,
168002352.0,7,2.0,,,,
168002688.0,8,5.0,5.0,1.0,1.0,1.0
168002944.0,52,41.0,39.0,36.0,34.0,34.0
168003088.0,12,4.0,3.0,1.0,1.0,1.0
168003248.0,11,10.0,10.0,10.0,10.0,2.0
168003312.0,69,61.0,61.0,1.0,1.0,1.0
168003840.0,26,23.0,18.0,5.0,4.0,4.0
168004000.0,17,3.0,2.0,,,
168005024.0,41,40.0,23.0,16.0,15.0,11.0
168005392.0,5,3.0,3.0,1.0,1.0,1.0
168005552.0,104,30.0,16.0,13.0,12.0,12.0
168006560.0,13,,,,,
168006704.0,23,23.0,10.0,9.0,6.0,6.0
168006800.0,4,2.0,2.0,2.0,1.0,1.0
168007024.0,21,4.0,4.0,1.0,,
168007616.0,52,27.0,5.0,3.0,3.0,3.0
168007632.0,3,,,,,
168007888.0,4,4.0,4.0,4.0,4.0,4.0
168007920.0,90,,,,,
168007984.0,24,15.0,13.0,9.0,7.0,6.0
168008032.0,127,59.0,48.0,38.0,34.0,34.0
168008160.0,132,49.0,3.0,1.0,1.0,1.0
168008448.0,22,16.0,16.0,9.0,9.0,9.0
168008528.0,108,90.0,83.0,69.0,28.0,27.0
168008944.0,21,16.0,9.0,5.0,1.0,1.0
168009072.0,44,6.0,6.0,2.0,2.0,2.0
168009216.0,25,,,,,
168009264.0,306,9.0,9.0,9.0,9.0,9.0
168009488.0,136,26.0,23.0,12.0,4.0,4.0
168009824.0,227,164.0,151.0,139.0,132.0,98.0
168010368.0,99,60.0,43.0,18.0,15.0,13.0
168010976.0,133,86.0,85.0,8.0,8.0,8.0
168011152.0,117,101.0,13.0,7.0,5.0,4.0
168011216.0,122,109.0,6.0,5.0,5.0,5.0
168011376.0,91,85.0,85.0,84.0,84.0,84.0
168011536.0,1,,,,,
168011712.0,15,3.0,3.0,1.0,1.0,
168013136.0,64,50.0,17.0,17.0,17.0,17.0
168013328.0,2,,,,,
168013552.0,61,4.0,3.0,3.0,2.0,2.0
168013760.0,27,22.0,12.0,2.0,1.0,
168013920.0,7,7.0,7.0,7.0,7.0,7.0
168013936.0,59,31.0,21.0,9.0,4.0,4.0
168014320.0,22,15.0,15.0,9.0,9.0,
168014464.0,2,1.0,1.0,1.0,1.0,1.0
168015120.0,117,86.0,45.0,21.0,17.0,6.0
168015696.0,10,10.0,10.0,4.0,4.0,4.0
168017152.0,133,113.0,98.0,18.0,8.0,8.0
168017200.0,13,8.0,8.0,8.0,8.0,8.0
168017408.0,77,5.0,5.0,3.0,3.0,
168017648.0,132,101.0,101.0,31.0,9.0,9.0
168017760.0,27,23.0,8.0,5.0,5.0,5.0
168017952.0,14,3.0,3.0,1.0,,
168018768.0,3,2.0,2.0,2.0,2.0,2.0
168019488.0,9,,,,,
168019680.0,97,45.0,18.0,9.0,2.0,
168019712.0,123,114.0,114.0,35.0,24.0,22.0
168019776.0,2,,,,,
168020224.0,32,24.0,11.0,6.0,4.0,4.0
168020768.0,18,16.0,16.0,16.0,15.0,14.0
168021008.0,6,4.0,1.0,,,
168021072.0,5,1.0,,,,
168022208.0,188,186.0,186.0,4.0,4.0,4.0
168022336.0,46,37.0,35.0,32.0,30.0,30.0
168022352.0,452,452.0,452.0,410.0,,
168022960.0,21,18.0,18.0,18.0,,
168023360.0,164,137.0,11.0,7.0,4.0,3.0
168023408.0,1,1.0,,,,
168023616.0,64,36.0,36.0,36.0,6.0,6.0
168023936.0,82,36.0,2.0,1.0,,
168024032.0,59,15.0,15.0,13.0,11.0,9.0
168024144.0,32,19.0,7.0,4.0,1.0,1.0
168024944.0,33,,,,,
168025856.0,60,40.0,36.0,35.0,34.0,34.0
168026080.0,55,10.0,8.0,7.0,6.0,1.0
168026416.0,253,61.0,2.0,1.0,1.0,1.0
168026480.0,116,98.0,97.0,97.0,81.0,81.0
168027760.0,54,24.0,22.0,22.0,16.0,16.0
168028144.0,3,1.0,1.0,1.0,,
168028208.0,129,53.0,44.0,44.0,25.0,23.0
168028352.0,5,2.0,2.0,,,
168028480.0,41,26.0,15.0,1.0,1.0,1.0
168028688.0,44,10.0,8.0,3.0,3.0,3.0
168029552.0,76,46.0,16.0,,,
168030192.0,2,,,,,
168030224.0,7,5.0,1.0,1.0,1.0,1.0
168030624.0,6,1.0,,,,
168031280.0,74,46.0,46.0,46.0,46.0,46.0
168031504.0,62,41.0,30.0,1.0,1.0,1.0
168031840.0,2,,,,,
168032048.0,19,4.0,3.0,3.0,1.0,1.0
168032064.0,4,3.0,,,,
168032096.0,50,5.0,5.0,4.0,4.0,4.0
168032496.0,14,8.0,8.0,8.0,7.0,6.0
168032576.0,4,4.0,3.0,,,
168033168.0,11,7.0,3.0,3.0,3.0,3.0
168033248.0,51,40.0,40.0,28.0,28.0,28.0
168033536.0,138,3.0,3.0,2.0,2.0,2.0
168033616.0,117,76.0,71.0,29.0,24.0,24.0
168033744.0,6,3.0,,,,
168034816.0,67,57.0,16.0,16.0,14.0,14.0
168035296.0,55,55.0,55.0,1.0,,
168035392.0,13,,,,,
168035712.0,10,5.0,5.0,4.0,4.0,4.0
168035920.0,8,,,,,
168036432.0,79,20.0,2.0,2.0,2.0,2.0
168036800.0,89,73.0,45.0,40.0,40.0,40.0
168036928.0,121,55.0,55.0,39.0,29.0,29.0
168036960.0,125,33.0,12.0,4.0,3.0,3.0
168037760.0,36,21.0,,,,
168038160.0,15,9.0,,,,
168038240.0,51,15.0,4.0,3.0,3.0,3.0
168038352.0,30,29.0,29.0,29.0,25.0,
168038624.0,90,45.0,44.0,17.0,15.0,14.0
168039056.0,42,6.0,,,,
168039232.0,5,2.0,2.0,,,
168039392.0,10,8.0,1.0,,,
168040016.0,3,2.0,2.0,2.0,2.0,1.0
168040048.0,76,36.0,23.0,23.0,17.0,17.0
168040064.0,1,1.0,1.0,,,
168041248.0,169,112.0,81.0,58.0,36.0,25.0
168041360.0,66,19.0,13.0,11.0,11.0,
168041488.0,23,12.0,10.0,7.0,1.0,1.0
168041600.0,48,26.0,1.0,,,
168041840.0,51,20.0,13.0,11.0,8.0,8.0
168042016.0,170,107.0,51.0,15.0,15.0,15.0
168042240.0,12,11.0,11.0,3.0,2.0,2.0
168042608.0,108,76.0,15.0,15.0,11.0,11.0
168042784.0,4,,,,,
168043312.0,30,24.0,24.0,7.0,5.0,5.0
168043600.0,226,62.0,62.0,61.0,57.0,51.0
168043664.0,4,,,,,
168044352.0,13,13.0,6.0,6.0,4.0,4.0
168045280.0,12,1.0,1.0,,,
168045760.0,1,,,,,
168045904.0,24,9.0,5.0,2.0,2.0,2.0
168045952.0,24,7.0,7.0,3.0,,
168048112.0,25,9.0,9.0,9.0,9.0,2.0
168048288.0,85,49.0,49.0,46.0,38.0,38.0
168048720.0,9,6.0,5.0,3.0,3.0,2.0
168048864.0,99,97.0,97.0,95.0,92.0,92.0
168049152.0,66,49.0,38.0,34.0,16.0,16.0
168049584.0,91,84.0,84.0,66.0,55.0,55.0
168049808.0,43,19.0,9.0,9.0,1.0,1.0
168050144.0,31,1.0,,,,
168050576.0,47,17.0,16.0,1.0,1.0,1.0
168050608.0,18,8.0,4.0,4.0,3.0,3.0
168050672.0,2,2.0,2.0,2.0,2.0,2.0
168050816.0,42,35.0,3.0,3.0,3.0,1.0
168051184.0,27,12.0,10.0,3.0,3.0,1.0
168052560.0,36,8.0,8.0,8.0,8.0,8.0
168052880.0,12,9.0,5.0,2.0,2.0,2.0
168053296.0,267,254.0,8.0,5.0,5.0,3.0
168053424.0,5,5.0,2.0,1.0,1.0,1.0
168053776.0,44,27.0,13.0,13.0,10.0,10.0
168053792.0,251,223.0,163.0,144.0,142.0,20.0
168054032.0,1,,,,,
168054256.0,4,,,,,
168054560.0,25,16.0,15.0,6.0,4.0,3.0
168054768.0,348,346.0,34.0,34.0,32.0,4.0
168054928.0,82,44.0,5.0,4.0,4.0,4.0
168055408.0,194,161.0,83.0,25.0,25.0,24.0
168055584.0,48,48.0,48.0,39.0,39.0,39.0
168055968.0,5,2.0,,,,
168056096.0,4,2.0,,,,
168057392.0,1,,,,,
168057440.0,2,2.0,2.0,2.0,2.0,2.0
168057616.0,11,8.0,5.0,5.0,5.0,5.0
168058064.0,28,11.0,10.0,2.0,2.0,1.0
168058672.0,13,7.0,7.0,7.0,7.0,7.0
168059200.0,9,,,,,
168059760.0,24,24.0,1.0,,,
168060048.0,13,9.0,7.0,2.0,2.0,1.0
168061072.0,114,68.0,56.0,50.0,30.0,30.0
168061408.0,7,6.0,6.0,6.0,6.0,2.0
168061552.0,255,244.0,242.0,197.0,197.0,196.0
168062224.0,4,,,,,
168062416.0,9,2.0,2.0,2.0,2.0,2.0
168062448.0,107,75.0,24.0,20.0,19.0,19.0
168062944.0,5,3.0,3.0,3.0,3.0,2.0
168062976.0,141,109.0,73.0,67.0,63.0,58.0
168063168.0,37,1.0,1.0,1.0,,
168063472.0,18,14.0,5.0,5.0,4.0,3.0
168063616.0,33,19.0,14.0,14.0,2.0,2.0
168064160.0,1,1.0,1.0,1.0,1.0,1.0
168064256.0,5,3.0,2.0,2.0,2.0,1.0
168064384.0,2,1.0,1.0,1.0,1.0,1.0
168065104.0,75,47.0,36.0,17.0,17.0,16.0
168065456.0,187,83.0,11.0,5.0,3.0,3.0
168065536.0,15,,,,,
168066080.0,3,,,,,
168066144.0,3,2.0,2.0,2.0,2.0,2.0
168067792.0,3,2.0,1.0,1.0,,
168068448.0,45,21.0,19.0,15.0,7.0,7.0
168068704.0,1,1.0,1.0,1.0,1.0,1.0
168069904.0,3,2.0,2.0,,,
168070400.0,84,67.0,65.0,20.0,4.0,1.0
168070880.0,5,4.0,1.0,1.0,,
168070960.0,52,44.0,41.0,16.0,12.0,12.0
168071024.0,8,2.0,2.0,2.0,2.0,2.0
168071424.0,15,15.0,,,,
168073152.0,14,6.0,6.0,5.0,5.0,5.0
168073296.0,51,47.0,46.0,44.0,44.0,44.0
168073568.0,53,53.0,53.0,9.0,9.0,9.0
168073760.0,26,24.0,24.0,24.0,24.0,
168073840.0,35,4.0,1.0,,,
168074336.0,7,7.0,4.0,4.0,4.0,4.0
168075072.0,114,66.0,66.0,26.0,26.0,24.0
168075104.0,1,,,,,
168075520.0,31,7.0,3.0,2.0,2.0,2.0
168075808.0,5,,,,,
168076192.0,58,10.0,7.0,4.0,4.0,4.0
168076400.0,21,6.0,6.0,5.0,2.0,2.0
168076624.0,23,5.0,4.0,4.0,4.0,4.0
168077328.0,18,,,,,
168077616.0,1,,,,,
168078592.0,1,,,,,
168078656.0,1,,,,,
168078944.0,9,4.0,,,,
168079088.0,1,,,,,
