uid,freq_download_last_21_days,freq_download_last_14_days,freq_download_last_7_days,freq_download_last_3_days,freq_download_last_1_days
167759552.0,1,1.0,1.0,1.0,1.0
167759568.0,8,7.0,6.0,6.0,4.0
167759664.0,9,2.0,1.0,1.0,1.0
167759952.0,25,25.0,11.0,11.0,10.0
167760544.0,1,1.0,1.0,1.0,1.0
167760656.0,6,5.0,3.0,2.0,1.0
167760992.0,11,11.0,10.0,8.0,4.0
167762224.0,1,1.0,1.0,,
167762880.0,1,,,,
167763072.0,11,8.0,8.0,8.0,8.0
167763424.0,5,5.0,3.0,3.0,3.0
167763584.0,370,15.0,10.0,7.0,5.0
167766224.0,42,33.0,11.0,10.0,10.0
167766560.0,53,53.0,53.0,53.0,52.0
167766608.0,82,82.0,43.0,43.0,
167767024.0,2,2.0,2.0,,
167767936.0,43,29.0,1.0,1.0,1.0
167769440.0,24,24.0,24.0,24.0,24.0
167770176.0,1,,,,
167770848.0,13,8.0,8.0,8.0,8.0
167770912.0,9,8.0,,,
167771760.0,2,2.0,,,
167771904.0,81,80.0,36.0,34.0,33.0
167772176.0,5,5.0,2.0,2.0,2.0
167773264.0,3,3.0,3.0,1.0,1.0
167773536.0,57,57.0,57.0,45.0,45.0
167773968.0,9,,,,
167774112.0,26,3.0,3.0,3.0,3.0
167774768.0,3,2.0,2.0,2.0,2.0
167775248.0,2,,,,
167775616.0,66,22.0,19.0,18.0,17.0
167775856.0,7,3.0,1.0,1.0,
167775920.0,1,1.0,,,
167776048.0,20,20.0,19.0,,
167776224.0,1,1.0,1.0,1.0,1.0
167776304.0,17,17.0,,,
167776640.0,36,17.0,17.0,17.0,17.0
167776656.0,23,22.0,20.0,6.0,6.0
167777040.0,1,1.0,1.0,1.0,1.0
167777424.0,1,1.0,1.0,1.0,1.0
167777440.0,7,7.0,5.0,5.0,5.0
167777792.0,42,27.0,26.0,25.0,23.0
167778368.0,46,46.0,2.0,2.0,2.0
167780144.0,11,9.0,,,
167780288.0,26,13.0,12.0,,
167781040.0,15,15.0,8.0,8.0,8.0
167781168.0,22,20.0,14.0,12.0,12.0
167781632.0,1,,,,
167781680.0,15,1.0,,,
167782592.0,9,4.0,1.0,1.0,1.0
167782704.0,194,133.0,61.0,61.0,61.0
167782720.0,9,9.0,9.0,9.0,9.0
167783104.0,34,24.0,18.0,18.0,18.0
167783488.0,5,5.0,,,
167783744.0,5,4.0,3.0,3.0,3.0
167783776.0,278,240.0,30.0,30.0,30.0
167784272.0,169,150.0,131.0,131.0,131.0
167784400.0,206,166.0,9.0,9.0,8.0
167784608.0,12,12.0,12.0,12.0,12.0
167785072.0,3,1.0,,,
167785104.0,40,19.0,15.0,11.0,2.0
167785136.0,133,127.0,122.0,48.0,48.0
167785600.0,20,16.0,12.0,10.0,9.0
167785648.0,9,,,,
167785904.0,70,22.0,4.0,4.0,4.0
167785952.0,1,1.0,1.0,1.0,1.0
167786160.0,2,2.0,1.0,1.0,1.0
167786320.0,2,,,,
167786640.0,4,,,,
167787888.0,18,18.0,1.0,1.0,1.0
167788992.0,26,20.0,11.0,11.0,11.0
167789712.0,9,9.0,2.0,,
167790352.0,3,3.0,3.0,3.0,3.0
167790768.0,2,2.0,2.0,,
167790912.0,18,18.0,4.0,2.0,2.0
167791184.0,30,26.0,22.0,14.0,12.0
167792224.0,1,1.0,1.0,1.0,1.0
167792288.0,64,43.0,33.0,32.0,32.0
167792624.0,15,15.0,15.0,15.0,15.0
167792704.0,17,12.0,8.0,8.0,8.0
167792848.0,26,26.0,23.0,22.0,18.0
167793184.0,15,13.0,7.0,7.0,7.0
167793264.0,8,,,,
167793424.0,2,,,,
167793520.0,18,5.0,4.0,4.0,1.0
167793600.0,37,30.0,30.0,30.0,30.0
167794640.0,1,,,,
167795232.0,35,30.0,6.0,5.0,4.0
167795408.0,2,1.0,,,
167795632.0,1,1.0,,,
167795696.0,8,8.0,7.0,2.0,2.0
167796800.0,58,36.0,23.0,18.0,16.0
167797744.0,43,38.0,33.0,23.0,23.0
167798176.0,19,19.0,13.0,13.0,10.0
167798576.0,10,2.0,2.0,2.0,
167799264.0,43,17.0,16.0,12.0,11.0
167799664.0,13,13.0,13.0,13.0,12.0
167800048.0,26,20.0,1.0,,
167800304.0,1,1.0,1.0,1.0,1.0
167800624.0,9,9.0,,,
167800832.0,19,19.0,16.0,13.0,13.0
167801216.0,12,10.0,10.0,2.0,1.0
167802320.0,26,3.0,2.0,2.0,2.0
167803488.0,7,5.0,4.0,3.0,3.0
167803600.0,31,31.0,17.0,,
167803840.0,150,150.0,149.0,149.0,
167804144.0,25,25.0,25.0,25.0,25.0
167804464.0,1,1.0,1.0,1.0,
167804512.0,60,59.0,59.0,59.0,58.0
167804944.0,32,30.0,20.0,15.0,13.0
167805008.0,20,18.0,11.0,4.0,4.0
167805328.0,3,3.0,1.0,1.0,1.0
167805360.0,12,12.0,2.0,,
167805936.0,308,295.0,174.0,124.0,123.0
167806352.0,6,5.0,2.0,1.0,1.0
167806576.0,13,4.0,,,
167806704.0,1,1.0,1.0,1.0,1.0
167808032.0,368,211.0,202.0,165.0,165.0
167808112.0,4,4.0,,,
167809152.0,5,2.0,1.0,1.0,1.0
167809168.0,16,15.0,2.0,1.0,1.0
167809600.0,3,3.0,1.0,1.0,
167809616.0,37,37.0,20.0,20.0,12.0
167810496.0,19,5.0,3.0,2.0,2.0
167810768.0,7,4.0,2.0,1.0,1.0
167810848.0,64,64.0,25.0,25.0,18.0
167811184.0,10,6.0,4.0,2.0,2.0
167811472.0,15,11.0,8.0,8.0,8.0
167811552.0,28,28.0,9.0,9.0,9.0
167811792.0,1,1.0,1.0,1.0,1.0
167811888.0,226,45.0,,,
167811904.0,35,26.0,24.0,23.0,21.0
167812240.0,4,4.0,2.0,2.0,2.0
167813152.0,26,3.0,,,
167813984.0,15,14.0,1.0,,
167814496.0,3,2.0,,,
167814544.0,24,15.0,14.0,13.0,13.0
167814624.0,15,,,,
167815040.0,1,1.0,1.0,1.0,1.0
167815088.0,14,13.0,13.0,13.0,13.0
167815840.0,21,12.0,11.0,11.0,11.0
167817216.0,2,1.0,1.0,1.0,1.0
167817472.0,4,4.0,4.0,3.0,3.0
167818176.0,308,92.0,60.0,60.0,41.0
167818240.0,10,6.0,1.0,1.0,
167819536.0,7,7.0,4.0,3.0,3.0
167819696.0,7,1.0,1.0,,
167819808.0,27,5.0,,,
167820496.0,20,13.0,3.0,2.0,2.0
167820672.0,8,8.0,6.0,,
167821552.0,11,10.0,2.0,2.0,2.0
167821936.0,18,16.0,16.0,16.0,13.0
167822096.0,16,,,,
167822480.0,178,56.0,56.0,56.0,
167823056.0,2,,,,
167823232.0,15,,,,
167824304.0,3,2.0,2.0,1.0,1.0
167824624.0,30,30.0,30.0,30.0,30.0
167824880.0,12,9.0,8.0,8.0,3.0
167825008.0,15,15.0,12.0,8.0,7.0
167825056.0,1,1.0,1.0,,
167825936.0,11,6.0,5.0,5.0,4.0
167826368.0,7,1.0,1.0,1.0,
167827072.0,2,1.0,,,
167827472.0,1,,,,
167827920.0,1,1.0,1.0,,
167828272.0,8,4.0,4.0,2.0,2.0
167828432.0,1,1.0,,,
167828656.0,1,1.0,1.0,1.0,1.0
167828672.0,2568,2145.0,1042.0,652.0,652.0
167829200.0,15,7.0,4.0,3.0,2.0
167829472.0,3,2.0,2.0,2.0,2.0
167829728.0,665,3.0,2.0,,
167829840.0,139,130.0,5.0,5.0,5.0
167829952.0,384,330.0,248.0,158.0,128.0
167831360.0,1,1.0,,,
167831696.0,55,17.0,17.0,14.0,14.0
167832320.0,13,13.0,12.0,12.0,5.0
167832720.0,13,8.0,2.0,2.0,2.0
167833168.0,13,11.0,10.0,8.0,8.0
167833392.0,9,9.0,,,
167833520.0,21,5.0,3.0,3.0,3.0
167834288.0,3,1.0,,,
167834320.0,1986,1967.0,1305.0,1302.0,642.0
167834400.0,8,8.0,2.0,1.0,1.0
167834512.0,2,2.0,2.0,2.0,2.0
167834976.0,12,12.0,12.0,2.0,2.0
167837856.0,4,4.0,4.0,3.0,3.0
167837920.0,9,8.0,8.0,,
167838512.0,26,12.0,12.0,12.0,12.0
167838784.0,3,1.0,,,
167839104.0,151,151.0,151.0,150.0,149.0
167839424.0,26,19.0,19.0,19.0,19.0
167839776.0,18,8.0,6.0,6.0,6.0
167840128.0,26,22.0,15.0,12.0,9.0
167840464.0,10,5.0,4.0,4.0,2.0
167840480.0,386,265.0,264.0,260.0,260.0
167840752.0,36,23.0,13.0,10.0,10.0
167841280.0,134,107.0,6.0,6.0,6.0
167842240.0,5,5.0,3.0,1.0,1.0
167842416.0,128,61.0,48.0,48.0,44.0
167843152.0,33,33.0,11.0,7.0,
167843232.0,2,2.0,1.0,1.0,1.0
167843536.0,411,165.0,144.0,144.0,144.0
167843600.0,49,32.0,22.0,20.0,20.0
167843888.0,22,7.0,7.0,7.0,
167844128.0,848,848.0,848.0,417.0,417.0
167844336.0,11,10.0,8.0,5.0,5.0
167844464.0,39,39.0,33.0,32.0,29.0
167845184.0,112,59.0,22.0,,
167845648.0,10,9.0,9.0,9.0,9.0
167846080.0,4,4.0,2.0,2.0,2.0
167846208.0,2,1.0,,,
167846464.0,7,3.0,2.0,2.0,1.0
167846848.0,90,74.0,39.0,25.0,25.0
167847216.0,5,5.0,3.0,3.0,3.0
167847440.0,1,,,,
167848048.0,6,6.0,,,
167848992.0,82,73.0,73.0,73.0,73.0
167849488.0,18,15.0,8.0,5.0,5.0
167849920.0,1,1.0,1.0,,
167850128.0,3,2.0,,,
167850912.0,67,67.0,,,
167852080.0,40,1.0,1.0,,
167852528.0,6,6.0,6.0,6.0,6.0
167852608.0,93,46.0,33.0,32.0,25.0
167853216.0,23,19.0,6.0,3.0,3.0
167854960.0,7,,,,
167855536.0,42,12.0,2.0,2.0,2.0
167855632.0,2,2.0,,,
167856352.0,6,5.0,5.0,2.0,2.0
167856400.0,13,9.0,5.0,2.0,1.0
167856512.0,9,5.0,5.0,3.0,1.0
167856576.0,1,1.0,,,
167856608.0,15,12.0,2.0,2.0,2.0
167856976.0,104,2.0,2.0,2.0,2.0
167857136.0,52,52.0,52.0,,
167857312.0,56,48.0,40.0,26.0,26.0
167857568.0,103,50.0,18.0,18.0,16.0
167857776.0,9,6.0,2.0,2.0,2.0
167859920.0,71,1.0,1.0,1.0,1.0
167860064.0,27,25.0,5.0,2.0,2.0
167860144.0,28,,,,
167861664.0,8,4.0,4.0,1.0,1.0
167862400.0,12,3.0,1.0,1.0,1.0
167862736.0,85,85.0,79.0,10.0,10.0
167864224.0,16,10.0,10.0,3.0,3.0
167864528.0,2,,,,
167864864.0,22,13.0,7.0,,
167865040.0,30,14.0,14.0,3.0,3.0
167865632.0,12,6.0,,,
167867024.0,55,,,,
167867376.0,16,16.0,16.0,,
167867600.0,9,8.0,8.0,8.0,1.0
167867824.0,24,6.0,6.0,,
167867920.0,54,12.0,12.0,9.0,9.0
167867984.0,24,16.0,2.0,2.0,2.0
167868272.0,167,147.0,108.0,108.0,108.0
167868512.0,75,74.0,53.0,53.0,52.0
167868528.0,2,2.0,1.0,,
167869440.0,3,3.0,1.0,1.0,1.0
167869792.0,4,,,,
167870304.0,24,13.0,8.0,1.0,1.0
167870352.0,16,13.0,13.0,9.0,9.0
167870512.0,11,10.0,9.0,9.0,9.0
167870544.0,5,5.0,5.0,,
167870576.0,376,,,,
167870928.0,2,,,,
167871088.0,129,8.0,8.0,6.0,3.0
167871248.0,60,44.0,5.0,2.0,2.0
167871728.0,16,16.0,16.0,15.0,15.0
167871904.0,1,1.0,1.0,1.0,1.0
167871936.0,199,133.0,58.0,47.0,46.0
167871984.0,4,1.0,,,
167872064.0,3,1.0,,,
167872144.0,1,1.0,1.0,1.0,
167872320.0,210,207.0,207.0,207.0,207.0
167873072.0,9,3.0,3.0,2.0,2.0
167873264.0,6,4.0,3.0,3.0,3.0
167873408.0,37,37.0,36.0,36.0,36.0
167873728.0,29,29.0,19.0,19.0,19.0
167874928.0,211,168.0,,,
167875152.0,9,1.0,1.0,1.0,1.0
167876368.0,16,16.0,10.0,9.0,5.0
167876592.0,26,26.0,26.0,26.0,26.0
167876624.0,90,90.0,89.0,62.0,55.0
167876896.0,82,64.0,51.0,36.0,35.0
167877008.0,44,19.0,11.0,10.0,9.0
167877616.0,18,18.0,17.0,17.0,17.0
167877696.0,1,1.0,,,
167877776.0,33,27.0,24.0,4.0,4.0
167878112.0,4,4.0,3.0,3.0,3.0
167878256.0,7,7.0,,,
167879152.0,13,,,,
167879632.0,41,25.0,,,
167880336.0,8,7.0,1.0,1.0,1.0
167880496.0,3,3.0,,,
167880640.0,3,3.0,3.0,3.0,2.0
167880864.0,14,13.0,8.0,6.0,5.0
167881696.0,10,,,,
167881776.0,5,2.0,,,
167882192.0,31,27.0,4.0,2.0,1.0
167882816.0,41,41.0,41.0,41.0,41.0
167883520.0,15,15.0,15.0,15.0,12.0
167883872.0,26,23.0,23.0,23.0,23.0
167884352.0,2,,,,
167884544.0,4,3.0,1.0,1.0,1.0
167884672.0,4,2.0,1.0,1.0,1.0
167884688.0,90,87.0,75.0,74.0,74.0
167884768.0,10,5.0,2.0,2.0,2.0
167884816.0,4,3.0,1.0,,
167885760.0,72,72.0,67.0,49.0,34.0
167886032.0,47,47.0,40.0,34.0,34.0
167886224.0,1,,,,
167886288.0,2,,,,
167886400.0,38,30.0,11.0,5.0,5.0
167886544.0,9,8.0,1.0,1.0,1.0
167887264.0,52,46.0,46.0,18.0,18.0
167887584.0,5,5.0,4.0,3.0,3.0
167887680.0,8,7.0,7.0,6.0,6.0
167887840.0,135,96.0,82.0,78.0,56.0
167887904.0,1,,,,
167887936.0,18,13.0,3.0,1.0,1.0
167888448.0,54,11.0,8.0,6.0,6.0
167889040.0,144,117.0,99.0,19.0,2.0
167889088.0,6,3.0,,,
167889216.0,11,11.0,8.0,4.0,4.0
167890000.0,5,5.0,5.0,5.0,5.0
167890160.0,7,7.0,,,
167890272.0,10,9.0,7.0,7.0,7.0
167890304.0,113,99.0,69.0,61.0,61.0
167890640.0,85,85.0,4.0,3.0,3.0
167891056.0,1,,,,
167891120.0,57,4.0,,,
167891376.0,1,1.0,1.0,1.0,1.0
167892448.0,6,5.0,5.0,3.0,2.0
167892576.0,2,1.0,1.0,,
167892976.0,5,2.0,2.0,2.0,2.0
167893664.0,29,29.0,29.0,29.0,29.0
167893680.0,12,8.0,3.0,,
167894144.0,20,10.0,7.0,1.0,1.0
167894992.0,1,,,,
167895312.0,46,36.0,28.0,27.0,27.0
167896192.0,26,18.0,14.0,12.0,12.0
167896400.0,34,31.0,13.0,11.0,7.0
167896496.0,30,19.0,13.0,8.0,6.0
167896768.0,36,33.0,31.0,20.0,20.0
167897024.0,1,1.0,1.0,1.0,
167897072.0,116,116.0,116.0,5.0,4.0
167897712.0,12,7.0,3.0,2.0,2.0
167897808.0,23,22.0,1.0,,
167897920.0,244,228.0,162.0,104.0,89.0
167897952.0,2,2.0,,,
167898736.0,334,249.0,28.0,26.0,26.0
167899152.0,4,2.0,1.0,1.0,1.0
167899200.0,23,3.0,3.0,,
167899456.0,31,24.0,11.0,11.0,11.0
167899632.0,18,8.0,8.0,5.0,5.0
167900688.0,29,26.0,24.0,24.0,22.0
167900768.0,23,22.0,20.0,19.0,
167900832.0,1,1.0,1.0,1.0,1.0
167901088.0,5,5.0,5.0,3.0,3.0
167902448.0,6,6.0,6.0,6.0,6.0
167902496.0,2,2.0,,,
167903136.0,66,65.0,65.0,65.0,65.0
167903584.0,6,5.0,5.0,5.0,5.0
167904224.0,2,1.0,1.0,1.0,1.0
167905248.0,7,1.0,,,
167905728.0,1,,,,
167906032.0,129,102.0,5.0,2.0,2.0
167906176.0,7,,,,
167906864.0,68,68.0,53.0,19.0,19.0
167906880.0,1,1.0,,,
167907184.0,37,36.0,14.0,5.0,5.0
167907424.0,2,2.0,,,
167908400.0,11,11.0,7.0,2.0,1.0
167908736.0,100,6.0,6.0,5.0,5.0
167909056.0,10,9.0,7.0,6.0,6.0
167909200.0,32,19.0,9.0,5.0,5.0
167909424.0,37,27.0,20.0,20.0,18.0
167909504.0,4,3.0,3.0,3.0,3.0
167909552.0,3,3.0,3.0,3.0,3.0
167909744.0,33,32.0,15.0,12.0,12.0
167909984.0,23,16.0,16.0,15.0,15.0
167910368.0,11,2.0,2.0,2.0,2.0
167910832.0,45,45.0,3.0,3.0,3.0
167911248.0,4,3.0,3.0,3.0,2.0
167912016.0,9,,,,
167912144.0,1,1.0,,,
167912256.0,10,9.0,6.0,3.0,3.0
167913088.0,60,59.0,29.0,26.0,22.0
167913520.0,8,8.0,7.0,7.0,7.0
167913792.0,51,51.0,50.0,37.0,37.0
167914016.0,30,30.0,15.0,10.0,10.0
167914848.0,22,20.0,1.0,,
167915120.0,27,,,,
167915456.0,9,5.0,4.0,3.0,3.0
167916032.0,1,1.0,,,
167916208.0,2,1.0,,,
167916688.0,25,24.0,4.0,4.0,4.0
167917008.0,1,1.0,,,
167917856.0,26,26.0,26.0,26.0,26.0
167919120.0,554,405.0,355.0,253.0,202.0
167919344.0,1,1.0,1.0,1.0,1.0
167919568.0,16,8.0,8.0,8.0,8.0
167919696.0,16,5.0,4.0,,
167920256.0,10,,,,
167920672.0,13,2.0,2.0,2.0,1.0
167923072.0,32,26.0,13.0,10.0,10.0
167923488.0,2,2.0,2.0,2.0,2.0
167924240.0,35,26.0,26.0,26.0,26.0
167924768.0,10,1.0,1.0,1.0,1.0
167924896.0,1,,,,
167925792.0,18,9.0,5.0,2.0,2.0
167925920.0,8,6.0,6.0,6.0,6.0
167926544.0,17,16.0,13.0,6.0,3.0
167926560.0,40,39.0,36.0,9.0,4.0
167926992.0,3,3.0,3.0,3.0,3.0
167927024.0,14,6.0,4.0,2.0,1.0
167927056.0,70,43.0,38.0,18.0,18.0
167927408.0,5,2.0,,,
167927440.0,28,28.0,28.0,8.0,
167927712.0,70,69.0,68.0,44.0,35.0
167928176.0,14,11.0,1.0,1.0,
167928832.0,7,7.0,6.0,5.0,5.0
167928912.0,7,5.0,5.0,5.0,5.0
167929168.0,23,10.0,6.0,6.0,6.0
167929824.0,1,,,,
167929968.0,1,1.0,1.0,1.0,1.0
167930048.0,14,11.0,3.0,3.0,3.0
167930640.0,97,31.0,27.0,23.0,18.0
167930880.0,5,5.0,5.0,,
167931136.0,3,3.0,1.0,1.0,1.0
167931744.0,5,5.0,1.0,1.0,1.0
167932272.0,48,29.0,22.0,19.0,19.0
167932672.0,52,52.0,52.0,41.0,33.0
167932864.0,2,2.0,2.0,1.0,
167933312.0,2,2.0,2.0,2.0,2.0
167933520.0,1,1.0,1.0,1.0,
167933744.0,3,,,,
167934176.0,24,23.0,17.0,16.0,16.0
167934800.0,10,9.0,8.0,2.0,2.0
167934912.0,2,2.0,2.0,2.0,2.0
167935408.0,12,11.0,11.0,7.0,5.0
167935760.0,88,46.0,35.0,29.0,26.0
167935936.0,2,2.0,,,
167935968.0,3,1.0,1.0,1.0,1.0
167936640.0,58,57.0,55.0,53.0,53.0
167936768.0,99,74.0,72.0,69.0,69.0
167936784.0,10,9.0,7.0,4.0,4.0
167937280.0,2,2.0,2.0,2.0,2.0
167937664.0,19,18.0,8.0,4.0,4.0
167937856.0,3,2.0,,,
167937920.0,148,136.0,95.0,95.0,69.0
167938592.0,59,49.0,45.0,30.0,
167938688.0,31,18.0,16.0,9.0,9.0
167938784.0,1,,,,
167938944.0,14,14.0,13.0,12.0,12.0
167939168.0,22,11.0,7.0,7.0,7.0
167940304.0,1,1.0,1.0,,
167940624.0,120,120.0,,,
167941088.0,9,5.0,5.0,5.0,5.0
167941344.0,7,7.0,7.0,,
167941728.0,2,2.0,1.0,1.0,1.0
167942080.0,1,1.0,1.0,,
167943520.0,5,3.0,2.0,2.0,2.0
167943664.0,25,18.0,17.0,11.0,11.0
167943904.0,15,10.0,1.0,,
167944432.0,6,6.0,4.0,4.0,4.0
167944560.0,48,38.0,37.0,37.0,37.0
167944784.0,7,5.0,5.0,3.0,2.0
167945104.0,34,33.0,13.0,13.0,13.0
167945200.0,13,12.0,10.0,8.0,8.0
167945264.0,39,23.0,16.0,9.0,6.0
167946240.0,1,1.0,1.0,1.0,1.0
167946368.0,2,2.0,2.0,2.0,2.0
167946816.0,3,2.0,1.0,1.0,1.0
167947312.0,2,2.0,2.0,2.0,
167947472.0,15,,,,
167947616.0,2,2.0,2.0,2.0,2.0
167947888.0,2,,,,
167948032.0,4,3.0,3.0,,
167948368.0,12,11.0,11.0,,
167948464.0,1,1.0,,,
167949088.0,62,44.0,33.0,33.0,22.0
167949200.0,110,20.0,14.0,11.0,11.0
167949792.0,1,1.0,1.0,1.0,1.0
167949984.0,6,6.0,6.0,6.0,2.0
167950416.0,7,4.0,3.0,3.0,3.0
167950672.0,50,26.0,12.0,12.0,12.0
167951040.0,58,58.0,58.0,,
167951072.0,45,28.0,12.0,12.0,9.0
167951360.0,74,71.0,65.0,54.0,53.0
167952224.0,58,50.0,29.0,22.0,22.0
167952240.0,1375,1110.0,958.0,735.0,717.0
167952512.0,39,36.0,16.0,14.0,14.0
167952608.0,24,21.0,13.0,12.0,11.0
167952624.0,12,,,,
167952800.0,15,10.0,9.0,9.0,9.0
167953024.0,10,10.0,10.0,10.0,10.0
167953552.0,1,1.0,1.0,,
167954000.0,1,1.0,1.0,1.0,1.0
167954080.0,239,239.0,239.0,239.0,239.0
167954096.0,2,2.0,,,
167954560.0,66,44.0,44.0,43.0,34.0
167954848.0,8,6.0,3.0,2.0,2.0
167956304.0,8,1.0,1.0,,
167956960.0,21,17.0,12.0,12.0,12.0
167956976.0,5,3.0,,,
167957136.0,65,56.0,52.0,52.0,52.0
167957216.0,12,11.0,5.0,5.0,5.0
167957936.0,5,5.0,4.0,2.0,2.0
167957952.0,2,2.0,1.0,1.0,
167958128.0,64,17.0,5.0,4.0,4.0
167958288.0,12,1.0,1.0,1.0,1.0
167958448.0,15,,,,
167958544.0,1,1.0,1.0,,
167959248.0,37,33.0,28.0,21.0,21.0
167959280.0,26,5.0,2.0,2.0,2.0
167959472.0,9,9.0,3.0,3.0,3.0
167959504.0,25,10.0,9.0,9.0,9.0
167959536.0,1,1.0,1.0,1.0,1.0
167959744.0,4,4.0,3.0,3.0,
167959840.0,84,82.0,58.0,47.0,34.0
167959888.0,11,,,,
167959920.0,1,1.0,,,
167960656.0,18,13.0,11.0,9.0,9.0
167960672.0,1,1.0,1.0,1.0,1.0
167960688.0,2,2.0,2.0,,
167961216.0,6,4.0,1.0,1.0,1.0
167961456.0,2,,,,
167961840.0,31,31.0,31.0,31.0,31.0
167961920.0,22,8.0,1.0,,
167962448.0,1,1.0,,,
167962544.0,49,44.0,1.0,1.0,1.0
167962688.0,21,21.0,19.0,19.0,13.0
167962944.0,37,37.0,37.0,36.0,36.0
167963328.0,15,5.0,5.0,5.0,5.0
167963632.0,48,48.0,48.0,48.0,48.0
167963680.0,10,10.0,10.0,10.0,7.0
167963792.0,9,4.0,1.0,1.0,1.0
167964576.0,36,8.0,4.0,4.0,3.0
167964816.0,15,7.0,4.0,4.0,4.0
167965392.0,29,25.0,24.0,10.0,10.0
167965760.0,6,6.0,4.0,1.0,1.0
167965968.0,45,44.0,33.0,31.0,30.0
167966160.0,5,3.0,2.0,2.0,1.0
167966272.0,2,1.0,,,
167966304.0,3,,,,
167966528.0,20,19.0,17.0,15.0,15.0
167966544.0,28,28.0,21.0,18.0,16.0
167966688.0,32,30.0,30.0,30.0,30.0
167966784.0,32,31.0,,,
167966912.0,226,225.0,216.0,73.0,72.0
167967152.0,45,37.0,22.0,22.0,22.0
167967184.0,1,1.0,,,
167967504.0,76,15.0,15.0,2.0,2.0
167967920.0,2,2.0,2.0,2.0,2.0
167968448.0,7,7.0,7.0,7.0,7.0
167968896.0,1,1.0,1.0,1.0,1.0
167968992.0,75,69.0,58.0,57.0,56.0
167969792.0,44,42.0,32.0,1.0,1.0
167969872.0,61,,,,
167970016.0,22,4.0,1.0,,
167970368.0,11,6.0,5.0,4.0,3.0
167971056.0,1,1.0,1.0,1.0,1.0
167971616.0,17,5.0,3.0,3.0,
167971776.0,41,41.0,40.0,40.0,39.0
167971792.0,2,,,,
167972032.0,4,4.0,2.0,2.0,2.0
167972800.0,4,,,,
167972880.0,16,11.0,5.0,5.0,5.0
167972960.0,6,5.0,4.0,3.0,3.0
167973120.0,6,4.0,2.0,2.0,2.0
167973152.0,40,23.0,18.0,14.0,14.0
167973200.0,39,36.0,21.0,20.0,20.0
167974912.0,1,1.0,1.0,1.0,1.0
167975056.0,16,10.0,7.0,6.0,5.0
167975296.0,31,29.0,25.0,25.0,25.0
167975312.0,24,4.0,,,
167975792.0,12,11.0,11.0,6.0,6.0
167975904.0,7,4.0,4.0,4.0,4.0
167976240.0,14,14.0,5.0,1.0,1.0
167976304.0,63,61.0,3.0,3.0,2.0
167976800.0,36,,,,
167977312.0,59,52.0,46.0,46.0,46.0
167977648.0,21,18.0,2.0,2.0,2.0
167978288.0,2,,,,
167978944.0,1,1.0,1.0,1.0,1.0
167979168.0,1,1.0,1.0,1.0,1.0
167979360.0,18,18.0,14.0,12.0,5.0
167979696.0,19,1.0,1.0,1.0,1.0
167979792.0,21,15.0,15.0,15.0,15.0
167980784.0,40,30.0,24.0,22.0,22.0
167981312.0,11,8.0,7.0,6.0,
167981392.0,17,8.0,8.0,7.0,7.0
167981808.0,1,1.0,1.0,1.0,1.0
167981936.0,26,22.0,19.0,19.0,19.0
167982560.0,34,25.0,23.0,20.0,20.0
167982672.0,36,36.0,36.0,,
167983216.0,23,23.0,17.0,17.0,17.0
167983424.0,11,10.0,,,
167983696.0,87,16.0,16.0,16.0,16.0
167984192.0,153,135.0,89.0,20.0,20.0
167984656.0,23,13.0,6.0,4.0,4.0
167984800.0,11,5.0,2.0,2.0,
167985488.0,6,1.0,1.0,1.0,1.0
167985648.0,94,49.0,31.0,31.0,31.0
167985760.0,606,477.0,362.0,319.0,277.0
167985792.0,27,12.0,1.0,1.0,1.0
167986400.0,24,15.0,12.0,4.0,2.0
167987088.0,31,24.0,23.0,23.0,23.0
167987504.0,15,6.0,5.0,4.0,4.0
167988528.0,46,38.0,33.0,33.0,33.0
167988560.0,6,6.0,,,
167988928.0,8,6.0,,,
167989136.0,147,130.0,96.0,77.0,77.0
167989536.0,38,36.0,36.0,22.0,22.0
167990256.0,37,37.0,5.0,4.0,3.0
167990752.0,15,15.0,14.0,14.0,10.0
167991584.0,8,3.0,3.0,3.0,3.0
167992720.0,18,9.0,5.0,4.0,3.0
167992752.0,10,10.0,10.0,10.0,10.0
167993312.0,13,1.0,,,
167993632.0,6,3.0,3.0,2.0,2.0
167993680.0,323,274.0,252.0,252.0,252.0
167993984.0,183,163.0,145.0,144.0,142.0
167994016.0,4,2.0,,,
167994144.0,24,9.0,9.0,9.0,4.0
167994464.0,52,48.0,4.0,4.0,4.0
167994512.0,2,2.0,2.0,,
167995408.0,42,39.0,32.0,31.0,31.0
167995504.0,53,42.0,33.0,28.0,27.0
167995696.0,1,,,,
167996352.0,54,53.0,41.0,41.0,39.0
167997152.0,23,18.0,10.0,8.0,5.0
167997216.0,16,9.0,2.0,1.0,1.0
167997760.0,282,163.0,148.0,129.0,8.0
167998320.0,13,1.0,1.0,1.0,
167998704.0,22,20.0,9.0,9.0,7.0
167998880.0,27,24.0,22.0,22.0,21.0
167999680.0,1,1.0,1.0,1.0,1.0
167999856.0,348,106.0,73.0,67.0,65.0
168000080.0,46,37.0,35.0,34.0,6.0
168000224.0,49,49.0,49.0,49.0,49.0
168000464.0,11,8.0,8.0,2.0,2.0
168001216.0,16,2.0,,,
168001280.0,191,165.0,123.0,41.0,40.0
