uid,freq_download_last_21_days,freq_download_last_14_days,freq_download_last_7_days,freq_download_last_3_days,freq_download_last_1_days
168001408.0,29,28.0,27.0,2.0,2.0
168002352.0,2,,,,
168002688.0,5,5.0,1.0,1.0,1.0
168002944.0,41,39.0,36.0,34.0,34.0
168003088.0,4,3.0,1.0,1.0,1.0
168003248.0,10,10.0,10.0,10.0,2.0
168003312.0,61,61.0,1.0,1.0,1.0
168003840.0,23,18.0,5.0,4.0,4.0
168004000.0,3,2.0,,,
168005024.0,40,23.0,16.0,15.0,11.0
168005392.0,3,3.0,1.0,1.0,1.0
168005552.0,30,16.0,13.0,12.0,12.0
168006704.0,23,10.0,9.0,6.0,6.0
168006800.0,2,2.0,2.0,1.0,1.0
168007024.0,4,4.0,1.0,,
168007616.0,27,5.0,3.0,3.0,3.0
168007888.0,4,4.0,4.0,4.0,4.0
168007984.0,15,13.0,9.0,7.0,6.0
168008032.0,59,48.0,38.0,34.0,34.0
168008160.0,49,3.0,1.0,1.0,1.0
168008448.0,16,16.0,9.0,9.0,9.0
168008528.0,90,83.0,69.0,28.0,27.0
168008944.0,16,9.0,5.0,1.0,1.0
168009072.0,6,6.0,2.0,2.0,2.0
168009264.0,9,9.0,9.0,9.0,9.0
168009488.0,26,23.0,12.0,4.0,4.0
168009824.0,164,151.0,139.0,132.0,98.0
168010368.0,60,43.0,18.0,15.0,13.0
168010976.0,86,85.0,8.0,8.0,8.0
168011152.0,101,13.0,7.0,5.0,4.0
168011216.0,109,6.0,5.0,5.0,5.0
168011376.0,85,85.0,84.0,84.0,84.0
168011712.0,3,3.0,1.0,1.0,
168013136.0,50,17.0,17.0,17.0,17.0
168013552.0,4,3.0,3.0,2.0,2.0
168013760.0,22,12.0,2.0,1.0,
168013920.0,7,7.0,7.0,7.0,7.0
168013936.0,31,21.0,9.0,4.0,4.0
168014320.0,15,15.0,9.0,9.0,
168014464.0,1,1.0,1.0,1.0,1.0
168015120.0,86,45.0,21.0,17.0,6.0
168015696.0,10,10.0,4.0,4.0,4.0
168017152.0,113,98.0,18.0,8.0,8.0
168017200.0,8,8.0,8.0,8.0,8.0
168017408.0,5,5.0,3.0,3.0,
168017648.0,101,101.0,31.0,9.0,9.0
168017760.0,23,8.0,5.0,5.0,5.0
168017952.0,3,3.0,1.0,,
168018768.0,2,2.0,2.0,2.0,2.0
168019680.0,45,18.0,9.0,2.0,
168019712.0,114,114.0,35.0,24.0,22.0
168020224.0,24,11.0,6.0,4.0,4.0
168020768.0,16,16.0,16.0,15.0,14.0
168021008.0,4,1.0,,,
168021072.0,1,,,,
168022208.0,186,186.0,4.0,4.0,4.0
168022336.0,37,35.0,32.0,30.0,30.0
168022352.0,452,452.0,410.0,,
168022960.0,18,18.0,18.0,,
168023360.0,137,11.0,7.0,4.0,3.0
168023408.0,1,,,,
168023616.0,36,36.0,36.0,6.0,6.0
168023936.0,36,2.0,1.0,,
168024032.0,15,15.0,13.0,11.0,9.0
168024144.0,19,7.0,4.0,1.0,1.0
168025856.0,40,36.0,35.0,34.0,34.0
168026080.0,10,8.0,7.0,6.0,1.0
168026416.0,61,2.0,1.0,1.0,1.0
168026480.0,98,97.0,97.0,81.0,81.0
168027760.0,24,22.0,22.0,16.0,16.0
168028144.0,1,1.0,1.0,,
168028208.0,53,44.0,44.0,25.0,23.0
168028352.0,2,2.0,,,
168028480.0,26,15.0,1.0,1.0,1.0
168028688.0,10,8.0,3.0,3.0,3.0
168029552.0,46,16.0,,,
168030224.0,5,1.0,1.0,1.0,1.0
168030624.0,1,,,,
168031280.0,46,46.0,46.0,46.0,46.0
168031504.0,41,30.0,1.0,1.0,1.0
168032048.0,4,3.0,3.0,1.0,1.0
168032064.0,3,,,,
168032096.0,5,5.0,4.0,4.0,4.0
168032496.0,8,8.0,8.0,7.0,6.0
168032576.0,4,3.0,,,
168033168.0,7,3.0,3.0,3.0,3.0
168033248.0,40,40.0,28.0,28.0,28.0
168033536.0,3,3.0,2.0,2.0,2.0
168033616.0,76,71.0,29.0,24.0,24.0
168033744.0,3,,,,
168034816.0,57,16.0,16.0,14.0,14.0
168035296.0,55,55.0,1.0,,
168035712.0,5,5.0,4.0,4.0,4.0
168036432.0,20,2.0,2.0,2.0,2.0
168036800.0,73,45.0,40.0,40.0,40.0
168036928.0,55,55.0,39.0,29.0,29.0
168036960.0,33,12.0,4.0,3.0,3.0
168037760.0,21,,,,
168038160.0,9,,,,
168038240.0,15,4.0,3.0,3.0,3.0
168038352.0,29,29.0,29.0,25.0,
168038624.0,45,44.0,17.0,15.0,14.0
168039056.0,6,,,,
168039232.0,2,2.0,,,
168039392.0,8,1.0,,,
168040016.0,2,2.0,2.0,2.0,1.0
168040048.0,36,23.0,23.0,17.0,17.0
168040064.0,1,1.0,,,
168041248.0,112,81.0,58.0,36.0,25.0
168041360.0,19,13.0,11.0,11.0,
168041488.0,12,10.0,7.0,1.0,1.0
168041600.0,26,1.0,,,
168041840.0,20,13.0,11.0,8.0,8.0
168042016.0,107,51.0,15.0,15.0,15.0
168042240.0,11,11.0,3.0,2.0,2.0
168042608.0,76,15.0,15.0,11.0,11.0
168043312.0,24,24.0,7.0,5.0,5.0
168043600.0,62,62.0,61.0,57.0,51.0
168044352.0,13,6.0,6.0,4.0,4.0
168045280.0,1,1.0,,,
168045904.0,9,5.0,2.0,2.0,2.0
168045952.0,7,7.0,3.0,,
168048112.0,9,9.0,9.0,9.0,2.0
168048288.0,49,49.0,46.0,38.0,38.0
168048720.0,6,5.0,3.0,3.0,2.0
168048864.0,97,97.0,95.0,92.0,92.0
168049152.0,49,38.0,34.0,16.0,16.0
168049584.0,84,84.0,66.0,55.0,55.0
168049808.0,19,9.0,9.0,1.0,1.0
168050144.0,1,,,,
168050576.0,17,16.0,1.0,1.0,1.0
168050608.0,8,4.0,4.0,3.0,3.0
168050672.0,2,2.0,2.0,2.0,2.0
168050816.0,35,3.0,3.0,3.0,1.0
168051184.0,12,10.0,3.0,3.0,1.0
168052560.0,8,8.0,8.0,8.0,8.0
168052880.0,9,5.0,2.0,2.0,2.0
168053296.0,254,8.0,5.0,5.0,3.0
168053424.0,5,2.0,1.0,1.0,1.0
168053776.0,27,13.0,13.0,10.0,10.0
168053792.0,223,163.0,144.0,142.0,20.0
168054560.0,16,15.0,6.0,4.0,3.0
168054768.0,346,34.0,34.0,32.0,4.0
168054928.0,44,5.0,4.0,4.0,4.0
168055408.0,161,83.0,25.0,25.0,24.0
168055584.0,48,48.0,39.0,39.0,39.0
168055968.0,2,,,,
168056096.0,2,,,,
168057440.0,2,2.0,2.0,2.0,2.0
168057616.0,8,5.0,5.0,5.0,5.0
168058064.0,11,10.0,2.0,2.0,1.0
168058672.0,7,7.0,7.0,7.0,7.0
168059760.0,24,1.0,,,
168060048.0,9,7.0,2.0,2.0,1.0
168061072.0,68,56.0,50.0,30.0,30.0
168061408.0,6,6.0,6.0,6.0,2.0
168061552.0,244,242.0,197.0,197.0,196.0
168062416.0,2,2.0,2.0,2.0,2.0
168062448.0,75,24.0,20.0,19.0,19.0
168062944.0,3,3.0,3.0,3.0,2.0
168062976.0,109,73.0,67.0,63.0,58.0
168063168.0,1,1.0,1.0,,
168063472.0,14,5.0,5.0,4.0,3.0
168063616.0,19,14.0,14.0,2.0,2.0
168064160.0,1,1.0,1.0,1.0,1.0
168064256.0,3,2.0,2.0,2.0,1.0
168064384.0,1,1.0,1.0,1.0,1.0
168065104.0,47,36.0,17.0,17.0,16.0
168065456.0,83,11.0,5.0,3.0,3.0
168066144.0,2,2.0,2.0,2.0,2.0
168067792.0,2,1.0,1.0,,
168068448.0,21,19.0,15.0,7.0,7.0
168068704.0,1,1.0,1.0,1.0,1.0
168069904.0,2,2.0,,,
168070400.0,67,65.0,20.0,4.0,1.0
168070880.0,4,1.0,1.0,,
168070960.0,44,41.0,16.0,12.0,12.0
168071024.0,2,2.0,2.0,2.0,2.0
168071424.0,15,,,,
168073152.0,6,6.0,5.0,5.0,5.0
168073296.0,47,46.0,44.0,44.0,44.0
168073568.0,53,53.0,9.0,9.0,9.0
168073760.0,24,24.0,24.0,24.0,
168073840.0,4,1.0,,,
168074336.0,7,4.0,4.0,4.0,4.0
168075072.0,66,66.0,26.0,26.0,24.0
168075520.0,7,3.0,2.0,2.0,2.0
168076192.0,10,7.0,4.0,4.0,4.0
168076400.0,6,6.0,5.0,2.0,2.0
168076624.0,5,4.0,4.0,4.0,4.0
168078944.0,4,,,,
168079168.0,9,8.0,8.0,7.0,7.0
168079360.0,2,2.0,2.0,2.0,
168079664.0,53,45.0,37.0,31.0,31.0
168079712.0,24,22.0,2.0,2.0,2.0
168082192.0,21,17.0,17.0,13.0,13.0
168087840.0,126,22.0,16.0,11.0,11.0
168088480.0,101,100.0,100.0,,
168088640.0,10,10.0,10.0,10.0,10.0
168088992.0,2,1.0,,,
168089552.0,39,7.0,,,
168092016.0,1,,,,
168092672.0,73,19.0,19.0,19.0,19.0
168093152.0,3,2.0,2.0,,
168094304.0,18,14.0,10.0,8.0,7.0
168094512.0,4,,,,
168096960.0,2,2.0,2.0,2.0,
168097136.0,1,1.0,1.0,,
168097280.0,4,4.0,4.0,4.0,2.0
168097696.0,10,,,,
168097824.0,8,,,,
168097936.0,344,313.0,313.0,313.0,313.0
168098320.0,1,,,,
168098784.0,50,50.0,,,
168098944.0,34,25.0,22.0,22.0,22.0
168099296.0,1,,,,
168100608.0,20,18.0,16.0,4.0,2.0
168100816.0,1,,,,
168103184.0,2,1.0,1.0,,
168103392.0,3,3.0,2.0,1.0,1.0
168104912.0,6,6.0,4.0,4.0,4.0
168104928.0,1,1.0,1.0,,
168105392.0,15,10.0,10.0,8.0,8.0
168105536.0,6,6.0,6.0,5.0,5.0
168105808.0,9,9.0,7.0,1.0,
168106912.0,6,3.0,2.0,2.0,2.0
168107360.0,13,12.0,9.0,8.0,6.0
168107456.0,136,129.0,20.0,20.0,20.0
168107904.0,3,3.0,3.0,3.0,3.0
168108464.0,15,1.0,1.0,1.0,1.0
168108480.0,14,14.0,14.0,14.0,14.0
168108928.0,2,2.0,,,
168109552.0,109,57.0,5.0,5.0,5.0
168110000.0,2,1.0,1.0,1.0,1.0
168110960.0,17,2.0,,,
168111040.0,674,,,,
168111072.0,91,57.0,50.0,50.0,46.0
168111312.0,6,2.0,,,
168111840.0,33,32.0,32.0,32.0,11.0
168112000.0,148,148.0,148.0,148.0,148.0
168112048.0,5,4.0,4.0,1.0,1.0
168112096.0,7,5.0,,,
168112176.0,42,38.0,30.0,29.0,15.0
168112256.0,2,,,,
168113056.0,63,6.0,,,
168113872.0,3,1.0,1.0,1.0,1.0
168114064.0,21,18.0,3.0,2.0,2.0
168114368.0,30,,,,
168115440.0,11,8.0,7.0,6.0,6.0
168115712.0,15,13.0,2.0,2.0,2.0
168116128.0,102,42.0,37.0,29.0,29.0
168117344.0,53,42.0,38.0,38.0,37.0
168118432.0,65,18.0,6.0,5.0,1.0
168118672.0,18,17.0,4.0,,
168118736.0,53,13.0,1.0,1.0,1.0
168118816.0,97,90.0,73.0,71.0,71.0
168119424.0,9,9.0,8.0,8.0,8.0
168119536.0,1,,,,
168119872.0,38,28.0,5.0,3.0,3.0
168121280.0,2,2.0,2.0,2.0,
168121312.0,10,4.0,4.0,4.0,4.0
168121344.0,1,1.0,1.0,,
168122368.0,31,18.0,17.0,14.0,14.0
168123376.0,1,,,,
168123472.0,2,2.0,2.0,2.0,2.0
168123712.0,4,3.0,3.0,3.0,2.0
168125440.0,12,10.0,9.0,4.0,4.0
168125488.0,23,21.0,10.0,9.0,9.0
168126256.0,5,2.0,2.0,2.0,2.0
168126384.0,10,4.0,4.0,4.0,3.0
168126496.0,14,6.0,6.0,6.0,6.0
168126592.0,15,4.0,4.0,4.0,4.0
168127280.0,18,1.0,1.0,,
168127856.0,16,7.0,4.0,4.0,4.0
168127984.0,106,106.0,82.0,21.0,21.0
168128016.0,10,3.0,1.0,1.0,
168128384.0,14,14.0,14.0,14.0,14.0
168128608.0,2,2.0,2.0,1.0,1.0
168129280.0,225,225.0,225.0,24.0,24.0
168129376.0,20,8.0,7.0,7.0,7.0
168130208.0,107,38.0,38.0,30.0,30.0
168130448.0,43,9.0,8.0,8.0,8.0
168130560.0,84,49.0,6.0,3.0,3.0
168130704.0,6,5.0,5.0,2.0,2.0
168131088.0,100,100.0,100.0,100.0,100.0
168133792.0,2,2.0,2.0,1.0,1.0
168134496.0,6,3.0,3.0,3.0,3.0
168134624.0,55,13.0,10.0,,
168135440.0,56,46.0,46.0,42.0,42.0
168135504.0,36,34.0,30.0,30.0,30.0
168135520.0,4,3.0,1.0,,
168136448.0,40,27.0,26.0,25.0,23.0
168136464.0,1,1.0,1.0,1.0,1.0
168137376.0,9,8.0,8.0,,
168137536.0,71,20.0,7.0,7.0,6.0
168139712.0,5,5.0,5.0,1.0,1.0
168140064.0,5,2.0,1.0,,
168140896.0,34,27.0,23.0,23.0,23.0
168141152.0,8,1.0,1.0,1.0,1.0
168141728.0,20,16.0,13.0,10.0,9.0
168141952.0,22,16.0,8.0,7.0,7.0
168142144.0,5,5.0,5.0,5.0,5.0
168142896.0,16,8.0,8.0,8.0,4.0
168143504.0,17,17.0,11.0,10.0,10.0
168143792.0,13,12.0,10.0,10.0,10.0
168143840.0,5,4.0,3.0,3.0,3.0
168143952.0,63,24.0,24.0,24.0,24.0
168143984.0,10,10.0,10.0,10.0,10.0
168144176.0,1,,,,
168144256.0,34,32.0,4.0,4.0,4.0
168144272.0,3,3.0,3.0,3.0,1.0
168144768.0,5,2.0,2.0,2.0,2.0
168145120.0,72,,,,
168145168.0,3,1.0,1.0,,
168146448.0,35,34.0,18.0,14.0,7.0
168146480.0,27,8.0,5.0,1.0,1.0
168146608.0,3,3.0,2.0,2.0,1.0
168147536.0,1,,,,
168147616.0,1,,,,
168148320.0,7,7.0,2.0,2.0,2.0
168148704.0,6,,,,
168149152.0,37,10.0,10.0,7.0,7.0
168149520.0,2,2.0,,,
168149744.0,51,5.0,5.0,5.0,3.0
168150464.0,42,40.0,12.0,12.0,11.0
168150608.0,42,41.0,41.0,40.0,39.0
168150624.0,47,39.0,39.0,,
168151792.0,17,15.0,13.0,10.0,8.0
168151904.0,13,12.0,5.0,4.0,4.0
168152096.0,23,18.0,14.0,6.0,5.0
168152112.0,46,44.0,14.0,14.0,14.0
168154496.0,4,2.0,,,
168154944.0,4,3.0,,,
168155056.0,6,3.0,1.0,,
168155216.0,1,1.0,1.0,1.0,1.0
168155440.0,21,12.0,9.0,9.0,9.0
168155728.0,3,2.0,2.0,2.0,2.0
168156048.0,7,7.0,7.0,7.0,
168156400.0,19,16.0,15.0,15.0,15.0
168156640.0,62,24.0,23.0,23.0,23.0
168157040.0,134,95.0,63.0,62.0,62.0
168157584.0,11,8.0,8.0,7.0,5.0
168157792.0,32,24.0,16.0,14.0,10.0
168158112.0,26,19.0,14.0,10.0,10.0
168158704.0,4,3.0,2.0,2.0,2.0
168159776.0,2,1.0,1.0,1.0,1.0
168160128.0,15,2.0,2.0,2.0,
168160896.0,1,1.0,1.0,,
168161008.0,3,2.0,2.0,2.0,2.0
168161152.0,60,57.0,44.0,38.0,37.0
168161728.0,6,5.0,1.0,,
168162144.0,20,19.0,,,
168162336.0,1,1.0,,,
168163584.0,60,60.0,30.0,30.0,30.0
168163872.0,5,1.0,1.0,,
168163984.0,2,2.0,,,
168165056.0,153,68.0,68.0,68.0,68.0
168165248.0,20,1.0,1.0,1.0,1.0
168165536.0,13,12.0,10.0,10.0,10.0
168165584.0,6,6.0,6.0,6.0,6.0
168166752.0,12,11.0,10.0,10.0,10.0
168167584.0,2,2.0,2.0,2.0,2.0
168167856.0,23,23.0,17.0,17.0,17.0
168168096.0,5,5.0,5.0,5.0,
168169008.0,7,4.0,3.0,3.0,3.0
168169760.0,1,1.0,1.0,1.0,1.0
168170160.0,40,40.0,3.0,,
168170432.0,64,17.0,,,
168171136.0,15,1.0,1.0,1.0,1.0
168171248.0,4,2.0,2.0,,
168171424.0,1,1.0,,,
168171712.0,6,2.0,2.0,2.0,1.0
168172016.0,4,4.0,4.0,4.0,4.0
168172128.0,6,6.0,5.0,5.0,5.0
168172176.0,12,11.0,11.0,1.0,
168172320.0,26,26.0,21.0,20.0,16.0
168172912.0,14,12.0,12.0,12.0,12.0
168173776.0,4,4.0,,,
168174560.0,16,6.0,5.0,5.0,2.0
168174848.0,9,4.0,4.0,4.0,4.0
168174896.0,60,60.0,60.0,60.0,60.0
168175856.0,31,27.0,25.0,24.0,24.0
168175952.0,9,9.0,8.0,1.0,1.0
168175984.0,2,2.0,1.0,1.0,1.0
168176128.0,3,,,,
168176176.0,13,5.0,5.0,,
168176448.0,4,4.0,4.0,,
168177376.0,3,1.0,,,
168177840.0,12,,,,
168178080.0,114,60.0,10.0,2.0,2.0
168178368.0,6,6.0,1.0,1.0,1.0
168179088.0,23,17.0,15.0,15.0,2.0
168179168.0,63,63.0,63.0,63.0,53.0
168180464.0,34,31.0,14.0,14.0,14.0
168180832.0,12,12.0,12.0,12.0,12.0
168181232.0,151,107.0,82.0,67.0,50.0
168181792.0,8,3.0,3.0,3.0,3.0
168181888.0,5,3.0,3.0,3.0,3.0
168182256.0,41,37.0,35.0,21.0,19.0
168182592.0,6,5.0,5.0,5.0,5.0
168182736.0,1,1.0,1.0,1.0,1.0
168182768.0,6,6.0,,,
168182784.0,4,1.0,1.0,1.0,
168182880.0,2,,,,
168184080.0,154,46.0,21.0,17.0,11.0
168184320.0,36,26.0,15.0,9.0,9.0
168184368.0,23,22.0,21.0,1.0,1.0
168184720.0,22,17.0,13.0,12.0,12.0
168184816.0,162,33.0,1.0,1.0,1.0
168184992.0,2,2.0,2.0,2.0,2.0
168185104.0,14,9.0,5.0,4.0,2.0
168185616.0,19,11.0,11.0,11.0,11.0
168185904.0,18,18.0,16.0,15.0,15.0
168186864.0,23,10.0,5.0,3.0,3.0
168187152.0,1,,,,
168187264.0,59,59.0,56.0,51.0,47.0
168187648.0,8,8.0,8.0,8.0,8.0
168187664.0,42,42.0,1.0,1.0,1.0
168188080.0,25,1.0,,,
168188400.0,31,28.0,,,
168188672.0,42,22.0,8.0,1.0,1.0
168188976.0,19,7.0,5.0,5.0,5.0
168191440.0,1,,,,
168191776.0,32,18.0,6.0,1.0,1.0
168192096.0,384,263.0,78.0,19.0,
168192368.0,6,2.0,2.0,1.0,1.0
168193280.0,51,50.0,,,
168193728.0,6,4.0,2.0,2.0,2.0
168193936.0,1,1.0,1.0,,
168194096.0,2,2.0,2.0,2.0,2.0
168194288.0,80,24.0,8.0,7.0,5.0
168194480.0,52,52.0,28.0,13.0,13.0
168195344.0,3,3.0,3.0,3.0,2.0
168195632.0,7,3.0,2.0,2.0,2.0
168195856.0,12,11.0,11.0,10.0,10.0
168196016.0,3,3.0,3.0,2.0,2.0
168196192.0,16,16.0,16.0,13.0,3.0
168196416.0,22,22.0,5.0,5.0,2.0
168196624.0,38,38.0,8.0,8.0,8.0
168196640.0,2,2.0,1.0,,
168196752.0,1,,,,
168196960.0,13,1.0,,,
168197328.0,7,4.0,2.0,2.0,2.0
168197424.0,4,4.0,1.0,1.0,1.0
168197856.0,16,5.0,4.0,4.0,4.0
168198240.0,22,1.0,,,
168199072.0,2,2.0,2.0,2.0,2.0
168199296.0,29,27.0,27.0,27.0,27.0
168199440.0,6,4.0,3.0,1.0,1.0
168199456.0,33,10.0,10.0,4.0,4.0
168200384.0,12,8.0,7.0,7.0,7.0
168201600.0,21,18.0,16.0,13.0,3.0
168201776.0,30,29.0,22.0,14.0,12.0
168201904.0,13,2.0,2.0,2.0,1.0
168202080.0,25,25.0,24.0,24.0,7.0
168202352.0,4,1.0,1.0,,
168202528.0,17,11.0,8.0,4.0,4.0
168202976.0,2,,,,
168203264.0,53,18.0,14.0,14.0,14.0
168203312.0,32,31.0,,,
168203520.0,1,,,,
168204400.0,10,9.0,9.0,,
168204880.0,10,,,,
168205520.0,3,3.0,1.0,1.0,1.0
168205712.0,52,52.0,51.0,51.0,47.0
168206784.0,33,,,,
168207056.0,43,43.0,21.0,17.0,17.0
168207424.0,3,2.0,2.0,2.0,2.0
168207568.0,2,2.0,1.0,1.0,1.0
168208240.0,7,6.0,1.0,1.0,1.0
168208448.0,2,2.0,2.0,2.0,2.0
168209520.0,17,17.0,,,
168209808.0,8,8.0,8.0,8.0,7.0
168211072.0,10,9.0,8.0,8.0,8.0
168211968.0,20,19.0,18.0,18.0,18.0
168213040.0,22,10.0,10.0,10.0,10.0
168214704.0,9,9.0,3.0,1.0,1.0
168215312.0,19,18.0,15.0,11.0,11.0
168215376.0,441,437.0,51.0,44.0,42.0
168216752.0,91,90.0,90.0,90.0,90.0
168216816.0,4,3.0,3.0,,
168217120.0,18,13.0,7.0,5.0,4.0
168217648.0,17,7.0,4.0,1.0,1.0
168217696.0,127,95.0,95.0,95.0,95.0
168219968.0,43,22.0,22.0,20.0,20.0
168220048.0,33,23.0,22.0,16.0,16.0
168220720.0,2,2.0,2.0,2.0,2.0
168221056.0,6,,,,
168221152.0,1,1.0,,,
168221504.0,20,13.0,12.0,12.0,10.0
168221840.0,56,40.0,9.0,9.0,5.0
168223008.0,119,3.0,3.0,3.0,3.0
168223104.0,2,2.0,2.0,2.0,2.0
168223184.0,62,30.0,30.0,30.0,30.0
168224304.0,3,3.0,3.0,3.0,
168224336.0,8,,,,
168226080.0,264,242.0,239.0,80.0,80.0
168226320.0,93,93.0,93.0,93.0,82.0
168226560.0,8,2.0,1.0,1.0,1.0
168226624.0,13,13.0,13.0,13.0,13.0
168226864.0,5,2.0,2.0,2.0,
168227712.0,36,15.0,15.0,15.0,15.0
168227920.0,1,1.0,1.0,1.0,1.0
168228480.0,1,,,,
168228768.0,1,1.0,1.0,1.0,1.0
168229312.0,2,1.0,1.0,1.0,1.0
168229872.0,22,,,,
168230480.0,81,71.0,64.0,64.0,58.0
168230912.0,53,27.0,25.0,25.0,2.0
168231120.0,9,2.0,2.0,2.0,2.0
168231152.0,1,,,,
168231280.0,13,13.0,10.0,10.0,10.0
168231744.0,50,50.0,50.0,,
168232976.0,3,2.0,2.0,2.0,1.0
168233344.0,22,6.0,3.0,3.0,3.0
168233440.0,26,26.0,7.0,7.0,
168234048.0,36,34.0,9.0,3.0,3.0
168234080.0,26,22.0,18.0,12.0,12.0
168234144.0,27,26.0,26.0,26.0,26.0
168234368.0,42,42.0,3.0,3.0,1.0
168234656.0,33,25.0,18.0,9.0,9.0
168235024.0,40,22.0,5.0,5.0,5.0
168235696.0,22,22.0,1.0,1.0,1.0
168235728.0,32,30.0,30.0,30.0,30.0
168236384.0,1,,,,
168236608.0,4,3.0,,,
168236656.0,2,1.0,1.0,1.0,1.0
168237888.0,94,1.0,1.0,1.0,1.0
168238160.0,52,2.0,2.0,2.0,2.0
168238544.0,1,,,,
168238880.0,71,70.0,68.0,66.0,66.0
168238944.0,27,26.0,23.0,23.0,23.0
168239504.0,6,5.0,3.0,3.0,3.0
168240192.0,60,58.0,,,
168241088.0,13,12.0,10.0,9.0,7.0
168241104.0,1,,,,
168242512.0,28,,,,
168242704.0,1,1.0,1.0,,
168243264.0,39,36.0,1.0,1.0,1.0
168243296.0,40,39.0,37.0,36.0,36.0
168244096.0,7,4.0,,,
168244288.0,1,,,,
168245040.0,1,1.0,,,
168245072.0,17,1.0,1.0,1.0,1.0
168245872.0,46,23.0,15.0,15.0,13.0
168246336.0,12,10.0,7.0,6.0,6.0
168246480.0,10,3.0,,,
168247024.0,1,1.0,,,
168247888.0,6,6.0,5.0,,
168247904.0,10,8.0,8.0,8.0,8.0
168247984.0,376,376.0,376.0,,
168248160.0,22,10.0,8.0,8.0,1.0
168248320.0,1,,,,
168248544.0,31,2.0,2.0,2.0,2.0
168248656.0,27,20.0,16.0,13.0,13.0
168248960.0,5,5.0,5.0,5.0,5.0
168249056.0,7,5.0,5.0,5.0,4.0
168249664.0,299,299.0,297.0,86.0,86.0
168250000.0,20,17.0,17.0,17.0,17.0
168250144.0,39,39.0,36.0,10.0,7.0
168250272.0,48,25.0,10.0,6.0,6.0
168250752.0,69,65.0,6.0,6.0,6.0
168250832.0,1,,,,
168251328.0,27,27.0,15.0,15.0,15.0
168252832.0,125,105.0,72.0,65.0,58.0
168253264.0,4,4.0,4.0,,
168253424.0,18,13.0,6.0,6.0,6.0
168253552.0,32,32.0,2.0,2.0,2.0
168253952.0,45,30.0,12.0,12.0,10.0
168254240.0,29,25.0,25.0,19.0,19.0
168254832.0,2,,,,
168255376.0,10,3.0,3.0,2.0,2.0
168255568.0,40,40.0,11.0,11.0,11.0
168255808.0,16,6.0,6.0,,
168256256.0,5,4.0,4.0,3.0,3.0
168256528.0,6,6.0,6.0,,
168256736.0,8,7.0,5.0,5.0,4.0
168257952.0,62,32.0,18.0,16.0,16.0
168258272.0,6,4.0,3.0,3.0,1.0
168258848.0,24,5.0,4.0,4.0,4.0
168260048.0,1,,,,
168260464.0,25,11.0,10.0,,
168260720.0,8,8.0,8.0,8.0,8.0
168260928.0,19,19.0,3.0,3.0,3.0
168260976.0,23,,,,
168261456.0,1,1.0,1.0,1.0,1.0
168262432.0,6,2.0,,,
168263152.0,3,3.0,3.0,3.0,3.0
168263488.0,46,42.0,16.0,15.0,7.0
168263760.0,65,64.0,64.0,63.0,63.0
168263968.0,3,3.0,1.0,,
168264048.0,10,,,,
168264528.0,164,159.0,148.0,21.0,18.0
168264576.0,125,124.0,124.0,124.0,124.0
168265664.0,25,25.0,7.0,6.0,1.0
168265872.0,9,2.0,2.0,1.0,1.0
168265920.0,31,30.0,,,
168266384.0,32,30.0,27.0,26.0,11.0
168266512.0,22,18.0,,,
168266560.0,1,1.0,,,
168266624.0,6,6.0,6.0,6.0,6.0
168267072.0,14,12.0,8.0,3.0,2.0
168267312.0,79,71.0,60.0,49.0,39.0
168267360.0,858,373.0,257.0,160.0,160.0
168267888.0,257,118.0,117.0,117.0,1.0
168267952.0,79,55.0,55.0,15.0,15.0
168268000.0,68,68.0,68.0,68.0,68.0
168268896.0,22,3.0,3.0,2.0,2.0
168269008.0,56,43.0,43.0,42.0,26.0
168270448.0,2,,,,
168271072.0,145,134.0,77.0,77.0,76.0
168272048.0,5,,,,
168272448.0,9,9.0,8.0,6.0,6.0
168272896.0,12,9.0,9.0,6.0,5.0
168274160.0,1,,,,
168274672.0,4,1.0,1.0,,
168275776.0,1,1.0,1.0,1.0,1.0
168276224.0,84,83.0,23.0,9.0,9.0
168276512.0,11,11.0,10.0,10.0,10.0
168277216.0,18,18.0,18.0,10.0,8.0
168278304.0,24,9.0,,,
168278832.0,5,,,,
168279056.0,15,15.0,,,
168279136.0,9,9.0,6.0,6.0,5.0
168279200.0,54,46.0,,,
168279248.0,1,1.0,1.0,1.0,1.0
168279296.0,347,56.0,51.0,51.0,47.0
168279824.0,24,2.0,2.0,,
168280112.0,13,11.0,9.0,8.0,8.0
168280624.0,27,22.0,14.0,4.0,3.0
168281312.0,3,1.0,1.0,1.0,1.0
168281456.0,82,69.0,45.0,27.0,24.0
168281872.0,88,88.0,85.0,84.0,84.0
168282448.0,8,1.0,1.0,,
168283792.0,12,8.0,8.0,4.0,4.0
168284032.0,102,7.0,1.0,1.0,1.0
168284048.0,128,126.0,7.0,4.0,4.0
168284192.0,3,3.0,3.0,3.0,3.0
168285328.0,26,23.0,11.0,8.0,8.0
168285616.0,3,3.0,2.0,1.0,1.0
168285632.0,6,3.0,1.0,1.0,1.0
168285776.0,5,5.0,,,
168286384.0,5,4.0,2.0,2.0,2.0
168287040.0,98,98.0,98.0,98.0,98.0
168287088.0,2,1.0,1.0,,
168287296.0,16,16.0,16.0,,
168288096.0,4,1.0,1.0,1.0,1.0
