uid,freq_search_last_30_days,freq_search_last_21_days,freq_search_last_14_days,freq_search_last_7_days,freq_search_last_3_days,freq_search_last_1_days
167855184.0,8,8.0,8.0,8.0,8.0,8.0
167855536.0,48,18.0,5.0,5.0,5.0,5.0
167855632.0,1,1.0,1.0,1.0,1.0,1.0
167856352.0,29,25.0,10.0,10.0,9.0,9.0
167856400.0,104,58.0,39.0,23.0,17.0,17.0
167856512.0,23,21.0,14.0,13.0,11.0,8.0
167856576.0,28,5.0,5.0,4.0,4.0,4.0
167856608.0,27,25.0,25.0,9.0,8.0,4.0
167856976.0,63,60.0,45.0,37.0,37.0,37.0
167857136.0,115,93.0,93.0,79.0,,
167857312.0,490,327.0,276.0,204.0,181.0,181.0
167857568.0,72,45.0,38.0,26.0,26.0,24.0
167857776.0,51,47.0,42.0,26.0,23.0,23.0
167858128.0,11,11.0,11.0,11.0,11.0,11.0
167859920.0,33,4.0,4.0,2.0,2.0,2.0
167860064.0,99,82.0,64.0,50.0,29.0,29.0
167860144.0,50,9.0,1.0,1.0,,
167861664.0,87,52.0,22.0,21.0,17.0,16.0
167862400.0,49,14.0,4.0,1.0,1.0,1.0
167862736.0,156,149.0,149.0,84.0,11.0,10.0
167864224.0,55,34.0,12.0,11.0,5.0,5.0
167864528.0,12,4.0,1.0,1.0,1.0,1.0
167864864.0,58,13.0,4.0,3.0,3.0,3.0
167865040.0,65,47.0,24.0,10.0,4.0,4.0
167865632.0,81,55.0,30.0,20.0,12.0,12.0
167866432.0,36,13.0,8.0,8.0,5.0,2.0
167866448.0,50,14.0,13.0,9.0,9.0,9.0
167867024.0,13,4.0,4.0,1.0,,
167867376.0,112,45.0,45.0,42.0,8.0,8.0
167867600.0,50,43.0,25.0,20.0,10.0,2.0
167867824.0,129,104.0,24.0,24.0,16.0,16.0
167867920.0,210,149.0,85.0,62.0,34.0,31.0
167867984.0,120,113.0,103.0,91.0,74.0,73.0
167868272.0,166,129.0,107.0,60.0,60.0,60.0
167868512.0,187,73.0,69.0,52.0,52.0,51.0
167868528.0,44,20.0,10.0,,,
167868576.0,3,1.0,1.0,,,
167869440.0,14,14.0,14.0,11.0,11.0,11.0
167869792.0,78,37.0,30.0,26.0,24.0,23.0
167869936.0,17,4.0,1.0,1.0,1.0,
167870304.0,45,43.0,39.0,27.0,21.0,20.0
167870352.0,28,23.0,20.0,17.0,9.0,9.0
167870512.0,23,15.0,15.0,15.0,12.0,12.0
167870544.0,37,29.0,16.0,10.0,9.0,7.0
167870576.0,51,41.0,1.0,,,
167870592.0,1,1.0,,,,
167870928.0,342,266.0,118.0,1.0,1.0,1.0
167871088.0,11,7.0,6.0,6.0,6.0,6.0
167871248.0,86,58.0,49.0,16.0,7.0,6.0
167871728.0,48,39.0,28.0,28.0,27.0,27.0
167871904.0,27,18.0,17.0,15.0,15.0,15.0
167871936.0,325,278.0,251.0,123.0,102.0,71.0
167871984.0,12,9.0,7.0,1.0,,
167872064.0,77,37.0,25.0,9.0,9.0,9.0
167872144.0,17,16.0,16.0,16.0,10.0,7.0
167872320.0,169,126.0,108.0,95.0,89.0,86.0
167873072.0,34,14.0,10.0,4.0,3.0,2.0
167873264.0,22,10.0,10.0,9.0,9.0,8.0
167873408.0,15,12.0,12.0,6.0,5.0,5.0
167873728.0,70,51.0,50.0,44.0,44.0,36.0
167874928.0,9,9.0,9.0,,,
167875152.0,24,19.0,8.0,5.0,5.0,5.0
167876368.0,89,74.0,68.0,39.0,30.0,27.0
167876592.0,38,10.0,10.0,4.0,3.0,3.0
167876624.0,121,62.0,42.0,40.0,20.0,16.0
167876896.0,195,136.0,116.0,75.0,66.0,60.0
167877008.0,94,79.0,51.0,36.0,33.0,33.0
167877328.0,4,2.0,2.0,1.0,1.0,1.0
167877360.0,5,5.0,5.0,,,
167877616.0,90,66.0,66.0,42.0,28.0,28.0
167877696.0,18,16.0,16.0,6.0,4.0,4.0
167877776.0,68,47.0,44.0,43.0,42.0,42.0
167878112.0,37,13.0,11.0,5.0,4.0,4.0
167878256.0,2,2.0,2.0,,,
167879152.0,59,52.0,50.0,16.0,16.0,16.0
167879632.0,100,66.0,48.0,1.0,1.0,1.0
167880336.0,27,20.0,19.0,18.0,14.0,14.0
167880496.0,10,10.0,10.0,1.0,1.0,1.0
167880640.0,45,13.0,13.0,13.0,11.0,9.0
167880864.0,88,44.0,32.0,10.0,6.0,6.0
167881696.0,26,26.0,8.0,8.0,8.0,8.0
167881776.0,41,29.0,10.0,4.0,2.0,2.0
167882192.0,296,204.0,184.0,32.0,3.0,2.0
167882816.0,69,40.0,30.0,13.0,11.0,10.0
167883520.0,38,19.0,17.0,17.0,17.0,17.0
167883872.0,353,191.0,191.0,51.0,51.0,51.0
167884352.0,27,6.0,4.0,2.0,2.0,2.0
167884544.0,195,111.0,61.0,25.0,13.0,13.0
167884672.0,112,11.0,7.0,6.0,6.0,6.0
167884688.0,120,73.0,66.0,45.0,39.0,39.0
167884768.0,86,44.0,25.0,22.0,19.0,19.0
167884816.0,18,5.0,3.0,,,
167885760.0,142,138.0,105.0,104.0,78.0,65.0
167886032.0,59,49.0,47.0,38.0,15.0,15.0
167886224.0,10,4.0,,,,
167886288.0,18,,,,,
167886400.0,167,108.0,68.0,36.0,36.0,36.0
167886544.0,49,24.0,12.0,4.0,4.0,4.0
167887056.0,14,6.0,2.0,,,
167887152.0,20,,,,,
167887264.0,119,92.0,81.0,76.0,75.0,74.0
167887584.0,89,70.0,70.0,67.0,57.0,57.0
167887680.0,36,35.0,29.0,29.0,27.0,27.0
167887840.0,75,66.0,63.0,42.0,34.0,24.0
167887904.0,40,25.0,23.0,23.0,14.0,12.0
167887936.0,60,39.0,17.0,10.0,1.0,1.0
167888448.0,49,31.0,28.0,28.0,24.0,20.0
167889040.0,78,30.0,10.0,9.0,7.0,6.0
167889088.0,71,11.0,9.0,2.0,2.0,2.0
167889216.0,85,53.0,48.0,39.0,33.0,16.0
167890000.0,8,8.0,1.0,1.0,1.0,1.0
167890160.0,55,38.0,38.0,33.0,32.0,21.0
167890272.0,129,77.0,58.0,45.0,40.0,40.0
167890304.0,256,170.0,146.0,79.0,58.0,58.0
167890640.0,54,35.0,27.0,8.0,6.0,6.0
167891056.0,7,3.0,2.0,,,
167891120.0,94,80.0,24.0,4.0,4.0,4.0
167891376.0,4,2.0,2.0,2.0,2.0,2.0
167891616.0,2,2.0,2.0,,,
167892448.0,57,44.0,40.0,39.0,35.0,34.0
167892576.0,33,18.0,16.0,11.0,9.0,9.0
167892816.0,6,5.0,5.0,4.0,4.0,2.0
167892976.0,146,76.0,37.0,37.0,25.0,25.0
167893408.0,129,62.0,7.0,5.0,5.0,5.0
167893664.0,4,,,,,
167893680.0,163,139.0,83.0,62.0,43.0,43.0
167894144.0,30,23.0,18.0,9.0,4.0,4.0
167894800.0,11,6.0,6.0,5.0,,
167895312.0,49,44.0,38.0,20.0,15.0,15.0
167896192.0,184,168.0,150.0,118.0,100.0,100.0
167896400.0,148,101.0,84.0,66.0,51.0,37.0
167896496.0,235,194.0,149.0,110.0,72.0,65.0
167896768.0,93,43.0,42.0,35.0,33.0,28.0
167897024.0,128,105.0,71.0,45.0,36.0,31.0
167897072.0,60,49.0,49.0,48.0,23.0,22.0
167897712.0,44,35.0,14.0,9.0,6.0,6.0
167897808.0,171,98.0,74.0,33.0,8.0,6.0
167897920.0,79,61.0,51.0,43.0,9.0,6.0
167897952.0,154,74.0,67.0,40.0,38.0,38.0
167898416.0,8,4.0,1.0,,,
167898736.0,109,73.0,56.0,24.0,16.0,16.0
167899152.0,19,17.0,14.0,11.0,11.0,11.0
167899200.0,101,67.0,63.0,59.0,27.0,26.0
167899456.0,183,73.0,59.0,48.0,43.0,32.0
167899632.0,129,124.0,107.0,59.0,19.0,19.0
167900496.0,4,3.0,2.0,2.0,1.0,1.0
167900688.0,202,170.0,138.0,117.0,95.0,85.0
167900768.0,15,8.0,8.0,5.0,4.0,1.0
167900832.0,36,1.0,1.0,1.0,1.0,1.0
167901088.0,90,49.0,41.0,40.0,37.0,37.0
167902448.0,16,2.0,2.0,2.0,2.0,2.0
167902496.0,73,17.0,4.0,,,
167903136.0,151,12.0,8.0,6.0,2.0,
167903584.0,202,125.0,100.0,91.0,87.0,81.0
167904224.0,16,15.0,9.0,8.0,7.0,7.0
167905184.0,2,1.0,1.0,1.0,1.0,1.0
167905248.0,32,1.0,1.0,,,
167905728.0,19,6.0,3.0,3.0,,
167906032.0,7,,,,,
167906176.0,42,23.0,15.0,10.0,,
167906208.0,31,6.0,4.0,4.0,4.0,4.0
167906256.0,10,,,,,
167906800.0,4,2.0,2.0,2.0,2.0,2.0
167906864.0,43,30.0,27.0,17.0,16.0,16.0
167906880.0,13,5.0,5.0,4.0,4.0,4.0
167907184.0,107,94.0,83.0,28.0,13.0,12.0
167907424.0,43,36.0,26.0,20.0,14.0,4.0
167908400.0,39,26.0,20.0,11.0,4.0,2.0
167908736.0,163,146.0,107.0,68.0,62.0,61.0
167909056.0,68,9.0,8.0,6.0,4.0,4.0
167909200.0,104,75.0,68.0,41.0,33.0,32.0
167909424.0,178,159.0,97.0,62.0,62.0,62.0
167909504.0,52,47.0,35.0,31.0,31.0,31.0
167909552.0,170,91.0,72.0,68.0,66.0,58.0
167909584.0,23,5.0,3.0,3.0,3.0,3.0
167909744.0,182,126.0,123.0,72.0,46.0,44.0
167909984.0,8,6.0,6.0,4.0,4.0,4.0
167910352.0,22,,,,,
167910368.0,34,30.0,9.0,7.0,7.0,7.0
167910832.0,69,49.0,49.0,17.0,17.0,17.0
167911248.0,57,24.0,20.0,20.0,20.0,17.0
167912016.0,19,12.0,8.0,8.0,,
167912144.0,54,33.0,15.0,,,
167912256.0,115,66.0,35.0,30.0,25.0,24.0
167913088.0,80,67.0,66.0,65.0,34.0,30.0
167913520.0,88,85.0,70.0,69.0,67.0,67.0
167913792.0,148,43.0,41.0,36.0,19.0,19.0
167914016.0,115,77.0,70.0,38.0,31.0,31.0
167914848.0,98,80.0,62.0,37.0,36.0,36.0
167915072.0,8,6.0,6.0,2.0,2.0,2.0
167915120.0,56,29.0,19.0,10.0,9.0,9.0
167915456.0,185,156.0,119.0,81.0,64.0,64.0
167916032.0,128,26.0,16.0,6.0,2.0,2.0
167916208.0,10,9.0,4.0,3.0,1.0,1.0
167916688.0,122,70.0,67.0,4.0,2.0,2.0
167916928.0,39,5.0,3.0,2.0,1.0,1.0
167917008.0,49,44.0,37.0,22.0,5.0,5.0
167917856.0,47,35.0,35.0,22.0,21.0,21.0
167919120.0,103,42.0,33.0,33.0,29.0,29.0
167919344.0,61,28.0,11.0,2.0,2.0,2.0
167919568.0,117,56.0,27.0,21.0,21.0,14.0
167919696.0,107,89.0,21.0,19.0,15.0,15.0
167920256.0,87,79.0,55.0,35.0,35.0,35.0
167920544.0,63,1.0,,,,
167920672.0,33,20.0,18.0,12.0,9.0,6.0
167921216.0,7,2.0,2.0,,,
167921408.0,13,9.0,9.0,4.0,,
167923072.0,80,51.0,27.0,10.0,8.0,8.0
167923488.0,4,,,,,
167924240.0,61,31.0,1.0,1.0,1.0,1.0
167924768.0,88,54.0,31.0,9.0,6.0,6.0
167924896.0,13,12.0,7.0,6.0,6.0,6.0
167925792.0,228,110.0,31.0,18.0,10.0,10.0
167925920.0,8,6.0,6.0,5.0,5.0,5.0
167926480.0,5,4.0,4.0,,,
167926544.0,93,43.0,38.0,35.0,30.0,24.0
167926560.0,105,83.0,60.0,47.0,37.0,22.0
167926992.0,52,5.0,5.0,5.0,5.0,5.0
167927024.0,86,28.0,15.0,13.0,10.0,9.0
167927056.0,110,101.0,69.0,49.0,27.0,25.0
167927408.0,69,27.0,22.0,14.0,11.0,11.0
167927440.0,7,6.0,6.0,6.0,4.0,4.0
167927712.0,54,37.0,28.0,26.0,4.0,4.0
167928176.0,243,145.0,101.0,50.0,48.0,39.0
167928576.0,74,44.0,41.0,36.0,16.0,15.0
167928832.0,155,80.0,71.0,30.0,30.0,30.0
167928912.0,3,3.0,3.0,3.0,3.0,3.0
167929168.0,32,19.0,16.0,15.0,14.0,14.0
167929824.0,19,12.0,5.0,3.0,3.0,3.0
167929968.0,8,,,,,
167930048.0,136,66.0,57.0,15.0,12.0,12.0
167930640.0,209,194.0,90.0,79.0,68.0,61.0
167930880.0,44,37.0,34.0,34.0,29.0,25.0
167931136.0,64,26.0,4.0,1.0,,
167931152.0,68,57.0,53.0,37.0,37.0,34.0
167931744.0,61,34.0,9.0,4.0,,
167932240.0,23,3.0,3.0,,,
167932272.0,86,83.0,46.0,29.0,21.0,20.0
167932672.0,123,116.0,116.0,111.0,61.0,60.0
167932864.0,2,1.0,1.0,,,
167933312.0,53,20.0,16.0,15.0,15.0,15.0
167933520.0,23,17.0,13.0,9.0,9.0,9.0
167933744.0,150,60.0,55.0,50.0,42.0,42.0
167934176.0,79,63.0,55.0,44.0,34.0,34.0
167934704.0,51,39.0,28.0,20.0,20.0,19.0
167934800.0,84,70.0,58.0,22.0,15.0,15.0
167934912.0,9,5.0,3.0,3.0,2.0,2.0
167935584.0,2,,,,,
167935760.0,1079,1058.0,860.0,558.0,426.0,331.0
167935936.0,39,36.0,35.0,35.0,35.0,35.0
167935968.0,20,17.0,13.0,8.0,7.0,6.0
167936032.0,21,14.0,13.0,2.0,2.0,2.0
167936640.0,120,63.0,54.0,28.0,24.0,20.0
167936768.0,210,109.0,71.0,67.0,61.0,60.0
167936784.0,6,6.0,5.0,5.0,3.0,3.0
167937200.0,15,3.0,1.0,,,
167937280.0,48,43.0,39.0,35.0,33.0,18.0
167937664.0,88,42.0,29.0,15.0,7.0,7.0
167937680.0,37,1.0,1.0,,,
167937856.0,3,,,,,
167937920.0,240,156.0,126.0,91.0,91.0,79.0
167938592.0,38,26.0,10.0,3.0,2.0,1.0
167938688.0,166,110.0,76.0,68.0,34.0,34.0
167938784.0,76,56.0,52.0,42.0,34.0,34.0
167938944.0,18,9.0,7.0,6.0,4.0,4.0
167939168.0,32,10.0,10.0,10.0,10.0,10.0
167940304.0,50,18.0,18.0,4.0,1.0,1.0
167940624.0,23,,,,,
167941088.0,4,3.0,3.0,,,
167941344.0,27,19.0,17.0,17.0,,
167941728.0,26,18.0,16.0,6.0,6.0,6.0
167942080.0,35,25.0,23.0,22.0,18.0,18.0
167943520.0,169,23.0,20.0,15.0,11.0,10.0
167943664.0,97,87.0,69.0,34.0,25.0,23.0
167943904.0,85,58.0,48.0,9.0,5.0,5.0
167944128.0,79,68.0,62.0,61.0,48.0,46.0
167944176.0,18,12.0,11.0,11.0,7.0,4.0
167944432.0,23,22.0,21.0,13.0,13.0,13.0
167944560.0,33,30.0,14.0,7.0,4.0,4.0
167944784.0,47,26.0,19.0,10.0,5.0,4.0
167945104.0,78,50.0,48.0,40.0,40.0,40.0
167945200.0,20,18.0,18.0,16.0,10.0,10.0
167945264.0,118,57.0,52.0,35.0,31.0,28.0
167945904.0,8,6.0,4.0,4.0,3.0,3.0
167946240.0,36,25.0,19.0,10.0,10.0,10.0
167946368.0,32,8.0,7.0,7.0,7.0,7.0
167946816.0,57,16.0,10.0,6.0,5.0,5.0
167947312.0,47,24.0,17.0,17.0,17.0,11.0
167947472.0,186,175.0,137.0,88.0,54.0,48.0
167947888.0,16,8.0,1.0,1.0,1.0,1.0
167948032.0,38,22.0,22.0,8.0,4.0,4.0
167948192.0,11,5.0,1.0,1.0,,
167948368.0,13,9.0,8.0,7.0,,
167948464.0,52,40.0,28.0,16.0,4.0,4.0
167949088.0,153,97.0,67.0,38.0,32.0,30.0
167949200.0,33,32.0,21.0,18.0,12.0,12.0
167949792.0,5,1.0,1.0,1.0,1.0,1.0
167949984.0,41,27.0,26.0,26.0,26.0,24.0
167950416.0,55,41.0,28.0,17.0,17.0,17.0
167950672.0,86,54.0,25.0,23.0,23.0,23.0
167951040.0,45,18.0,4.0,4.0,1.0,1.0
167951072.0,82,77.0,64.0,23.0,21.0,17.0
167951360.0,171,107.0,89.0,68.0,47.0,43.0
167952224.0,127,76.0,52.0,37.0,19.0,19.0
167952240.0,61,40.0,27.0,7.0,5.0,4.0
167952512.0,157,90.0,79.0,31.0,29.0,22.0
167952608.0,35,31.0,20.0,15.0,11.0,10.0
167952624.0,13,8.0,,,,
167952800.0,346,302.0,259.0,174.0,152.0,145.0
167953024.0,156,57.0,57.0,31.0,30.0,30.0
167953552.0,39,12.0,6.0,6.0,5.0,5.0
167954000.0,19,19.0,19.0,5.0,3.0,3.0
167954080.0,61,16.0,9.0,8.0,8.0,7.0
167954096.0,6,2.0,2.0,,,
167954560.0,110,69.0,57.0,57.0,56.0,52.0
167954848.0,148,120.0,97.0,72.0,46.0,46.0
167956304.0,75,62.0,46.0,38.0,30.0,30.0
167956912.0,11,1.0,1.0,1.0,1.0,1.0
167956960.0,60,52.0,44.0,24.0,22.0,22.0
167956976.0,47,15.0,13.0,2.0,1.0,1.0
167957136.0,237,149.0,111.0,100.0,80.0,75.0
167957216.0,162,131.0,116.0,92.0,81.0,81.0
167957936.0,19,16.0,12.0,4.0,4.0,4.0
167957952.0,10,8.0,6.0,5.0,2.0,
167958128.0,108,59.0,44.0,18.0,17.0,17.0
167958288.0,37,29.0,21.0,19.0,13.0,12.0
167958448.0,34,27.0,12.0,3.0,1.0,1.0
167959248.0,176,139.0,108.0,69.0,59.0,58.0
167959280.0,109,53.0,13.0,10.0,6.0,6.0
167959472.0,70,43.0,32.0,24.0,22.0,22.0
167959504.0,343,325.0,172.0,158.0,142.0,138.0
167959536.0,3,3.0,2.0,1.0,1.0,1.0
167959744.0,20,14.0,14.0,13.0,12.0,8.0
167959840.0,200,124.0,122.0,98.0,92.0,84.0
167959888.0,13,7.0,7.0,5.0,5.0,5.0
167959920.0,35,18.0,5.0,1.0,1.0,
167960304.0,46,30.0,26.0,17.0,11.0,4.0
167960656.0,117,70.0,49.0,37.0,30.0,30.0
167960672.0,32,16.0,10.0,9.0,9.0,3.0
167960688.0,14,11.0,5.0,3.0,2.0,
167961216.0,133,83.0,70.0,15.0,1.0,1.0
167961456.0,87,61.0,34.0,8.0,8.0,8.0
167961840.0,30,20.0,18.0,8.0,7.0,7.0
167961920.0,162,62.0,52.0,20.0,20.0,20.0
167962448.0,5,3.0,2.0,,,
167962544.0,42,9.0,5.0,,,
167962688.0,42,41.0,41.0,38.0,38.0,33.0
167962944.0,98,59.0,57.0,57.0,44.0,44.0
167963328.0,28,13.0,12.0,11.0,11.0,11.0
167963632.0,89,53.0,53.0,50.0,50.0,50.0
167963680.0,92,80.0,23.0,13.0,9.0,9.0
167963792.0,51,36.0,27.0,17.0,14.0,14.0
167964368.0,25,22.0,7.0,3.0,3.0,3.0
167964576.0,214,94.0,72.0,38.0,34.0,25.0
167964816.0,132,104.0,21.0,14.0,13.0,13.0
167965392.0,21,4.0,4.0,1.0,1.0,1.0
167965760.0,54,37.0,25.0,16.0,8.0,8.0
167965968.0,59,44.0,41.0,8.0,2.0,2.0
167966160.0,220,41.0,14.0,3.0,3.0,3.0
167966272.0,17,4.0,3.0,2.0,1.0,1.0
167966304.0,116,28.0,9.0,6.0,5.0,5.0
167966528.0,29,23.0,22.0,19.0,19.0,19.0
167966544.0,257,169.0,117.0,77.0,60.0,51.0
167966688.0,127,108.0,92.0,79.0,69.0,68.0
167966784.0,179,141.0,105.0,7.0,6.0,3.0
167966912.0,121,100.0,77.0,54.0,24.0,23.0
167967152.0,138,55.0,41.0,33.0,32.0,32.0
167967504.0,129,54.0,9.0,9.0,9.0,9.0
167967920.0,19,16.0,16.0,11.0,5.0,5.0
167968448.0,38,33.0,15.0,9.0,8.0,5.0
167968896.0,198,93.0,61.0,47.0,23.0,23.0
167968992.0,82,74.0,56.0,53.0,45.0,40.0
167969792.0,63,51.0,38.0,22.0,20.0,20.0
167969872.0,46,25.0,10.0,7.0,7.0,7.0
167970016.0,128,117.0,57.0,20.0,8.0,3.0
167970096.0,6,4.0,4.0,4.0,,
167970368.0,149,91.0,52.0,35.0,24.0,23.0
167971056.0,50,28.0,15.0,6.0,5.0,5.0
167971616.0,64,42.0,39.0,25.0,24.0,21.0
167971776.0,83,26.0,24.0,24.0,24.0,24.0
167971792.0,80,75.0,34.0,5.0,4.0,4.0
167972032.0,33,15.0,15.0,12.0,3.0,3.0
167972800.0,120,70.0,57.0,46.0,40.0,40.0
167972880.0,246,220.0,216.0,205.0,119.0,117.0
167972960.0,19,19.0,15.0,4.0,4.0,3.0
167973024.0,48,35.0,22.0,14.0,14.0,14.0
167973120.0,102,72.0,51.0,23.0,23.0,23.0
167973152.0,162,102.0,64.0,46.0,33.0,33.0
167973200.0,32,26.0,23.0,18.0,17.0,17.0
167974912.0,213,175.0,132.0,82.0,65.0,63.0
167975056.0,90,27.0,14.0,10.0,8.0,8.0
167975072.0,54,30.0,21.0,13.0,6.0,6.0
167975296.0,128,82.0,58.0,46.0,28.0,27.0
167975312.0,58,53.0,33.0,16.0,9.0,9.0
167975552.0,191,98.0,97.0,94.0,90.0,90.0
167975792.0,93,34.0,31.0,26.0,13.0,10.0
167975904.0,117,28.0,25.0,19.0,19.0,19.0
167976240.0,3,1.0,1.0,,,
167976304.0,26,21.0,21.0,16.0,16.0,16.0
167976800.0,27,11.0,1.0,1.0,1.0,1.0
167977312.0,71,66.0,58.0,51.0,50.0,50.0
167977648.0,209,173.0,160.0,66.0,25.0,25.0
167978288.0,13,5.0,3.0,2.0,2.0,2.0
167978464.0,105,76.0,65.0,53.0,47.0,47.0
167978944.0,4,2.0,2.0,2.0,2.0,2.0
167979168.0,17,4.0,4.0,4.0,4.0,4.0
167979360.0,114,50.0,42.0,16.0,10.0,8.0
167979696.0,72,70.0,36.0,33.0,21.0,17.0
167979792.0,149,102.0,72.0,56.0,48.0,33.0
167980064.0,23,3.0,3.0,3.0,3.0,3.0
167980784.0,50,41.0,26.0,17.0,16.0,15.0
167981312.0,57,55.0,37.0,37.0,34.0,33.0
167981392.0,81,38.0,19.0,19.0,13.0,13.0
167981808.0,172,69.0,57.0,44.0,42.0,42.0
167981936.0,145,110.0,86.0,74.0,61.0,61.0
167982560.0,66,39.0,33.0,33.0,32.0,32.0
167982672.0,68,64.0,64.0,45.0,39.0,39.0
167983216.0,229,178.0,145.0,79.0,79.0,79.0
167983424.0,20,17.0,12.0,5.0,4.0,4.0
167983696.0,7,4.0,1.0,,,
167984192.0,289,247.0,226.0,90.0,29.0,27.0
167984656.0,116,86.0,45.0,23.0,13.0,11.0
167984800.0,36,35.0,31.0,12.0,9.0,6.0
167985104.0,14,11.0,6.0,6.0,6.0,6.0
167985488.0,127,96.0,63.0,32.0,6.0,3.0
167985648.0,13,12.0,5.0,,,
167985760.0,232,204.0,182.0,52.0,34.0,23.0
167985792.0,139,88.0,49.0,16.0,16.0,16.0
167986400.0,66,49.0,17.0,10.0,6.0,6.0
167987088.0,107,81.0,68.0,67.0,51.0,50.0
167987504.0,61,24.0,15.0,12.0,9.0,9.0
167988528.0,159,112.0,99.0,54.0,35.0,35.0
167988560.0,21,17.0,17.0,15.0,15.0,15.0
167988928.0,179,115.0,78.0,2.0,2.0,2.0
167989136.0,250,169.0,141.0,137.0,88.0,88.0
167989360.0,1,1.0,,,,
167989536.0,108,74.0,70.0,69.0,28.0,23.0
167990208.0,20,9.0,9.0,3.0,3.0,3.0
167990256.0,68,51.0,46.0,35.0,28.0,26.0
167990752.0,167,128.0,115.0,61.0,60.0,53.0
167991584.0,73,46.0,40.0,17.0,17.0,12.0
167992720.0,82,63.0,41.0,37.0,11.0,9.0
167992752.0,42,35.0,35.0,35.0,29.0,29.0
167993312.0,231,69.0,28.0,11.0,11.0,11.0
167993632.0,37,35.0,12.0,9.0,8.0,8.0
167993680.0,241,179.0,101.0,17.0,16.0,16.0
167993984.0,181,112.0,93.0,76.0,69.0,64.0
167994016.0,47,24.0,20.0,15.0,7.0,7.0
167994144.0,108,92.0,29.0,22.0,15.0,11.0
167994464.0,115,77.0,47.0,12.0,11.0,11.0
167994512.0,49,10.0,10.0,10.0,9.0,9.0
167995408.0,106,60.0,47.0,34.0,31.0,31.0
167995504.0,133,77.0,60.0,39.0,37.0,36.0
167995696.0,20,4.0,1.0,1.0,1.0,1.0
167996352.0,92,84.0,76.0,52.0,46.0,46.0
167997152.0,143,108.0,78.0,38.0,19.0,17.0
167997216.0,64,32.0,9.0,,,
167997456.0,99,16.0,3.0,2.0,2.0,2.0
167997760.0,145,89.0,61.0,49.0,11.0,10.0
167998320.0,90,79.0,73.0,70.0,70.0,70.0
167998704.0,49,26.0,24.0,8.0,7.0,6.0
167998880.0,163,42.0,12.0,3.0,3.0,2.0
167999680.0,19,8.0,5.0,3.0,3.0,2.0
167999856.0,501,260.0,209.0,181.0,148.0,141.0
168000080.0,152,109.0,94.0,83.0,76.0,75.0
168000224.0,48,11.0,11.0,11.0,11.0,11.0
168000464.0,8,1.0,1.0,1.0,1.0,1.0
168001216.0,103,48.0,17.0,15.0,15.0,15.0
168001280.0,132,69.0,46.0,40.0,31.0,31.0
168001408.0,72,71.0,68.0,50.0,4.0,4.0
168001440.0,123,84.0,18.0,14.0,14.0,14.0
168002016.0,31,7.0,5.0,,,
168002352.0,3,2.0,,,,
168002688.0,33,14.0,13.0,10.0,8.0,8.0
168002944.0,58,19.0,13.0,9.0,8.0,8.0
168003088.0,264,79.0,63.0,12.0,12.0,12.0
168003248.0,65,55.0,40.0,35.0,35.0,29.0
168003312.0,55,15.0,15.0,15.0,13.0,13.0
168003840.0,121,112.0,97.0,59.0,43.0,42.0
168004000.0,18,6.0,5.0,1.0,1.0,1.0
168005024.0,157,142.0,22.0,11.0,8.0,2.0
168005392.0,6,6.0,6.0,2.0,2.0,2.0
168005552.0,55,49.0,11.0,9.0,9.0,9.0
168005872.0,4,2.0,2.0,2.0,,
168006560.0,9,4.0,4.0,1.0,,
168006704.0,74,63.0,24.0,10.0,7.0,6.0
168006800.0,47,39.0,12.0,12.0,9.0,9.0
168007024.0,65,42.0,37.0,18.0,2.0,2.0
168007616.0,198,82.0,27.0,20.0,20.0,19.0
168007632.0,22,1.0,1.0,1.0,1.0,1.0
168007888.0,73,49.0,39.0,35.0,31.0,30.0
168007920.0,49,38.0,30.0,14.0,11.0,11.0
168007984.0,89,77.0,68.0,40.0,27.0,13.0
168008032.0,211,109.0,90.0,68.0,43.0,42.0
168008160.0,157,78.0,29.0,17.0,16.0,13.0
168008448.0,198,34.0,,,,
168008528.0,106,84.0,82.0,59.0,28.0,24.0
168008944.0,87,67.0,67.0,67.0,55.0,54.0
168009072.0,100,81.0,76.0,57.0,53.0,49.0
168009216.0,32,12.0,5.0,5.0,5.0,3.0
168009264.0,10,8.0,7.0,7.0,7.0,7.0
168009488.0,81,44.0,39.0,22.0,18.0,18.0
168009824.0,329,227.0,207.0,182.0,177.0,133.0
168010368.0,111,68.0,64.0,29.0,28.0,27.0
168010976.0,32,17.0,13.0,11.0,11.0,11.0
168011152.0,166,130.0,100.0,56.0,48.0,47.0
168011216.0,68,42.0,36.0,23.0,21.0,21.0
168011376.0,71,60.0,58.0,43.0,43.0,31.0
168011712.0,92,52.0,42.0,39.0,38.0,6.0
168012080.0,25,14.0,11.0,11.0,,
168013136.0,87,40.0,30.0,22.0,22.0,22.0
168013168.0,45,39.0,20.0,16.0,15.0,15.0
168013328.0,9,2.0,2.0,2.0,1.0,1.0
168013552.0,254,145.0,86.0,17.0,5.0,5.0
168013760.0,109,83.0,73.0,39.0,38.0,37.0
168013920.0,10,8.0,2.0,2.0,2.0,2.0
168013936.0,41,29.0,21.0,18.0,10.0,10.0
168014320.0,22,4.0,4.0,4.0,4.0,
168014464.0,9,5.0,5.0,5.0,4.0,4.0
168015120.0,120,52.0,31.0,11.0,10.0,9.0
