uid,freq_search_last_21_days,freq_search_last_14_days,freq_search_last_7_days,freq_search_last_3_days,freq_search_last_1_days
167897952.0,74,67.0,40.0,38.0,38.0
167898416.0,4,1.0,,,
167898736.0,73,56.0,24.0,16.0,16.0
167899152.0,17,14.0,11.0,11.0,11.0
167899200.0,67,63.0,59.0,27.0,26.0
167899456.0,73,59.0,48.0,43.0,32.0
167899632.0,124,107.0,59.0,19.0,19.0
167900496.0,3,2.0,2.0,1.0,1.0
167900688.0,170,138.0,117.0,95.0,85.0
167900768.0,8,8.0,5.0,4.0,1.0
167900832.0,1,1.0,1.0,1.0,1.0
167901088.0,49,41.0,40.0,37.0,37.0
167902448.0,2,2.0,2.0,2.0,2.0
167902496.0,17,4.0,,,
167903136.0,12,8.0,6.0,2.0,
167903584.0,125,100.0,91.0,87.0,81.0
167904224.0,15,9.0,8.0,7.0,7.0
167905184.0,1,1.0,1.0,1.0,1.0
167905248.0,1,1.0,,,
167905728.0,6,3.0,3.0,,
167906176.0,23,15.0,10.0,,
167906208.0,6,4.0,4.0,4.0,4.0
167906800.0,2,2.0,2.0,2.0,2.0
167906864.0,30,27.0,17.0,16.0,16.0
167906880.0,5,5.0,4.0,4.0,4.0
167907184.0,94,83.0,28.0,13.0,12.0
167907424.0,36,26.0,20.0,14.0,4.0
167908400.0,26,20.0,11.0,4.0,2.0
167908736.0,146,107.0,68.0,62.0,61.0
167909056.0,9,8.0,6.0,4.0,4.0
167909200.0,75,68.0,41.0,33.0,32.0
167909424.0,159,97.0,62.0,62.0,62.0
167909504.0,47,35.0,31.0,31.0,31.0
167909552.0,91,72.0,68.0,66.0,58.0
167909584.0,5,3.0,3.0,3.0,3.0
167909744.0,126,123.0,72.0,46.0,44.0
167909984.0,6,6.0,4.0,4.0,4.0
167910368.0,30,9.0,7.0,7.0,7.0
167910832.0,49,49.0,17.0,17.0,17.0
167911248.0,24,20.0,20.0,20.0,17.0
167912016.0,12,8.0,8.0,,
167912144.0,33,15.0,,,
167912256.0,66,35.0,30.0,25.0,24.0
167913088.0,67,66.0,65.0,34.0,30.0
167913520.0,85,70.0,69.0,67.0,67.0
167913792.0,43,41.0,36.0,19.0,19.0
167914016.0,77,70.0,38.0,31.0,31.0
167914848.0,80,62.0,37.0,36.0,36.0
167915072.0,6,6.0,2.0,2.0,2.0
167915120.0,29,19.0,10.0,9.0,9.0
167915456.0,156,119.0,81.0,64.0,64.0
167916032.0,26,16.0,6.0,2.0,2.0
167916208.0,9,4.0,3.0,1.0,1.0
167916688.0,70,67.0,4.0,2.0,2.0
167916928.0,5,3.0,2.0,1.0,1.0
167917008.0,44,37.0,22.0,5.0,5.0
167917856.0,35,35.0,22.0,21.0,21.0
167919120.0,42,33.0,33.0,29.0,29.0
167919344.0,28,11.0,2.0,2.0,2.0
167919568.0,56,27.0,21.0,21.0,14.0
167919696.0,89,21.0,19.0,15.0,15.0
167920256.0,79,55.0,35.0,35.0,35.0
167920544.0,1,,,,
167920672.0,20,18.0,12.0,9.0,6.0
167921216.0,2,2.0,,,
167921408.0,9,9.0,4.0,,
167923072.0,51,27.0,10.0,8.0,8.0
167924240.0,31,1.0,1.0,1.0,1.0
167924768.0,54,31.0,9.0,6.0,6.0
167924896.0,12,7.0,6.0,6.0,6.0
167925792.0,110,31.0,18.0,10.0,10.0
167925920.0,6,6.0,5.0,5.0,5.0
167926480.0,4,4.0,,,
167926544.0,43,38.0,35.0,30.0,24.0
167926560.0,83,60.0,47.0,37.0,22.0
167926992.0,5,5.0,5.0,5.0,5.0
167927024.0,28,15.0,13.0,10.0,9.0
167927056.0,101,69.0,49.0,27.0,25.0
167927408.0,27,22.0,14.0,11.0,11.0
167927440.0,6,6.0,6.0,4.0,4.0
167927712.0,37,28.0,26.0,4.0,4.0
167928176.0,145,101.0,50.0,48.0,39.0
167928576.0,44,41.0,36.0,16.0,15.0
167928832.0,80,71.0,30.0,30.0,30.0
167928912.0,3,3.0,3.0,3.0,3.0
167929168.0,19,16.0,15.0,14.0,14.0
167929824.0,12,5.0,3.0,3.0,3.0
167930048.0,66,57.0,15.0,12.0,12.0
167930640.0,194,90.0,79.0,68.0,61.0
167930880.0,37,34.0,34.0,29.0,25.0
167931136.0,26,4.0,1.0,,
167931152.0,57,53.0,37.0,37.0,34.0
167931744.0,34,9.0,4.0,,
167932240.0,3,3.0,,,
167932272.0,83,46.0,29.0,21.0,20.0
167932672.0,116,116.0,111.0,61.0,60.0
167932864.0,1,1.0,,,
167933312.0,20,16.0,15.0,15.0,15.0
167933520.0,17,13.0,9.0,9.0,9.0
167933744.0,60,55.0,50.0,42.0,42.0
167934176.0,63,55.0,44.0,34.0,34.0
167934704.0,39,28.0,20.0,20.0,19.0
167934800.0,70,58.0,22.0,15.0,15.0
167934912.0,5,3.0,3.0,2.0,2.0
167935760.0,1058,860.0,558.0,426.0,331.0
167935936.0,36,35.0,35.0,35.0,35.0
167935968.0,17,13.0,8.0,7.0,6.0
167936032.0,14,13.0,2.0,2.0,2.0
167936640.0,63,54.0,28.0,24.0,20.0
167936768.0,109,71.0,67.0,61.0,60.0
167936784.0,6,5.0,5.0,3.0,3.0
167937200.0,3,1.0,,,
167937280.0,43,39.0,35.0,33.0,18.0
167937664.0,42,29.0,15.0,7.0,7.0
167937680.0,1,1.0,,,
167937920.0,156,126.0,91.0,91.0,79.0
167938592.0,26,10.0,3.0,2.0,1.0
167938688.0,110,76.0,68.0,34.0,34.0
167938784.0,56,52.0,42.0,34.0,34.0
167938944.0,9,7.0,6.0,4.0,4.0
167939168.0,10,10.0,10.0,10.0,10.0
167940304.0,18,18.0,4.0,1.0,1.0
167941088.0,3,3.0,,,
167941344.0,19,17.0,17.0,,
167941728.0,18,16.0,6.0,6.0,6.0
167942080.0,25,23.0,22.0,18.0,18.0
167943520.0,23,20.0,15.0,11.0,10.0
167943664.0,87,69.0,34.0,25.0,23.0
167943904.0,58,48.0,9.0,5.0,5.0
167944128.0,68,62.0,61.0,48.0,46.0
167944176.0,12,11.0,11.0,7.0,4.0
167944432.0,22,21.0,13.0,13.0,13.0
167944560.0,30,14.0,7.0,4.0,4.0
167944784.0,26,19.0,10.0,5.0,4.0
167945104.0,50,48.0,40.0,40.0,40.0
167945200.0,18,18.0,16.0,10.0,10.0
167945264.0,57,52.0,35.0,31.0,28.0
167945904.0,6,4.0,4.0,3.0,3.0
167946240.0,25,19.0,10.0,10.0,10.0
167946368.0,8,7.0,7.0,7.0,7.0
167946816.0,16,10.0,6.0,5.0,5.0
167947312.0,24,17.0,17.0,17.0,11.0
167947472.0,175,137.0,88.0,54.0,48.0
167947888.0,8,1.0,1.0,1.0,1.0
167948032.0,22,22.0,8.0,4.0,4.0
167948192.0,5,1.0,1.0,,
167948368.0,9,8.0,7.0,,
167948464.0,40,28.0,16.0,4.0,4.0
167949088.0,97,67.0,38.0,32.0,30.0
167949200.0,32,21.0,18.0,12.0,12.0
167949792.0,1,1.0,1.0,1.0,1.0
167949984.0,27,26.0,26.0,26.0,24.0
167950416.0,41,28.0,17.0,17.0,17.0
167950672.0,54,25.0,23.0,23.0,23.0
167951040.0,18,4.0,4.0,1.0,1.0
167951072.0,77,64.0,23.0,21.0,17.0
167951360.0,107,89.0,68.0,47.0,43.0
167952224.0,76,52.0,37.0,19.0,19.0
167952240.0,40,27.0,7.0,5.0,4.0
167952512.0,90,79.0,31.0,29.0,22.0
167952608.0,31,20.0,15.0,11.0,10.0
167952624.0,8,,,,
167952800.0,302,259.0,174.0,152.0,145.0
167953024.0,57,57.0,31.0,30.0,30.0
167953552.0,12,6.0,6.0,5.0,5.0
167954000.0,19,19.0,5.0,3.0,3.0
167954080.0,16,9.0,8.0,8.0,7.0
167954096.0,2,2.0,,,
167954560.0,69,57.0,57.0,56.0,52.0
167954848.0,120,97.0,72.0,46.0,46.0
167956304.0,62,46.0,38.0,30.0,30.0
167956912.0,1,1.0,1.0,1.0,1.0
167956960.0,52,44.0,24.0,22.0,22.0
167956976.0,15,13.0,2.0,1.0,1.0
167957136.0,149,111.0,100.0,80.0,75.0
167957216.0,131,116.0,92.0,81.0,81.0
167957936.0,16,12.0,4.0,4.0,4.0
167957952.0,8,6.0,5.0,2.0,
167958128.0,59,44.0,18.0,17.0,17.0
167958288.0,29,21.0,19.0,13.0,12.0
167958448.0,27,12.0,3.0,1.0,1.0
167959248.0,139,108.0,69.0,59.0,58.0
167959280.0,53,13.0,10.0,6.0,6.0
167959472.0,43,32.0,24.0,22.0,22.0
167959504.0,325,172.0,158.0,142.0,138.0
167959536.0,3,2.0,1.0,1.0,1.0
167959744.0,14,14.0,13.0,12.0,8.0
167959840.0,124,122.0,98.0,92.0,84.0
167959888.0,7,7.0,5.0,5.0,5.0
167959920.0,18,5.0,1.0,1.0,
167960304.0,30,26.0,17.0,11.0,4.0
167960656.0,70,49.0,37.0,30.0,30.0
167960672.0,16,10.0,9.0,9.0,3.0
167960688.0,11,5.0,3.0,2.0,
167961216.0,83,70.0,15.0,1.0,1.0
167961456.0,61,34.0,8.0,8.0,8.0
167961840.0,20,18.0,8.0,7.0,7.0
167961920.0,62,52.0,20.0,20.0,20.0
167962448.0,3,2.0,,,
167962544.0,9,5.0,,,
167962688.0,41,41.0,38.0,38.0,33.0
167962944.0,59,57.0,57.0,44.0,44.0
167963328.0,13,12.0,11.0,11.0,11.0
167963632.0,53,53.0,50.0,50.0,50.0
167963680.0,80,23.0,13.0,9.0,9.0
167963792.0,36,27.0,17.0,14.0,14.0
167964368.0,22,7.0,3.0,3.0,3.0
167964576.0,94,72.0,38.0,34.0,25.0
167964816.0,104,21.0,14.0,13.0,13.0
167965392.0,4,4.0,1.0,1.0,1.0
167965760.0,37,25.0,16.0,8.0,8.0
167965968.0,44,41.0,8.0,2.0,2.0
167966160.0,41,14.0,3.0,3.0,3.0
167966272.0,4,3.0,2.0,1.0,1.0
167966304.0,28,9.0,6.0,5.0,5.0
167966528.0,23,22.0,19.0,19.0,19.0
167966544.0,169,117.0,77.0,60.0,51.0
167966688.0,108,92.0,79.0,69.0,68.0
167966784.0,141,105.0,7.0,6.0,3.0
167966912.0,100,77.0,54.0,24.0,23.0
167967152.0,55,41.0,33.0,32.0,32.0
167967504.0,54,9.0,9.0,9.0,9.0
167967920.0,16,16.0,11.0,5.0,5.0
167968448.0,33,15.0,9.0,8.0,5.0
167968896.0,93,61.0,47.0,23.0,23.0
167968992.0,74,56.0,53.0,45.0,40.0
167969792.0,51,38.0,22.0,20.0,20.0
167969872.0,25,10.0,7.0,7.0,7.0
167970016.0,117,57.0,20.0,8.0,3.0
167970096.0,4,4.0,4.0,,
167970368.0,91,52.0,35.0,24.0,23.0
167971056.0,28,15.0,6.0,5.0,5.0
167971616.0,42,39.0,25.0,24.0,21.0
167971776.0,26,24.0,24.0,24.0,24.0
167971792.0,75,34.0,5.0,4.0,4.0
167972032.0,15,15.0,12.0,3.0,3.0
167972800.0,70,57.0,46.0,40.0,40.0
167972880.0,220,216.0,205.0,119.0,117.0
167972960.0,19,15.0,4.0,4.0,3.0
167973024.0,35,22.0,14.0,14.0,14.0
167973120.0,72,51.0,23.0,23.0,23.0
167973152.0,102,64.0,46.0,33.0,33.0
167973200.0,26,23.0,18.0,17.0,17.0
167974912.0,175,132.0,82.0,65.0,63.0
167975056.0,27,14.0,10.0,8.0,8.0
167975072.0,30,21.0,13.0,6.0,6.0
167975296.0,82,58.0,46.0,28.0,27.0
167975312.0,53,33.0,16.0,9.0,9.0
167975552.0,98,97.0,94.0,90.0,90.0
167975792.0,34,31.0,26.0,13.0,10.0
167975904.0,28,25.0,19.0,19.0,19.0
167976240.0,1,1.0,,,
167976304.0,21,21.0,16.0,16.0,16.0
167976800.0,11,1.0,1.0,1.0,1.0
167977312.0,66,58.0,51.0,50.0,50.0
167977648.0,173,160.0,66.0,25.0,25.0
167978288.0,5,3.0,2.0,2.0,2.0
167978464.0,76,65.0,53.0,47.0,47.0
167978944.0,2,2.0,2.0,2.0,2.0
167979168.0,4,4.0,4.0,4.0,4.0
167979360.0,50,42.0,16.0,10.0,8.0
167979696.0,70,36.0,33.0,21.0,17.0
167979792.0,102,72.0,56.0,48.0,33.0
167980064.0,3,3.0,3.0,3.0,3.0
167980784.0,41,26.0,17.0,16.0,15.0
167981312.0,55,37.0,37.0,34.0,33.0
167981392.0,38,19.0,19.0,13.0,13.0
167981808.0,69,57.0,44.0,42.0,42.0
167981936.0,110,86.0,74.0,61.0,61.0
167982560.0,39,33.0,33.0,32.0,32.0
167982672.0,64,64.0,45.0,39.0,39.0
167983216.0,178,145.0,79.0,79.0,79.0
167983424.0,17,12.0,5.0,4.0,4.0
167983696.0,4,1.0,,,
167984192.0,247,226.0,90.0,29.0,27.0
167984656.0,86,45.0,23.0,13.0,11.0
167984800.0,35,31.0,12.0,9.0,6.0
167985104.0,11,6.0,6.0,6.0,6.0
167985488.0,96,63.0,32.0,6.0,3.0
167985648.0,12,5.0,,,
167985760.0,204,182.0,52.0,34.0,23.0
167985792.0,88,49.0,16.0,16.0,16.0
167986400.0,49,17.0,10.0,6.0,6.0
167987088.0,81,68.0,67.0,51.0,50.0
167987504.0,24,15.0,12.0,9.0,9.0
167988528.0,112,99.0,54.0,35.0,35.0
167988560.0,17,17.0,15.0,15.0,15.0
167988928.0,115,78.0,2.0,2.0,2.0
167989136.0,169,141.0,137.0,88.0,88.0
167989360.0,1,,,,
167989536.0,74,70.0,69.0,28.0,23.0
167990208.0,9,9.0,3.0,3.0,3.0
167990256.0,51,46.0,35.0,28.0,26.0
167990752.0,128,115.0,61.0,60.0,53.0
167991584.0,46,40.0,17.0,17.0,12.0
167992720.0,63,41.0,37.0,11.0,9.0
167992752.0,35,35.0,35.0,29.0,29.0
167993312.0,69,28.0,11.0,11.0,11.0
167993632.0,35,12.0,9.0,8.0,8.0
167993680.0,179,101.0,17.0,16.0,16.0
167993984.0,112,93.0,76.0,69.0,64.0
167994016.0,24,20.0,15.0,7.0,7.0
167994144.0,92,29.0,22.0,15.0,11.0
167994464.0,77,47.0,12.0,11.0,11.0
167994512.0,10,10.0,10.0,9.0,9.0
167995408.0,60,47.0,34.0,31.0,31.0
167995504.0,77,60.0,39.0,37.0,36.0
167995696.0,4,1.0,1.0,1.0,1.0
167996352.0,84,76.0,52.0,46.0,46.0
167997152.0,108,78.0,38.0,19.0,17.0
167997216.0,32,9.0,,,
167997456.0,16,3.0,2.0,2.0,2.0
167997760.0,89,61.0,49.0,11.0,10.0
167998320.0,79,73.0,70.0,70.0,70.0
167998704.0,26,24.0,8.0,7.0,6.0
167998880.0,42,12.0,3.0,3.0,2.0
167999680.0,8,5.0,3.0,3.0,2.0
167999856.0,260,209.0,181.0,148.0,141.0
168000080.0,109,94.0,83.0,76.0,75.0
168000224.0,11,11.0,11.0,11.0,11.0
168000464.0,1,1.0,1.0,1.0,1.0
168001216.0,48,17.0,15.0,15.0,15.0
168001280.0,69,46.0,40.0,31.0,31.0
168001408.0,71,68.0,50.0,4.0,4.0
168001440.0,84,18.0,14.0,14.0,14.0
168002016.0,7,5.0,,,
168002352.0,2,,,,
168002688.0,14,13.0,10.0,8.0,8.0
168002944.0,19,13.0,9.0,8.0,8.0
168003088.0,79,63.0,12.0,12.0,12.0
168003248.0,55,40.0,35.0,35.0,29.0
168003312.0,15,15.0,15.0,13.0,13.0
168003840.0,112,97.0,59.0,43.0,42.0
168004000.0,6,5.0,1.0,1.0,1.0
168005024.0,142,22.0,11.0,8.0,2.0
168005392.0,6,6.0,2.0,2.0,2.0
168005552.0,49,11.0,9.0,9.0,9.0
168005872.0,2,2.0,2.0,,
168006560.0,4,4.0,1.0,,
168006704.0,63,24.0,10.0,7.0,6.0
168006800.0,39,12.0,12.0,9.0,9.0
168007024.0,42,37.0,18.0,2.0,2.0
168007616.0,82,27.0,20.0,20.0,19.0
168007632.0,1,1.0,1.0,1.0,1.0
168007888.0,49,39.0,35.0,31.0,30.0
168007920.0,38,30.0,14.0,11.0,11.0
168007984.0,77,68.0,40.0,27.0,13.0
168008032.0,109,90.0,68.0,43.0,42.0
168008160.0,78,29.0,17.0,16.0,13.0
168008448.0,34,,,,
168008528.0,84,82.0,59.0,28.0,24.0
168008944.0,67,67.0,67.0,55.0,54.0
168009072.0,81,76.0,57.0,53.0,49.0
168009216.0,12,5.0,5.0,5.0,3.0
168009264.0,8,7.0,7.0,7.0,7.0
168009488.0,44,39.0,22.0,18.0,18.0
168009824.0,227,207.0,182.0,177.0,133.0
168010368.0,68,64.0,29.0,28.0,27.0
168010976.0,17,13.0,11.0,11.0,11.0
168011152.0,130,100.0,56.0,48.0,47.0
168011216.0,42,36.0,23.0,21.0,21.0
168011376.0,60,58.0,43.0,43.0,31.0
168011712.0,52,42.0,39.0,38.0,6.0
168012080.0,14,11.0,11.0,,
168013136.0,40,30.0,22.0,22.0,22.0
168013168.0,39,20.0,16.0,15.0,15.0
168013328.0,2,2.0,2.0,1.0,1.0
168013552.0,145,86.0,17.0,5.0,5.0
168013760.0,83,73.0,39.0,38.0,37.0
168013920.0,8,2.0,2.0,2.0,2.0
168013936.0,29,21.0,18.0,10.0,10.0
168014320.0,4,4.0,4.0,4.0,
168014464.0,5,5.0,5.0,4.0,4.0
168015120.0,52,31.0,11.0,10.0,9.0
168015696.0,30,30.0,25.0,3.0,2.0
168017152.0,16,15.0,15.0,13.0,13.0
168017200.0,34,33.0,27.0,25.0,25.0
168017408.0,97,79.0,15.0,13.0,10.0
168017648.0,207,198.0,98.0,28.0,28.0
168017760.0,98,64.0,18.0,10.0,9.0
168017952.0,33,28.0,10.0,3.0,3.0
168018048.0,12,12.0,11.0,5.0,4.0
168018768.0,55,55.0,43.0,42.0,42.0
168019488.0,1,,,,
168019680.0,155,84.0,46.0,23.0,18.0
168019712.0,105,105.0,85.0,71.0,60.0
168019776.0,2,2.0,1.0,1.0,1.0
168020224.0,71,40.0,16.0,8.0,8.0
168020768.0,18,18.0,18.0,18.0,12.0
168021008.0,8,4.0,1.0,1.0,1.0
168021072.0,47,46.0,45.0,45.0,45.0
168022208.0,84,81.0,16.0,14.0,14.0
168022336.0,82,47.0,14.0,,
168022352.0,13,13.0,7.0,2.0,2.0
168022960.0,25,20.0,17.0,11.0,11.0
168023360.0,74,26.0,19.0,14.0,13.0
168023408.0,19,17.0,15.0,15.0,14.0
168023616.0,45,38.0,31.0,9.0,9.0
168023936.0,20,13.0,,,
168024032.0,41,35.0,34.0,26.0,26.0
168024144.0,86,28.0,11.0,10.0,10.0
168025856.0,84,42.0,33.0,21.0,18.0
168026080.0,11,9.0,8.0,8.0,8.0
168026416.0,97,79.0,40.0,26.0,24.0
168026480.0,183,179.0,161.0,153.0,151.0
168026512.0,3,,,,
168027632.0,19,17.0,3.0,3.0,3.0
168027760.0,121,96.0,93.0,77.0,77.0
168028208.0,26,16.0,15.0,7.0,7.0
168028352.0,5,5.0,,,
168028480.0,69,55.0,44.0,40.0,40.0
168028688.0,20,18.0,12.0,10.0,10.0
168029552.0,98,54.0,27.0,27.0,27.0
168030192.0,4,3.0,2.0,1.0,1.0
168030224.0,26,17.0,4.0,4.0,4.0
168030624.0,3,2.0,,,
168031280.0,124,117.0,95.0,95.0,95.0
168031504.0,79,48.0,1.0,1.0,1.0
168031840.0,46,45.0,43.0,25.0,25.0
168032048.0,200,163.0,118.0,97.0,96.0
168032064.0,21,11.0,9.0,8.0,8.0
168032096.0,28,28.0,27.0,27.0,27.0
168032496.0,30,30.0,29.0,23.0,22.0
168032576.0,17,12.0,5.0,3.0,3.0
168033168.0,14,8.0,5.0,5.0,5.0
168033248.0,56,44.0,18.0,18.0,18.0
168033536.0,10,5.0,3.0,1.0,1.0
168033616.0,118,107.0,64.0,47.0,47.0
168033744.0,12,5.0,1.0,1.0,1.0
168034816.0,13,7.0,7.0,6.0,6.0
168035296.0,90,58.0,21.0,20.0,20.0
168035392.0,37,30.0,24.0,23.0,17.0
168035712.0,31,22.0,16.0,16.0,16.0
168035920.0,9,9.0,8.0,8.0,8.0
168036432.0,18,13.0,11.0,8.0,7.0
168036800.0,116,82.0,42.0,40.0,34.0
168036928.0,129,120.0,92.0,76.0,69.0
168036960.0,68,36.0,25.0,22.0,20.0
168037760.0,4,2.0,2.0,2.0,
168038160.0,17,3.0,3.0,3.0,3.0
168038240.0,44,23.0,17.0,16.0,16.0
168038352.0,56,36.0,26.0,12.0,9.0
168038624.0,92,85.0,39.0,33.0,27.0
168039056.0,25,9.0,8.0,8.0,8.0
168039232.0,16,12.0,3.0,1.0,1.0
168039392.0,45,26.0,18.0,16.0,16.0
168040016.0,30,30.0,30.0,13.0,13.0
168040048.0,84,75.0,72.0,61.0,61.0
168040064.0,43,32.0,11.0,10.0,9.0
168041248.0,297,164.0,119.0,98.0,92.0
168041360.0,52,17.0,10.0,9.0,7.0
168041488.0,148,128.0,101.0,60.0,60.0
168041600.0,229,10.0,5.0,5.0,5.0
168041840.0,67,29.0,27.0,17.0,15.0
168042016.0,18,17.0,5.0,5.0,5.0
168042160.0,20,9.0,9.0,5.0,
168042240.0,11,11.0,11.0,11.0,11.0
168042608.0,87,69.0,61.0,57.0,56.0
168042784.0,1,1.0,1.0,,
168043312.0,70,69.0,41.0,36.0,33.0
168043600.0,249,247.0,223.0,170.0,145.0
168043664.0,13,6.0,3.0,1.0,1.0
168044352.0,58,30.0,26.0,23.0,16.0
168045280.0,21,3.0,,,
168045760.0,6,,,,
168045904.0,25,14.0,2.0,2.0,2.0
168045952.0,236,208.0,144.0,83.0,83.0
168048112.0,10,10.0,10.0,10.0,1.0
168048288.0,62,59.0,51.0,46.0,44.0
168048720.0,21,20.0,9.0,8.0,7.0
168048864.0,15,15.0,10.0,6.0,6.0
168049152.0,38,28.0,20.0,20.0,20.0
168049584.0,46,46.0,17.0,2.0,2.0
168049808.0,75,56.0,32.0,22.0,19.0
168050144.0,20,8.0,2.0,2.0,2.0
168050576.0,20,13.0,4.0,2.0,2.0
168050608.0,13,7.0,7.0,6.0,6.0
168050672.0,27,15.0,9.0,8.0,8.0
168050816.0,18,12.0,6.0,4.0,1.0
168051184.0,31,27.0,24.0,23.0,23.0
168052560.0,4,3.0,3.0,3.0,3.0
168052880.0,16,16.0,4.0,4.0,4.0
168053296.0,30,22.0,20.0,20.0,20.0
168053424.0,10,7.0,7.0,,
168053776.0,162,141.0,130.0,94.0,74.0
168053792.0,61,50.0,23.0,18.0,8.0
168054256.0,1,,,,
168054560.0,48,38.0,17.0,6.0,4.0
168054768.0,27,20.0,20.0,16.0,16.0
168054928.0,82,38.0,38.0,32.0,32.0
168055408.0,268,148.0,71.0,59.0,59.0
168055584.0,65,58.0,42.0,31.0,29.0
168055968.0,2,,,,
168056096.0,10,5.0,1.0,1.0,
168057392.0,9,,,,
168057440.0,89,51.0,32.0,23.0,20.0
168057616.0,15,12.0,12.0,12.0,12.0
168058064.0,74,60.0,23.0,23.0,23.0
168058672.0,7,4.0,3.0,2.0,2.0
168059200.0,1,1.0,1.0,1.0,
168059760.0,8,4.0,1.0,1.0,1.0
168060048.0,25,16.0,7.0,7.0,5.0
168061072.0,278,216.0,201.0,136.0,136.0
168061408.0,36,33.0,30.0,24.0,18.0
168061552.0,49,38.0,13.0,13.0,11.0
168062416.0,38,38.0,37.0,36.0,36.0
168062448.0,44,39.0,18.0,17.0,17.0
168062944.0,8,8.0,8.0,4.0,4.0
168062976.0,273,212.0,174.0,155.0,144.0
168063168.0,28,9.0,7.0,6.0,6.0
168063616.0,54,21.0,21.0,17.0,17.0
168064160.0,6,5.0,5.0,5.0,5.0
168064256.0,23,20.0,17.0,13.0,12.0
168064384.0,175,32.0,14.0,11.0,11.0
168065104.0,5,5.0,5.0,,
168065456.0,24,20.0,13.0,13.0,13.0
168065536.0,5,5.0,5.0,4.0,4.0
168066080.0,36,21.0,,,
168066144.0,4,4.0,4.0,4.0,4.0
168067792.0,44,28.0,20.0,18.0,18.0
168068448.0,77,72.0,42.0,17.0,8.0
168068704.0,3,3.0,3.0,3.0,3.0
168069200.0,3,3.0,,,
168069904.0,45,38.0,20.0,18.0,13.0
168070400.0,68,61.0,56.0,46.0,43.0
168070880.0,13,13.0,12.0,12.0,6.0
168070960.0,172,135.0,65.0,49.0,47.0
168071024.0,17,8.0,8.0,8.0,8.0
168071424.0,3,,,,
168073152.0,47,45.0,44.0,43.0,43.0
168073296.0,21,20.0,2.0,2.0,2.0
168073568.0,41,38.0,34.0,34.0,34.0
168073760.0,1,,,,
168073840.0,14,10.0,5.0,1.0,1.0
168074336.0,40,29.0,9.0,9.0,8.0
168075072.0,242,234.0,106.0,85.0,81.0
168075104.0,5,,,,
168075520.0,94,44.0,32.0,28.0,13.0
168075808.0,40,39.0,36.0,29.0,26.0
168076192.0,28,14.0,8.0,8.0,7.0
168076400.0,88,70.0,39.0,32.0,32.0
168076624.0,48,29.0,24.0,21.0,21.0
168077616.0,4,1.0,1.0,,
168078592.0,131,118.0,105.0,84.0,82.0
168078656.0,12,7.0,6.0,6.0,6.0
168078672.0,7,5.0,3.0,3.0,3.0
168078800.0,4,4.0,3.0,2.0,2.0
168078944.0,15,1.0,,,
168079088.0,48,39.0,37.0,37.0,33.0
168079120.0,25,25.0,24.0,24.0,24.0
168079168.0,2,2.0,2.0,,
168079360.0,10,10.0,4.0,4.0,4.0
168079664.0,65,57.0,51.0,42.0,42.0
168079712.0,65,51.0,25.0,15.0,15.0
168080832.0,15,15.0,15.0,15.0,14.0
168081120.0,62,57.0,29.0,27.0,26.0
168082016.0,15,15.0,15.0,14.0,12.0
168082192.0,8,2.0,2.0,2.0,2.0
168082912.0,40,34.0,31.0,28.0,27.0
168083024.0,4,,,,
168083408.0,17,17.0,16.0,12.0,12.0
168083920.0,2,2.0,1.0,1.0,1.0
168084304.0,9,9.0,9.0,6.0,5.0
168087408.0,23,23.0,19.0,,
168087840.0,146,111.0,65.0,56.0,56.0
168087856.0,8,,,,
168088480.0,12,5.0,1.0,1.0,1.0
168088624.0,1,,,,
168088640.0,25,23.0,23.0,11.0,8.0
168088992.0,7,3.0,1.0,1.0,1.0
168089152.0,8,,,,
168089552.0,54,17.0,6.0,6.0,6.0
168089584.0,33,24.0,21.0,13.0,11.0
168091312.0,1,,,,
168092016.0,5,,,,
168092672.0,9,3.0,3.0,3.0,3.0
168093312.0,1,1.0,1.0,,
168093920.0,35,22.0,13.0,13.0,13.0
168094304.0,32,25.0,22.0,21.0,21.0
168094512.0,52,44.0,6.0,4.0,4.0
168096960.0,7,4.0,1.0,1.0,
168097136.0,101,15.0,,,
168097280.0,66,50.0,39.0,34.0,28.0
168097696.0,1,1.0,1.0,1.0,1.0
168097824.0,15,,,,
168097936.0,1,1.0,1.0,1.0,1.0
168098320.0,1,1.0,1.0,,
168098544.0,9,9.0,9.0,9.0,9.0
168098784.0,2,2.0,,,
168098944.0,1,1.0,,,
168099200.0,4,4.0,,,
168099296.0,1,,,,
168100608.0,47,44.0,41.0,29.0,27.0
168100816.0,3,2.0,2.0,1.0,1.0
168102272.0,12,12.0,,,
168103184.0,51,18.0,15.0,11.0,11.0
168103392.0,34,24.0,18.0,11.0,11.0
168103696.0,1,1.0,,,
168103856.0,68,68.0,66.0,66.0,66.0
168104064.0,7,7.0,2.0,,
168104912.0,14,12.0,7.0,5.0,5.0
168104928.0,9,9.0,7.0,7.0,7.0
168105024.0,6,,,,
168105392.0,23,16.0,15.0,10.0,10.0
168105536.0,18,17.0,16.0,10.0,10.0
168105808.0,36,31.0,28.0,2.0,1.0
168106912.0,52,42.0,29.0,27.0,25.0
168107360.0,43,36.0,21.0,18.0,16.0
168107456.0,110,85.0,39.0,34.0,34.0
168107904.0,9,6.0,5.0,5.0,5.0
168108464.0,4,2.0,1.0,1.0,1.0
