uid,freq_search_last_21_days,freq_search_last_14_days,freq_search_last_7_days,freq_search_last_3_days,freq_search_last_1_days
167691904.0,35,32.0,23.0,5.0,5.0
167691968.0,15,,,,
167692160.0,1,1.0,,,
167692208.0,15,13.0,,,
167692608.0,30,30.0,23.0,23.0,23.0
167693344.0,20,11.0,7.0,5.0,5.0
167693472.0,13,11.0,9.0,8.0,8.0
167693776.0,7,7.0,3.0,,
167694592.0,55,43.0,15.0,5.0,5.0
167695840.0,31,28.0,15.0,9.0,8.0
167695920.0,31,31.0,15.0,11.0,8.0
167696064.0,4,3.0,2.0,2.0,2.0
167696144.0,259,182.0,137.0,132.0,131.0
167696352.0,3,2.0,2.0,2.0,2.0
167696976.0,15,8.0,,,
167698048.0,30,14.0,13.0,13.0,11.0
167698672.0,5,5.0,5.0,5.0,5.0
167699120.0,10,10.0,10.0,10.0,10.0
167699568.0,17,14.0,9.0,8.0,8.0
167700144.0,1,1.0,1.0,1.0,1.0
167700304.0,41,26.0,12.0,8.0,8.0
167700960.0,4,1.0,1.0,1.0,1.0
167701152.0,15,13.0,7.0,7.0,6.0
167701312.0,1,1.0,,,
167701424.0,88,40.0,14.0,6.0,6.0
167702048.0,37,37.0,35.0,35.0,35.0
167702480.0,21,17.0,10.0,10.0,10.0
167702832.0,12,12.0,8.0,,
167703360.0,184,159.0,130.0,95.0,92.0
167703440.0,5,,,,
167703856.0,1,1.0,1.0,1.0,1.0
167704176.0,20,13.0,12.0,10.0,3.0
167704352.0,53,50.0,3.0,2.0,2.0
167704864.0,6,3.0,3.0,2.0,
167705392.0,1,1.0,1.0,1.0,1.0
167706128.0,1,,,,
167706384.0,136,132.0,75.0,67.0,61.0
167706608.0,21,7.0,7.0,6.0,5.0
167707040.0,1,1.0,,,
167707296.0,37,27.0,24.0,24.0,24.0
167707328.0,15,14.0,4.0,4.0,4.0
167707424.0,69,52.0,48.0,24.0,23.0
167707552.0,28,25.0,19.0,16.0,14.0
167707776.0,4,3.0,3.0,1.0,1.0
167708176.0,48,33.0,32.0,27.0,26.0
167708304.0,10,10.0,4.0,3.0,3.0
167708544.0,1,,,,
167708832.0,53,43.0,26.0,24.0,23.0
167709168.0,16,15.0,14.0,4.0,4.0
167709856.0,38,1.0,1.0,,
167710464.0,19,8.0,6.0,1.0,1.0
167710496.0,67,67.0,50.0,50.0,48.0
167710832.0,1,,,,
167711072.0,74,43.0,16.0,10.0,9.0
167711712.0,3,3.0,3.0,3.0,3.0
167712064.0,44,42.0,32.0,30.0,24.0
167712960.0,5,5.0,3.0,3.0,3.0
167712976.0,8,5.0,4.0,2.0,1.0
167712992.0,16,14.0,10.0,9.0,8.0
167713808.0,2,2.0,2.0,,
167714160.0,33,33.0,5.0,2.0,2.0
167714672.0,15,13.0,3.0,,
167714752.0,19,19.0,19.0,19.0,1.0
167714992.0,2,,,,
167715648.0,2,2.0,,,
167715872.0,56,51.0,48.0,44.0,44.0
167716688.0,104,33.0,,,
167717264.0,31,26.0,11.0,10.0,10.0
167717776.0,7,6.0,6.0,6.0,6.0
167718064.0,28,28.0,3.0,,
167718240.0,21,2.0,2.0,2.0,2.0
167718464.0,26,26.0,24.0,24.0,2.0
167718624.0,76,49.0,34.0,33.0,33.0
167719248.0,41,41.0,9.0,5.0,4.0
167719600.0,36,7.0,7.0,7.0,7.0
167719616.0,17,17.0,,,
167719632.0,55,35.0,25.0,23.0,23.0
167719808.0,34,25.0,24.0,13.0,12.0
167719824.0,6,6.0,6.0,5.0,3.0
167719872.0,99,60.0,28.0,28.0,25.0
167719984.0,1,1.0,1.0,1.0,
167720192.0,4,4.0,3.0,,
167720992.0,4,4.0,,,
167721760.0,120,114.0,108.0,107.0,105.0
167721792.0,2,2.0,,,
167721872.0,1,,,,
167721888.0,53,39.0,26.0,18.0,18.0
167722384.0,5,1.0,,,
167722464.0,85,54.0,42.0,40.0,37.0
167722736.0,12,11.0,10.0,9.0,7.0
167722928.0,10,10.0,3.0,3.0,3.0
167723040.0,29,24.0,17.0,17.0,17.0
167723056.0,49,36.0,30.0,28.0,27.0
167723280.0,89,,,,
167723344.0,49,41.0,13.0,2.0,2.0
167723536.0,2,2.0,,,
167724768.0,20,16.0,11.0,7.0,7.0
167724864.0,63,63.0,63.0,63.0,53.0
167725104.0,1,1.0,1.0,1.0,1.0
167725344.0,68,57.0,36.0,14.0,13.0
167726000.0,50,45.0,37.0,,
167726416.0,5,2.0,1.0,,
167726464.0,14,10.0,9.0,8.0,4.0
167727280.0,94,90.0,86.0,83.0,83.0
167727744.0,46,40.0,11.0,11.0,11.0
167727952.0,86,81.0,60.0,56.0,54.0
167728512.0,223,176.0,121.0,118.0,116.0
167728592.0,42,41.0,36.0,31.0,18.0
167728752.0,36,34.0,20.0,20.0,20.0
167729600.0,21,19.0,9.0,3.0,3.0
167729616.0,17,17.0,9.0,9.0,9.0
167729968.0,4,3.0,2.0,1.0,1.0
167730720.0,3,,,,
167730880.0,92,90.0,74.0,69.0,67.0
167730960.0,9,6.0,5.0,5.0,5.0
167731232.0,10,8.0,8.0,7.0,7.0
167731296.0,68,32.0,12.0,3.0,3.0
167731488.0,3,3.0,3.0,3.0,3.0
167731744.0,15,,,,
167731776.0,9,9.0,1.0,1.0,1.0
167732256.0,72,66.0,42.0,42.0,39.0
167732656.0,16,16.0,16.0,8.0,8.0
167732768.0,3,2.0,2.0,2.0,2.0
167733680.0,36,20.0,2.0,2.0,2.0
167733776.0,29,,,,
167734512.0,8,8.0,8.0,,
167734576.0,39,22.0,22.0,22.0,22.0
167734800.0,63,59.0,54.0,46.0,46.0
167734992.0,66,50.0,41.0,24.0,23.0
167735456.0,20,20.0,9.0,8.0,8.0
167736176.0,2,,,,
167736224.0,1,,,,
167736736.0,1,1.0,,,
167737248.0,104,49.0,32.0,31.0,30.0
167737328.0,107,62.0,11.0,11.0,11.0
167737472.0,21,19.0,9.0,8.0,7.0
167738592.0,32,21.0,16.0,15.0,12.0
167738736.0,5,4.0,4.0,4.0,4.0
167739104.0,46,41.0,17.0,6.0,6.0
167739248.0,114,92.0,69.0,51.0,51.0
167739792.0,7,,,,
167740288.0,39,27.0,23.0,22.0,22.0
167740384.0,2,,,,
167740752.0,6,5.0,3.0,2.0,2.0
167741152.0,28,28.0,28.0,28.0,28.0
167741648.0,57,48.0,41.0,29.0,27.0
167741824.0,1,1.0,1.0,1.0,
167742048.0,6,6.0,,,
167742192.0,26,26.0,18.0,17.0,17.0
167742240.0,138,100.0,57.0,21.0,19.0
167742512.0,38,9.0,8.0,8.0,8.0
167742912.0,106,96.0,95.0,29.0,29.0
167743072.0,6,,,,
167743088.0,1,1.0,1.0,1.0,1.0
167743328.0,96,60.0,49.0,32.0,26.0
167744000.0,13,9.0,4.0,2.0,2.0
167744016.0,54,33.0,26.0,25.0,16.0
167744032.0,59,58.0,31.0,29.0,29.0
167744464.0,14,14.0,4.0,,
167745456.0,1,,,,
167745760.0,88,62.0,42.0,41.0,41.0
167746080.0,9,6.0,3.0,1.0,1.0
167746864.0,33,32.0,32.0,22.0,22.0
167747040.0,3,3.0,1.0,1.0,
167747200.0,24,22.0,11.0,11.0,9.0
167747312.0,16,6.0,6.0,2.0,2.0
167747344.0,1,1.0,,,
167747552.0,28,14.0,13.0,7.0,7.0
167747568.0,17,17.0,17.0,17.0,17.0
167747696.0,7,7.0,5.0,5.0,5.0
167747744.0,13,12.0,3.0,1.0,1.0
167748176.0,64,55.0,14.0,10.0,10.0
167748512.0,32,15.0,3.0,3.0,3.0
167748768.0,62,33.0,31.0,14.0,14.0
167748880.0,7,6.0,2.0,2.0,2.0
167748928.0,15,15.0,12.0,11.0,11.0
167749024.0,1,1.0,,,
167749104.0,69,69.0,28.0,25.0,20.0
167749120.0,27,24.0,21.0,17.0,16.0
167749232.0,42,42.0,42.0,33.0,31.0
167749472.0,77,74.0,66.0,63.0,63.0
167749568.0,40,3.0,2.0,,
167749584.0,18,12.0,12.0,12.0,12.0
167749648.0,1,,,,
167749888.0,50,43.0,7.0,7.0,7.0
167750256.0,34,21.0,13.0,13.0,11.0
167750528.0,32,32.0,30.0,23.0,15.0
167750880.0,15,15.0,15.0,15.0,15.0
167751248.0,15,13.0,11.0,11.0,11.0
167751664.0,60,36.0,36.0,36.0,34.0
167752000.0,79,45.0,29.0,20.0,17.0
167752016.0,16,11.0,6.0,6.0,4.0
167752208.0,24,23.0,23.0,23.0,19.0
167752864.0,102,95.0,24.0,23.0,23.0
167752928.0,1,,,,
167753376.0,88,80.0,70.0,63.0,63.0
167753680.0,14,7.0,4.0,3.0,3.0
167753696.0,20,20.0,1.0,,
167754432.0,17,15.0,11.0,10.0,9.0
167754800.0,50,31.0,29.0,27.0,27.0
167755040.0,60,55.0,9.0,9.0,9.0
167755152.0,8,8.0,5.0,5.0,5.0
167755760.0,11,2.0,,,
167756016.0,24,15.0,9.0,7.0,7.0
167756448.0,1,1.0,1.0,,
167756912.0,4,4.0,,,
167757008.0,21,20.0,,,
167757264.0,20,15.0,15.0,14.0,14.0
167757312.0,54,48.0,7.0,7.0,6.0
167757472.0,9,8.0,7.0,7.0,7.0
167758384.0,16,7.0,,,
167758544.0,25,5.0,5.0,5.0,5.0
167759008.0,6,5.0,1.0,,
167759552.0,97,95.0,94.0,91.0,91.0
167759568.0,22,21.0,19.0,19.0,19.0
167759664.0,28,21.0,13.0,12.0,12.0
167759952.0,34,29.0,9.0,9.0,8.0
167760544.0,39,23.0,18.0,15.0,15.0
167760656.0,20,20.0,20.0,20.0,20.0
167760992.0,69,67.0,41.0,36.0,33.0
167762192.0,118,80.0,72.0,35.0,33.0
167762224.0,2,2.0,2.0,,
167762880.0,35,24.0,24.0,12.0,12.0
167763072.0,69,58.0,51.0,51.0,51.0
167763424.0,48,45.0,22.0,11.0,11.0
167763440.0,3,3.0,3.0,3.0,3.0
167763584.0,43,13.0,8.0,5.0,5.0
167765712.0,2,2.0,2.0,2.0,2.0
167766224.0,54,46.0,45.0,34.0,33.0
167766560.0,21,21.0,20.0,20.0,18.0
167766608.0,15,5.0,5.0,5.0,5.0
167767024.0,13,13.0,8.0,1.0,
167767120.0,6,2.0,,,
167767472.0,9,5.0,3.0,2.0,
167767936.0,49,9.0,8.0,8.0,8.0
167767968.0,1,,,,
167768064.0,10,5.0,4.0,4.0,3.0
167768496.0,3,1.0,,,
167769056.0,7,5.0,5.0,5.0,5.0
167769440.0,3,3.0,,,
167770848.0,35,30.0,28.0,28.0,27.0
167770912.0,4,4.0,,,
167771760.0,5,4.0,2.0,2.0,2.0
167771904.0,161,136.0,100.0,61.0,52.0
167772176.0,228,219.0,204.0,191.0,165.0
167772928.0,51,51.0,47.0,47.0,47.0
167773056.0,130,71.0,33.0,19.0,18.0
167773264.0,23,20.0,19.0,15.0,15.0
167773536.0,31,31.0,24.0,6.0,6.0
167773968.0,68,44.0,9.0,3.0,2.0
167774112.0,47,28.0,28.0,28.0,28.0
167774768.0,15,13.0,11.0,9.0,8.0
167774928.0,1,,,,
167775248.0,2,1.0,,,
167775616.0,44,44.0,28.0,22.0,17.0
167775856.0,63,35.0,26.0,22.0,18.0
167775920.0,5,4.0,2.0,2.0,2.0
167776048.0,28,2.0,1.0,1.0,1.0
167776224.0,89,80.0,61.0,50.0,50.0
167776304.0,45,20.0,4.0,4.0,4.0
167776640.0,21,21.0,21.0,17.0,9.0
167776656.0,294,189.0,105.0,76.0,59.0
167777040.0,76,63.0,57.0,57.0,57.0
167777424.0,7,4.0,4.0,,
167777440.0,176,168.0,167.0,165.0,165.0
167777792.0,70,47.0,44.0,41.0,36.0
167778368.0,46,46.0,33.0,33.0,32.0
167780144.0,13,9.0,4.0,4.0,4.0
167780288.0,66,42.0,23.0,9.0,8.0
167780336.0,4,4.0,1.0,,
167781040.0,85,72.0,42.0,24.0,22.0
167781168.0,146,119.0,92.0,74.0,74.0
167781632.0,1,,,,
167781680.0,32,8.0,1.0,,
167782592.0,19,11.0,3.0,3.0,3.0
167782704.0,22,17.0,10.0,10.0,10.0
167782720.0,9,9.0,9.0,9.0,9.0
167783104.0,83,60.0,50.0,37.0,37.0
167783488.0,38,27.0,12.0,5.0,2.0
167783744.0,27,21.0,13.0,11.0,11.0
167783776.0,10,5.0,5.0,5.0,5.0
167784272.0,28,28.0,28.0,28.0,28.0
167784400.0,97,91.0,23.0,23.0,22.0
167784608.0,13,10.0,10.0,10.0,8.0
167785072.0,1,,,,
167785104.0,516,416.0,328.0,194.0,162.0
167785136.0,185,177.0,168.0,88.0,85.0
167785600.0,43,36.0,28.0,23.0,19.0
167785648.0,12,,,,
167785904.0,204,73.0,27.0,26.0,26.0
167785952.0,10,10.0,10.0,10.0,10.0
167786160.0,36,27.0,26.0,25.0,25.0
167786320.0,3,,,,
167786640.0,13,6.0,3.0,2.0,2.0
167787136.0,15,6.0,2.0,,
167787888.0,19,19.0,,,
167787952.0,1,1.0,,,
167788992.0,102,90.0,53.0,44.0,40.0
167789712.0,61,45.0,22.0,3.0,3.0
167790272.0,24,22.0,21.0,21.0,21.0
167790352.0,7,6.0,6.0,2.0,2.0
167790768.0,29,29.0,29.0,27.0,27.0
167790896.0,37,33.0,18.0,15.0,14.0
167790912.0,62,62.0,13.0,11.0,11.0
167791184.0,97,82.0,62.0,51.0,51.0
167791872.0,3,,,,
167792224.0,8,8.0,8.0,8.0,7.0
167792288.0,74,68.0,29.0,23.0,23.0
167792624.0,14,6.0,4.0,4.0,4.0
167792704.0,224,131.0,89.0,81.0,80.0
167792848.0,88,79.0,19.0,17.0,17.0
167793184.0,105,96.0,67.0,63.0,52.0
167793264.0,7,,,,
167793424.0,1,,,,
167793520.0,23,8.0,5.0,5.0,2.0
167793600.0,18,6.0,6.0,6.0,6.0
167793792.0,16,3.0,3.0,2.0,2.0
167793920.0,7,1.0,1.0,1.0,1.0
167794640.0,5,5.0,1.0,1.0,1.0
167795232.0,11,4.0,,,
167795408.0,12,4.0,3.0,3.0,2.0
167795632.0,7,7.0,1.0,,
167795696.0,8,8.0,6.0,2.0,1.0
167796016.0,3,,,,
167796800.0,10,10.0,8.0,6.0,4.0
167797184.0,7,6.0,,,
167797744.0,173,152.0,127.0,111.0,109.0
167798176.0,33,33.0,32.0,31.0,31.0
167798576.0,26,6.0,6.0,4.0,3.0
167799264.0,34,22.0,10.0,10.0,10.0
167799376.0,10,10.0,1.0,1.0,1.0
167799664.0,38,28.0,28.0,28.0,26.0
167800016.0,22,,,,
167800048.0,3,2.0,1.0,,
167800064.0,1,1.0,,,
167800304.0,26,17.0,1.0,1.0,1.0
167800464.0,6,2.0,1.0,1.0,1.0
167800624.0,18,17.0,3.0,1.0,1.0
167800832.0,56,54.0,50.0,46.0,46.0
167801024.0,55,51.0,38.0,,
167801216.0,17,17.0,17.0,17.0,17.0
167801584.0,6,2.0,1.0,1.0,1.0
167801616.0,24,24.0,23.0,21.0,21.0
167802320.0,83,41.0,35.0,16.0,15.0
167803488.0,21,12.0,12.0,11.0,11.0
167803840.0,6,6.0,4.0,4.0,4.0
167804144.0,4,4.0,3.0,3.0,3.0
167804464.0,38,23.0,10.0,10.0,9.0
167804512.0,7,7.0,7.0,7.0,7.0
167804592.0,1,1.0,,,
167804944.0,4,4.0,4.0,3.0,
167805008.0,62,55.0,39.0,27.0,27.0
167805328.0,29,17.0,8.0,5.0,5.0
167805360.0,10,9.0,2.0,1.0,1.0
167805936.0,130,110.0,71.0,44.0,44.0
167806096.0,78,39.0,39.0,39.0,39.0
167806352.0,7,6.0,4.0,2.0,2.0
167806576.0,47,21.0,18.0,18.0,18.0
167806704.0,8,7.0,7.0,6.0,6.0
167808032.0,3,,,,
167808112.0,17,17.0,17.0,17.0,17.0
167808208.0,3,3.0,3.0,2.0,2.0
167809152.0,17,6.0,2.0,2.0,2.0
167809168.0,51,49.0,29.0,20.0,18.0
167809376.0,8,5.0,3.0,3.0,3.0
167809600.0,22,22.0,16.0,16.0,14.0
167809616.0,6,5.0,1.0,1.0,1.0
167810496.0,27,23.0,13.0,11.0,11.0
167810768.0,62,51.0,45.0,38.0,38.0
167810848.0,145,133.0,96.0,94.0,82.0
167811104.0,6,4.0,4.0,4.0,
167811184.0,28,20.0,19.0,15.0,15.0
167811472.0,43,34.0,30.0,30.0,30.0
167811552.0,37,29.0,28.0,28.0,28.0
167811792.0,7,6.0,6.0,6.0,6.0
167811888.0,16,16.0,1.0,1.0,1.0
167811904.0,115,113.0,53.0,31.0,29.0
167812240.0,50,42.0,22.0,19.0,19.0
167812560.0,41,29.0,17.0,16.0,16.0
167812624.0,13,12.0,4.0,4.0,4.0
167813152.0,31,26.0,16.0,7.0,7.0
167813296.0,33,22.0,19.0,8.0,7.0
167813984.0,77,73.0,38.0,20.0,20.0
167814496.0,10,10.0,7.0,7.0,5.0
167814544.0,80,68.0,,,
167814624.0,18,8.0,8.0,8.0,8.0
167815040.0,94,68.0,46.0,46.0,38.0
167815088.0,90,78.0,63.0,59.0,59.0
167815840.0,117,104.0,89.0,68.0,68.0
167817216.0,10,7.0,7.0,7.0,7.0
167817472.0,8,8.0,8.0,7.0,7.0
167818176.0,103,100.0,68.0,68.0,68.0
167818240.0,37,20.0,8.0,4.0,2.0
167819536.0,33,32.0,30.0,26.0,26.0
167819696.0,4,1.0,,,
167819808.0,67,38.0,26.0,12.0,7.0
167820032.0,2,,,,
167820496.0,14,7.0,3.0,3.0,3.0
167820672.0,11,11.0,8.0,,
167821552.0,58,54.0,20.0,11.0,11.0
167821936.0,52,49.0,44.0,42.0,40.0
167822480.0,77,29.0,29.0,29.0,3.0
167822672.0,1,1.0,1.0,1.0,1.0
167823056.0,2,1.0,,,
167823168.0,58,38.0,3.0,2.0,2.0
167823232.0,7,7.0,6.0,3.0,3.0
167824304.0,26,22.0,9.0,8.0,8.0
167824624.0,4,3.0,3.0,3.0,3.0
167824880.0,73,31.0,15.0,5.0,5.0
167825008.0,203,129.0,63.0,29.0,14.0
167825056.0,3,3.0,2.0,1.0,1.0
167825936.0,38,28.0,17.0,17.0,17.0
167826272.0,65,65.0,40.0,17.0,17.0
167826368.0,44,24.0,12.0,12.0,1.0
167827072.0,21,21.0,6.0,5.0,5.0
167827472.0,53,26.0,15.0,10.0,10.0
167827920.0,43,39.0,38.0,37.0,36.0
167828272.0,35,18.0,8.0,2.0,2.0
167828432.0,12,2.0,2.0,2.0,2.0
167828656.0,25,25.0,25.0,22.0,22.0
167828672.0,32,32.0,32.0,11.0,11.0
167829200.0,37,21.0,19.0,18.0,17.0
167829472.0,16,16.0,15.0,15.0,14.0
167829680.0,30,,,,
167829696.0,1,1.0,1.0,1.0,1.0
167829728.0,55,49.0,40.0,37.0,34.0
167829936.0,6,4.0,,,
167829952.0,59,42.0,38.0,36.0,33.0
167831360.0,61,31.0,9.0,9.0,9.0
167831584.0,3,1.0,1.0,,
167831696.0,80,76.0,68.0,62.0,62.0
167832320.0,28,28.0,27.0,27.0,3.0
167832720.0,32,16.0,3.0,3.0,3.0
167833168.0,61,51.0,47.0,13.0,13.0
167833392.0,13,6.0,1.0,1.0,1.0
167833520.0,15,15.0,13.0,13.0,13.0
167834288.0,48,35.0,34.0,34.0,32.0
167834320.0,47,17.0,7.0,4.0,4.0
167834400.0,60,60.0,49.0,45.0,30.0
167834512.0,17,15.0,12.0,10.0,10.0
167834976.0,14,14.0,14.0,5.0,5.0
167835264.0,1,1.0,1.0,1.0,1.0
167835856.0,20,4.0,2.0,,
167837856.0,4,4.0,4.0,3.0,3.0
167837920.0,124,98.0,56.0,41.0,36.0
167838512.0,30,24.0,24.0,19.0,19.0
167838784.0,49,14.0,5.0,5.0,5.0
167839104.0,77,25.0,15.0,12.0,10.0
167839296.0,19,7.0,,,
167839424.0,138,78.0,68.0,62.0,62.0
167839776.0,19,11.0,9.0,9.0,9.0
167840128.0,353,317.0,187.0,139.0,122.0
167840464.0,20,9.0,8.0,7.0,4.0
167840480.0,63,47.0,32.0,18.0,16.0
167840752.0,51,35.0,28.0,20.0,20.0
167841280.0,139,57.0,46.0,36.0,34.0
167841968.0,2,1.0,1.0,,
167842240.0,64,53.0,37.0,33.0,31.0
167842416.0,48,39.0,36.0,34.0,25.0
167843152.0,5,5.0,5.0,,
167843232.0,74,66.0,27.0,10.0,10.0
167843280.0,3,3.0,,,
167843536.0,15,14.0,13.0,10.0,10.0
167843712.0,2,,,,
167843888.0,10,8.0,6.0,1.0,1.0
167844128.0,33,27.0,13.0,9.0,5.0
167844336.0,20,13.0,13.0,6.0,6.0
167844464.0,129,116.0,91.0,76.0,73.0
167845184.0,92,76.0,54.0,47.0,40.0
167845616.0,37,23.0,4.0,,
167846080.0,17,17.0,14.0,14.0,14.0
167846208.0,74,28.0,17.0,15.0,14.0
167846464.0,67,59.0,24.0,20.0,20.0
167846752.0,15,15.0,15.0,14.0,13.0
167846848.0,189,152.0,99.0,82.0,82.0
167847088.0,24,12.0,10.0,10.0,10.0
167847216.0,18,17.0,10.0,8.0,8.0
167847440.0,10,9.0,6.0,6.0,6.0
167848496.0,2,2.0,,,
167848992.0,55,37.0,33.0,33.0,32.0
167849488.0,79,76.0,61.0,45.0,44.0
167849920.0,52,36.0,28.0,27.0,26.0
167850128.0,7,7.0,6.0,6.0,6.0
167850560.0,6,5.0,4.0,4.0,4.0
167850912.0,21,18.0,8.0,5.0,5.0
167851728.0,3,3.0,,,
167852080.0,7,1.0,1.0,,
167852528.0,2,2.0,2.0,2.0,2.0
167852608.0,88,63.0,50.0,42.0,36.0
167853216.0,35,31.0,23.0,12.0,12.0
167854176.0,37,25.0,4.0,4.0,4.0
167854960.0,51,41.0,40.0,39.0,39.0
167855184.0,8,8.0,8.0,8.0,8.0
167855536.0,18,5.0,5.0,5.0,5.0
167855632.0,1,1.0,1.0,1.0,1.0
167856352.0,25,10.0,10.0,9.0,9.0
167856400.0,58,39.0,23.0,17.0,17.0
167856512.0,21,14.0,13.0,11.0,8.0
167856576.0,5,5.0,4.0,4.0,4.0
167856608.0,25,25.0,9.0,8.0,4.0
167856976.0,60,45.0,37.0,37.0,37.0
167857136.0,93,93.0,79.0,,
167857312.0,327,276.0,204.0,181.0,181.0
167857568.0,45,38.0,26.0,26.0,24.0
167857776.0,47,42.0,26.0,23.0,23.0
167858128.0,11,11.0,11.0,11.0,11.0
167859920.0,4,4.0,2.0,2.0,2.0
167860064.0,82,64.0,50.0,29.0,29.0
167860144.0,9,1.0,1.0,,
167861664.0,52,22.0,21.0,17.0,16.0
167862400.0,14,4.0,1.0,1.0,1.0
167862736.0,149,149.0,84.0,11.0,10.0
167864224.0,34,12.0,11.0,5.0,5.0
167864528.0,4,1.0,1.0,1.0,1.0
167864864.0,13,4.0,3.0,3.0,3.0
167865040.0,47,24.0,10.0,4.0,4.0
167865632.0,55,30.0,20.0,12.0,12.0
167866432.0,13,8.0,8.0,5.0,2.0
167866448.0,14,13.0,9.0,9.0,9.0
167867024.0,4,4.0,1.0,,
167867376.0,45,45.0,42.0,8.0,8.0
167867600.0,43,25.0,20.0,10.0,2.0
167867824.0,104,24.0,24.0,16.0,16.0
167867920.0,149,85.0,62.0,34.0,31.0
167867984.0,113,103.0,91.0,74.0,73.0
167868272.0,129,107.0,60.0,60.0,60.0
167868512.0,73,69.0,52.0,52.0,51.0
167868528.0,20,10.0,,,
167868576.0,1,1.0,,,
167869440.0,14,14.0,11.0,11.0,11.0
167869792.0,37,30.0,26.0,24.0,23.0
167869936.0,4,1.0,1.0,1.0,
167870304.0,43,39.0,27.0,21.0,20.0
167870352.0,23,20.0,17.0,9.0,9.0
167870512.0,15,15.0,15.0,12.0,12.0
167870544.0,29,16.0,10.0,9.0,7.0
167870576.0,41,1.0,,,
167870592.0,1,,,,
167870928.0,266,118.0,1.0,1.0,1.0
167871088.0,7,6.0,6.0,6.0,6.0
167871248.0,58,49.0,16.0,7.0,6.0
167871728.0,39,28.0,28.0,27.0,27.0
167871904.0,18,17.0,15.0,15.0,15.0
167871936.0,278,251.0,123.0,102.0,71.0
167871984.0,9,7.0,1.0,,
167872064.0,37,25.0,9.0,9.0,9.0
167872144.0,16,16.0,16.0,10.0,7.0
167872320.0,126,108.0,95.0,89.0,86.0
167873072.0,14,10.0,4.0,3.0,2.0
167873264.0,10,10.0,9.0,9.0,8.0
167873408.0,12,12.0,6.0,5.0,5.0
167873728.0,51,50.0,44.0,44.0,36.0
167874928.0,9,9.0,,,
167875152.0,19,8.0,5.0,5.0,5.0
167876368.0,74,68.0,39.0,30.0,27.0
167876592.0,10,10.0,4.0,3.0,3.0
167876624.0,62,42.0,40.0,20.0,16.0
167876896.0,136,116.0,75.0,66.0,60.0
167877008.0,79,51.0,36.0,33.0,33.0
167877328.0,2,2.0,1.0,1.0,1.0
167877360.0,5,5.0,,,
167877616.0,66,66.0,42.0,28.0,28.0
167877696.0,16,16.0,6.0,4.0,4.0
167877776.0,47,44.0,43.0,42.0,42.0
167878112.0,13,11.0,5.0,4.0,4.0
167878256.0,2,2.0,,,
167879152.0,52,50.0,16.0,16.0,16.0
167879632.0,66,48.0,1.0,1.0,1.0
167880336.0,20,19.0,18.0,14.0,14.0
167880496.0,10,10.0,1.0,1.0,1.0
167880640.0,13,13.0,13.0,11.0,9.0
167880864.0,44,32.0,10.0,6.0,6.0
167881696.0,26,8.0,8.0,8.0,8.0
167881776.0,29,10.0,4.0,2.0,2.0
167882192.0,204,184.0,32.0,3.0,2.0
167882816.0,40,30.0,13.0,11.0,10.0
167883520.0,19,17.0,17.0,17.0,17.0
167883872.0,191,191.0,51.0,51.0,51.0
167884352.0,6,4.0,2.0,2.0,2.0
167884544.0,111,61.0,25.0,13.0,13.0
167884672.0,11,7.0,6.0,6.0,6.0
167884688.0,73,66.0,45.0,39.0,39.0
167884768.0,44,25.0,22.0,19.0,19.0
167884816.0,5,3.0,,,
167885760.0,138,105.0,104.0,78.0,65.0
167886032.0,49,47.0,38.0,15.0,15.0
167886224.0,4,,,,
167886400.0,108,68.0,36.0,36.0,36.0
167886544.0,24,12.0,4.0,4.0,4.0
167887056.0,6,2.0,,,
167887264.0,92,81.0,76.0,75.0,74.0
167887584.0,70,70.0,67.0,57.0,57.0
167887680.0,35,29.0,29.0,27.0,27.0
167887840.0,66,63.0,42.0,34.0,24.0
167887904.0,25,23.0,23.0,14.0,12.0
167887936.0,39,17.0,10.0,1.0,1.0
167888448.0,31,28.0,28.0,24.0,20.0
167889040.0,30,10.0,9.0,7.0,6.0
167889088.0,11,9.0,2.0,2.0,2.0
167889216.0,53,48.0,39.0,33.0,16.0
167890000.0,8,1.0,1.0,1.0,1.0
167890160.0,38,38.0,33.0,32.0,21.0
167890272.0,77,58.0,45.0,40.0,40.0
167890304.0,170,146.0,79.0,58.0,58.0
167890640.0,35,27.0,8.0,6.0,6.0
167891056.0,3,2.0,,,
167891120.0,80,24.0,4.0,4.0,4.0
167891376.0,2,2.0,2.0,2.0,2.0
167891616.0,2,2.0,,,
167892448.0,44,40.0,39.0,35.0,34.0
167892576.0,18,16.0,11.0,9.0,9.0
167892816.0,5,5.0,4.0,4.0,2.0
167892976.0,76,37.0,37.0,25.0,25.0
167893408.0,62,7.0,5.0,5.0,5.0
167893680.0,139,83.0,62.0,43.0,43.0
167894144.0,23,18.0,9.0,4.0,4.0
167894800.0,6,6.0,5.0,,
167895312.0,44,38.0,20.0,15.0,15.0
167896192.0,168,150.0,118.0,100.0,100.0
167896400.0,101,84.0,66.0,51.0,37.0
167896496.0,194,149.0,110.0,72.0,65.0
167896768.0,43,42.0,35.0,33.0,28.0
167897024.0,105,71.0,45.0,36.0,31.0
167897072.0,49,49.0,48.0,23.0,22.0
167897712.0,35,14.0,9.0,6.0,6.0
167897808.0,98,74.0,33.0,8.0,6.0
167897920.0,61,51.0,43.0,9.0,6.0
