uid,freq_play_last_21_days,avg_playtime_last_21_days,freq_play_last_14_days,avg_playtime_last_14_days,freq_play_last_7_days,avg_playtime_last_7_days,freq_play_last_3_days,avg_playtime_last_3_days,freq_play_last_1_days,avg_playtime_last_1_days,freq_search_last_21_days,freq_search_last_14_days,freq_search_last_7_days,freq_search_last_3_days,freq_search_last_1_days,freq_download_last_21_days,freq_download_last_14_days,freq_download_last_7_days,freq_download_last_3_days,freq_download_last_1_days,Churn
168149744.0,675,263.06814814814817,342.0,218.46783625730995,76.0,222.98684210526315,2.0,189.0,1.0,270.0,45.0,28.0,23.0,23.0,17.0,51.0,5.0,5.0,5.0,3.0,0.0
168149888.0,15,114.2,3.0,131.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
168150224.0,15,659.2666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
168150464.0,601,148.72771162029952,162.0,127.02469135802471,37.0,164.02702702702703,21.0,202.28571428571428,6.0,170.16666666666666,186.0,119.0,106.0,100.0,100.0,42.0,40.0,12.0,12.0,11.0,0.0
168150608.0,551,291.97459165154265,251.0,232.17529880478088,131.0,230.0916030534351,86.0,230.5,60.0,242.9,20.0,18.0,15.0,14.0,11.0,42.0,41.0,41.0,40.0,39.0,0.0
168150624.0,121,65.85950413223141,99.0,62.38383838383839,98.0,60.877551020408156,17.0,23.35294117647059,17.0,23.35294117647059,3.0,2.0,2.0,2.0,2.0,47.0,39.0,39.0,0.0,0.0,0.0
168150656.0,6,75.16666666666667,5.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
168150864.0,328,109.17073170731709,145.0,127.96551724137932,102.0,132.0392156862745,4.0,157.5,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
168151744.0,411,145.9756690997567,314.0,155.11464968152868,166.0,126.27710843373494,122.0,114.04918032786884,77.0,79.71428571428571,7.0,7.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
168151792.0,667,174.3808095952024,370.0,170.11621621621626,200.0,162.41,117.0,129.88034188034192,16.0,192.0,72.0,69.0,51.0,48.0,43.0,17.0,15.0,13.0,10.0,8.0,0.0
168151904.0,819,172.66422466422466,427.0,190.85245901639342,84.0,128.78571428571428,48.0,109.25,3.0,189.66666666666663,31.0,28.0,17.0,13.0,13.0,13.0,12.0,5.0,4.0,4.0,0.0
168152048.0,196,158.22448979591837,106.0,161.73584905660377,59.0,189.13559322033902,46.0,190.56521739130437,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
168152096.0,551,136.60435571687842,451.0,140.8691796008869,208.0,136.94711538461542,89.0,105.23595505617979,18.0,161.72222222222226,120.0,99.0,86.0,56.0,55.0,23.0,18.0,14.0,6.0,5.0,0.0
168152112.0,1787,45.579742585338565,1572.0,39.69147582697201,590.0,53.711864406779654,385.0,49.953246753246745,49.0,51.775510204081634,33.0,25.0,16.0,16.0,16.0,46.0,44.0,14.0,14.0,14.0,0.0
168152176.0,24,127.41666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168153040.0,3,231.0,3.0,231.0,3.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
168154496.0,122,159.45901639344262,74.0,205.8918918918919,25.0,171.72,0.0,0.0,0.0,0.0,14.0,6.0,3.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0
168154944.0,260,40.18076923076923,133.0,52.68421052631579,2.0,143.5,1.0,161.0,0.0,0.0,72.0,40.0,28.0,28.0,28.0,4.0,3.0,0.0,0.0,0.0,0.0
168155056.0,162,152.27777777777774,124.0,142.68548387096774,54.0,129.2962962962963,44.0,120.63636363636364,0.0,0.0,18.0,14.0,4.0,1.0,1.0,6.0,3.0,1.0,0.0,0.0,0.0
168155216.0,67,215.40298507462688,41.0,228.12195121951217,22.0,174.5,2.0,213.0,2.0,213.0,29.0,26.0,20.0,11.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0
168155376.0,48,163.25,8.0,188.375,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168155440.0,542,189.27121771217716,331.0,193.4078549848943,123.0,169.04065040650406,97.0,190.78350515463922,28.0,25.107142857142854,60.0,40.0,29.0,28.0,26.0,21.0,12.0,9.0,9.0,9.0,0.0
168155728.0,154,131.8896103896104,69.0,131.1014492753623,25.0,97.36,17.0,87.11764705882355,0.0,0.0,26.0,23.0,22.0,22.0,19.0,3.0,2.0,2.0,2.0,2.0,0.0
