uid,freq_play_last_30_days,avg_playtime_last_30_days,freq_play_last_21_days,avg_playtime_last_21_days,freq_play_last_14_days,avg_playtime_last_14_days,freq_play_last_7_days,avg_playtime_last_7_days,freq_play_last_3_days,avg_playtime_last_3_days,freq_play_last_1_days,avg_playtime_last_1_days,freq_search_last_30_days,freq_search_last_21_days,freq_search_last_14_days,freq_search_last_7_days,freq_search_last_3_days,freq_search_last_1_days,freq_download_last_30_days,freq_download_last_21_days,freq_download_last_14_days,freq_download_last_7_days,freq_download_last_3_days,freq_download_last_1_days,last_search,last_download,Churn,last_play,device_ar,device_both,device_ip,precent
838955,12.0,181.75,5.0,209.4,2.0,210.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,25.0,1,13,1,0,0,0.7772630078403421
1264383,3.0,87.66666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,30,1,0,0,0.37357954545454547
1901839,521.0,163.7312859884837,422.0,151.72748815165878,309.0,147.40776699029126,167.0,129.688622754491,56.0,128.35714285714286,3.0,222.33333333333331,30.0,26.0,12.0,6.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,16.0,0,1,1,0,0,0.8469533525027014
2163514,74.0,159.5,74.0,159.5,74.0,159.5,20.0,127.3,19.0,124.10526315789473,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,90.0,0,2,1,0,0,0.6410145006245588
2280694,12.0,140.33333333333334,9.0,130.88888888888889,7.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,8.0,5.0,5.0,5.0,90.0,11.0,1,8,1,0,0,0.49471210340775557
2285308,23.0,93.95652173913044,21.0,96.90476190476191,20.0,95.6,19.0,99.0,11.0,107.8181818181818,11.0,107.8181818181818,5.0,5.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,0,1,1,0,0,0.36851978171896316
2380836,40.0,241.75,18.0,259.1111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,90.0,1,17,1,0,0,0.926422686338379
2468662,182.0,227.46153846153842,114.0,237.12280701754383,51.0,256.01960784313724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,11,1,0,0,0.9522911299227088
3068886,273.0,149.19413919413918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,90.0,1,22,1,0,0,0.5527846289698853
3414451,337.0,244.9554896142433,336.0,244.922619047619,336.0,244.922619047619,128.0,249.0390625,1.0,136.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,90.0,0,3,1,0,0,0.9734899408004907
3752046,93.0,79.70967741935483,30.0,81.06666666666666,18.0,103.11111111111113,6.0,56.0,3.0,83.0,0.0,0.0,26.0,14.0,12.0,8.0,6.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,0,3,1,0,0,0.39794932359888335
3946417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,90.0,1,52,1,0,0,0.846700588646114
4067179,66.0,182.7121212121212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,1,30,1,0,0,0.7068995837974089
4277354,4.0,145.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,30,1,0,0,0.49490662139219016
4464683,130.0,246.9230769230769,78.0,242.91025641025644,7.0,257.85714285714283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,14,1,0,0,0.9195336446188662
4703779,3.0,190.33333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,30,1,0,0,0.969439728353141
5457233,7.0,179.71428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,30,1,0,0,0.6016260162601627
5597959,41.0,105.97560975609757,41.0,105.97560975609757,27.0,116.88888888888887,6.0,110.83333333333331,6.0,110.83333333333331,6.0,110.83333333333331,41.0,41.0,30.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,0,1,1,0,0,0.5506272969205424
5725844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,90.0,1,51,1,0,0,0.7371779395026387
5767785,22.0,114.0909090909091,19.0,119.7894736842105,15.0,116.66666666666669,7.0,144.57142857142858,0.0,0.0,0.0,0.0,6.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,90.0,1,4,1,0,0,0.4264356099218484
5968834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,90.0,30.0,1,31,1,0,0,0.2564956695536309
7533076,87.0,134.94252873563218,61.0,156.0,49.0,168.42857142857142,20.0,137.5,19.0,135.21052631578948,4.0,198.0,19.0,18.0,13.0,9.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,90.0,0,1,1,0,0,0.5408358129413332
7651934,22.0,128.63636363636363,3.0,197.33333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,288.0,149.0,149.0,149.0,59.0,0.0,30.0,3.0,1,19,1,0,0,0.5606180665610142
7910960,337.0,126.16913946587538,337.0,126.16913946587538,321.0,122.04984423676012,264.0,104.26515151515152,64.0,218.84375,14.0,214.14285714285717,35.0,32.0,29.0,12.0,6.0,6.0,7.0,7.0,7.0,6.0,4.0,3.0,7.0,3.0,0,1,1,0,0,0.5927066925017773
8298686,24.0,60.25,24.0,60.25,24.0,60.25,24.0,60.25,24.0,60.25,0.0,0.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,90.0,0,3,1,0,0,0.24717948717948718
8304133,193.0,91.20207253886014,143.0,104.7972027972028,45.0,135.04444444444445,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,90.0,0,11,1,0,0,0.3568069407281278
8414378,1.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,30,1,0,0,0.5454545454545454
8712754,165.0,206.9878787878788,165.0,206.9878787878788,146.0,207.1849315068493,103.0,205.10679611650485,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,90.0,0,6,1,0,0,0.9591922709655677
8853855,143.0,190.08391608391608,81.0,195.12345679012347,71.0,210.33802816901408,71.0,210.33802816901408,55.0,239.05454545454543,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,2.0,2.0,30.0,15.0,0,2,1,0,0,0.7482176773376641
9799901,203.0,104.02463054187193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0,26,1,0,0,0.7600964653372687
9974627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,90.0,1,51,1,0,0,0.5297064143592598
10046311,1.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,30,1,0,0,0.7733333333333333
10195333,2.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,30,1,0,0,0.7521739130434782
10583643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,90.0,1,54,1,0,0,0.2826541274817137
10833745,18.0,151.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,90.0,30.0,1,30,1,0,0,0.6576402321083172
10843908,1154.0,246.25649913344887,720.0,270.76527777777784,425.0,290.48,277.0,290.1624548736462,101.0,296.5742574257426,41.0,272.8048780487805,46.0,40.0,40.0,39.0,29.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,0,1,1,0,0,0.8481415379840148
10972120,69.0,133.71014492753622,44.0,141.22727272727272,19.0,227.73684210526315,9.0,245.22222222222226,9.0,245.22222222222226,5.0,227.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,1,1,0,0,0.5399402185116472
11014356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,90.0,1,51,1,0,0,0.6791348821081831
11434117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,90.0,1,59,1,0,0,0.3081108168086477
11771279,63.0,40.96825396825397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,1,30,1,0,0,0.1685936377294402
12668024,5.0,219.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,30,1,0,0,0.7807829181494662
13033063,151.0,275.953642384106,42.0,274.4047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,18,1,0,0,0.8444279113477954
13404618,1010.0,242.4356435643564,623.0,241.60674157303367,385.0,245.7506493506493,345.0,244.30144927536236,201.0,243.0149253731344,2.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,1,1,0,0,0.9165534356716937
14070578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,90.0,1,51,1,0,0,0.7891783402965511
14195231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,90.0,1,59,1,0,0,0.22346716464363522
14421276,34.0,80.32352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0,23,1,0,0,0.4421955958549223
14780539,123.0,175.44715447154468,123.0,175.44715447154468,123.0,175.44715447154468,123.0,175.44715447154468,59.0,231.88135593220338,46.0,234.5,31.0,31.0,31.0,31.0,3.0,3.0,27.0,27.0,27.0,27.0,27.0,27.0,5.0,90.0,0,1,0,0,1,0.7429338658036975
14916895,143.0,96.76223776223776,136.0,96.92647058823529,106.0,102.84905660377359,62.0,70.5,13.0,179.15384615384616,9.0,224.0,41.0,41.0,25.0,12.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,4.0,0,1,1,0,0,0.4533451281043182
15709616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,90.0,1,59,1,0,0,0.08538587848932676
15850740,20.0,253.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,27,1,0,0,0.9960714987232371
17233676,41.0,142.9268292682927,41.0,142.9268292682927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,17,1,0,0,0.7600518806744487
17285440,2.0,216.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,29,1,0,0,0.4203359055832955
17431044,125.0,179.21599999999998,12.0,166.58333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,20.0,20.0,1,20,1,0,0,0.821247892074199
17809416,198.0,114.15151515151516,123.0,103.45528455284551,118.0,102.4915254237288,89.0,95.28089887640448,86.0,89.953488372093,3.0,82.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0,1,1,0,0,0.4525106110354769
18105916,13.0,167.76923076923075,10.0,187.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,98.0,97.0,97.0,97.0,97.0,4.0,4.0,4.0,4.0,4.0,4.0,20.0,90.0,0,20,1,0,0,0.7368243243243244
18420708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,90.0,1,59,1,0,0,0.982078853046595
18671898,27.0,159.14814814814815,23.0,151.8695652173913,23.0,151.8695652173913,10.0,167.7,10.0,167.7,10.0,167.7,8.0,8.0,8.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,12.0,12.0,1,1,1,0,0,0.6773329129886507
19391716,44.0,225.47727272727272,16.0,236.8125,16.0,236.8125,16.0,236.8125,2.0,165.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,90.0,3.0,1,3,1,0,0,0.8968540951003435
19603656,31.0,222.41935483870967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,29,1,0,0,0.9712635582476404
19626788,2.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,30,1,0,0,0.9964285714285714
19631964,51.0,88.1764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,29,1,0,0,0.3567348881485007
19740096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,90.0,1,54,1,0,0,0.3826383551114527
20202324,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,30,1,0,0,0.022123893805309734
20481284,152.0,148.2763157894737,136.0,148.6102941176471,131.0,146.89312977099237,127.0,146.51181102362204,24.0,91.08333333333331,1.0,226.0,100.0,98.0,98.0,98.0,78.0,74.0,448.0,448.0,448.0,448.0,440.0,367.0,2.0,2.0,0,1,1,0,0,0.5811908507181721
21776440,173.0,159.5028901734104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,1,25,1,0,0,0.6443583037549038
21916108,14.0,244.7142857142857,7.0,277.57142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,20,1,0,0,0.9352989352989353
22243200,212.0,155.1556603773585,161.0,150.73291925465838,93.0,143.67741935483872,36.0,124.72222222222223,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,8.0,8.0,0,4,1,0,0,0.6462278978388998
22275356,86.0,218.72093023255815,86.0,218.72093023255815,26.0,245.61538461538458,26.0,245.61538461538458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0,7,1,0,0,0.947273001964043
22537388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,90.0,1,57,1,0,0,0.9509755454485531
24003704,17.0,223.17647058823533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,25,1,0,0,0.8845884821636746
24065466,391.0,333.00255754475705,364.0,325.0741758241758,321.0,306.90965732087227,255.0,247.17647058823533,165.0,148.6969696969697,30.0,380.76666666666665,0.0,0.0,0.0,0.0,0.0,0.0,44.0,41.0,41.0,37.0,22.0,2.0,90.0,3.0,0,1,1,0,0,0.6333649519640036
24186124,333.0,101.2042042042042,191.0,107.76439790575917,123.0,102.34959349593494,27.0,108.55555555555556,10.0,63.2,6.0,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0,1,1,0,0,0.42238710566884324
24792428,7.0,279.14285714285717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,30,1,0,0,0.9903699949315764
25183564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,90.0,1,51,1,0,0,0.5369826049245892
25228904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,90.0,1,51,1,0,0,0.461259887544077
25669104,102.0,109.33333333333331,22.0,106.3181818181818,16.0,67.1875,0.0,0.0,0.0,0.0,0.0,0.0,23.0,9.0,3.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,13.0,13.0,1,13,1,0,0,0.500471211237266
25681272,13.0,171.61538461538458,11.0,187.0,7.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,10.0,13.0,0,9,1,0,0,0.6764705882352942
25772056,237.0,125.04219409282699,120.0,126.1,37.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,90.0,90.0,0,8,1,0,0,0.4638513672150135
26398100,145.0,205.28965517241383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,90.0,1,23,1,0,0,0.9548662346827484
26780292,1675.0,203.47402985074623,1086.0,197.2513812154696,924.0,202.90476190476193,437.0,200.90617848970248,67.0,195.9701492537313,49.0,203.08163265306126,56.0,55.0,47.0,32.0,14.0,14.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,28.0,0,1,1,0,0,0.8394631527574427
27359264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,90.0,1,51,1,0,0,0.8511740149019745
27442616,7.0,261.0,7.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,17,1,0,0,0.8259493670886076
27564760,124.0,207.65322580645162,91.0,199.6923076923077,8.0,205.5,3.0,213.33333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0,5,1,0,0,0.9019230095625066
28055436,20.0,190.7,3.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,20,1,0,0,0.8012605042016806
28263678,12.0,85.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,28,1,0,0,0.4238547255468428
28760308,1260.0,311.67857142857144,1182.0,317.42978003384087,598.0,503.96153846153845,281.0,833.3451957295374,142.0,821.943661971831,55.0,597.0181818181818,260.0,260.0,87.0,67.0,48.0,48.0,175.0,175.0,104.0,103.0,103.0,103.0,6.0,1.0,0,1,1,0,0,0.6443845353618557
28885748,94.0,127.26595744680851,94.0,127.26595744680851,55.0,88.9090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,13,1,0,0,0.6295321791296111
29236140,66.0,213.1818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,29,1,0,0,0.8516949152542372
29293488,4.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,22,1,0,0,0.2417815482502651
30168464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,90.0,1,52,1,0,0,0.6640017286084702
30204812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,90.0,1,51,1,0,0,0.3354688410017473
30383288,437.0,155.28146453089244,334.0,150.87724550898204,163.0,191.0368098159509,65.0,210.1846153846154,21.0,255.90476190476193,2.0,249.5,50.0,47.0,30.0,29.0,24.0,24.0,23.0,10.0,0.0,0.0,0.0,0.0,1.0,18.0,0,1,1,0,0,0.68790105935425
30792966,43.0,201.81395348837208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,27,0,0,1,0.8492024659947158
30969596,29.0,171.6206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,90.0,30.0,1,30,1,0,0,0.7156002875629044
31208760,40.0,151.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,90.0,1,25,1,0,0,0.6336333193804939
31227740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,90.0,1,58,1,0,0,0.9239749015029913
32617836,4.0,93.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0,30,1,0,0,0.32051282051282054
34696424,6.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,90.0,1,28,1,0,0,0.7265060240963855
35516140,40.0,110.24150806249996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,25,0,0,1,0.4923809433786356
35550892,119.0,165.28571428571428,76.0,158.80263157894737,50.0,152.54,14.0,79.42857142857143,2.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,2.0,2.0,90.0,7.0,0,3,1,0,0,0.6168537916326914
36259324,17.0,57.352941176470594,17.0,57.352941176470594,17.0,57.352941176470594,17.0,57.352941176470594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1,5,1,0,0,0.18667432510051693
36567948,7.0,122.14285714285714,7.0,122.14285714285714,7.0,122.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,90.0,1,14,1,0,0,0.46141392336751214
